"";"COD7D";"COD6D";"Municipio";"population.Amarela";"icsap_n.Amarela";"it_n.Amarela";"icsap_prop.Amarela";"icsap_rate.Amarela";"population.Branca";"icsap_n.Branca";"it_n.Branca";"icsap_prop.Branca";"icsap_rate.Branca";"population.Indígena";"icsap_n.Indígena";"it_n.Indígena";"icsap_prop.Indígena";"icsap_rate.Indígena";"population.NI";"icsap_n.NI";"it_n.NI";"icsap_prop.NI";"icsap_rate.NI";"population.Parda";"icsap_n.Parda";"it_n.Parda";"icsap_prop.Parda";"icsap_rate.Parda";"population.Preta";"icsap_n.Preta";"it_n.Preta";"icsap_prop.Preta";"icsap_rate.Preta";"ICSAPprop";"ICSAPrate";"icsap_prop_ratio_amarela";"icsap_prop_ratio_branca";"icsap_prop_ratio_indigena";"icsap_prop_ratio_ni";"icsap_prop_ratio_parda";"icsap_prop_ratio_preta";"icsap_rate_ratio_amarela";"icsap_rate_ratio_branca";"icsap_rate_ratio_indigena";"icsap_rate_ratio_ni";"icsap_rate_ratio_parda";"icsap_rate_ratio_preta"
"133";"1304237";"130423";"Tonantins (AM)";87;0;0;NA;0;1311;0;0;NA;0;3072;0;0;NA;0;0;0;0;NA;NA;11623;62;188;0,329787234042553;53,3425105394476;986;0;0;NA;0;0,329787234042553;36,3018912114292;NA;NA;NA;NA;1;NA;0;0;0;NA;1,46941409274714;0
"134";"1304260";"130426";"Uarini (AM)";71;0;0;NA;0;2014;0;0;NA;0;564;0;0;NA;0;0;0;1;0;NA;7919;29;78;0,371794871794872;36,6207854527087;1323;0;0;NA;0;0,367088607594937;24,3881927508199;NA;NA;NA;0;1,01282051282051;NA;0;0;0;NA;1,50157848213159;0
"135";"1304302";"130430";"Urucará (AM)";19;0;0;NA;0;2280;0;0;NA;0;125;1;1;1;80;0;0;0;NA;NA;14403;137;469;0,292110874200426;95,119072415469;267;0;0;NA;0;0,293617021276596;80,7300807300807;NA;NA;3,40579710144927;NA;0,994870368653625;NA;0;0;0,990956521739131;NA;1,17823581439857;0
"136";"1304401";"130440";"Urucurituba (AM)";32;0;0;NA;0;2554;0;0;NA;0;9;0;0;NA;0;0;0;3;0;NA;14807;31;49;0,63265306122449;20,936043763085;435;0;0;NA;0;0,596153846153846;17,3796041935303;NA;NA;NA;0;1,06122448979592;NA;0;0;0;NA;1,2046329438779;0
"137";"1400027";"140002";"Amajari (RR)";21;0;0;NA;0;584;0;1;0;0;5014;19;56;0,339285714285714;37,8938970881532;0;36;229;0,157205240174672;Inf;3501;0;6;0;0;207;0;0;NA;0;0,188356164383562;58,9685858260963;NA;0;1,8012987012987;0,834616911472805;0;NA;0;0;0,642611596620372;Inf;0;0
"138";"1400050";"140005";"Alto Alegre (RR)";115;0;0;NA;0;1665;1;2;0,5;6,00600600600601;7544;51;140;0,364285714285714;67,6033934252386;0;223;823;0,270959902794654;Inf;6504;11;24;0,458333333333333;16,9126691266913;620;0;0;NA;0;0,289180990899899;173,881322957198;NA;1,72902097902098;1,25971528471528;0,936990712810883;1,5849358974359;NA;0;0,0345408345408346;0,388790424845569;Inf;0,097265588040496;0
"139";"1400100";"140010";"Boa Vista (RR)";2956;0;0;NA;0;70368;5;75;0,0666666666666667;0,710550250113688;8550;45;141;0,319148936170213;52,6315789473684;0;3271;15214;0,214999342710661;Inf;184714;134;722;0,185595567867036;7,2544582435549;17725;1;9;0,111111111111111;0,564174894217207;0,213848152960832;121,556172246784;NA;0,311747685185185;1,49240913120567;1,00538321109577;0,867884829947675;0,519579475308641;0;0,00584544772166011;0,432981542397662;Inf;0,0596798838715229;0,00464126900172388
"140";"1400159";"140015";"Bonfim (RR)";80;0;0;NA;0;933;6;7;0,857142857142857;64,3086816720257;4648;15;40;0,375;32,2719449225473;0;101;386;0,261658031088083;Inf;4823;50;101;0,495049504950495;103,66991499067;459;2;4;0,5;43,5729847494553;0,323420074349442;159,005757104999;NA;2,65024630541872;1,15948275862069;0,80903460187005;1,53067030841015;1,54597701149425;0;0,404442473297113;0,202960858211169;Inf;0,651988436633848;0,27403400696166
"141";"1400175";"140017";"Cantá (RR)";111;0;0;NA;0;1932;0;0;NA;0;1729;8;29;0,275862068965517;46,2695199537305;0;173;579;0,298791018998273;Inf;9427;6;22;0,272727272727273;6,36469714649411;703;0;0;NA;0;0,296825396825397;134,513019709394;NA;NA;0,929374884750138;1,00662214956637;0,918813806514341;NA;0;0;0,343978003420729;Inf;0,0473165880912093;0
"142";"1400209";"140020";"Caracaraí (RR)";135;2;4;0,5;148,148148148148;2852;1;2;0,5;3,50631136044881;490;5;10;0,5;102,040816326531;0;77;444;0,173423423423423;Inf;13577;123;399;0,308270676691729;90,5943875672093;1344;2;5;0,4;14,8809523809524;0,243055555555556;114,142841613219;2,05714285714285;2,05714285714285;2,05714285714285;0,713513513513512;1,26831364124597;1,64571428571428;1,2979188712522;0,0307186268616843;0,893974732750242;Inf;0,793693115457863;0,130371315192744
"143";"1400233";"140023";"Caroebe (RR)";28;0;0;NA;0;1901;1;6;0,166666666666667;5,26038926880589;452;2;5;0,4;44,2477876106195;0;151;542;0,27859778597786;Inf;5406;1;15;0,0666666666666667;1,84979652238254;327;1;1;1;30,5810397553517;0,274165202108963;192,260290855312;NA;0,607905982905983;1,45897435897436;1,01616756552181;0,243162393162393;3,6474358974359;0;0,0273607682865968;0,230145223508055;Inf;0,00962131345039224;0,159060613189053
"144";"1400282";"140028";"Iracema (RR)";89;0;0;NA;0;1570;0;1;0;0;1566;7;20;0,35;44,6998722860792;0;44;243;0,181069958847737;Inf;4954;1;11;0,0909090909090909;2,0185708518369;517;0;0;NA;0;0,189090909090909;59,7976080956762;NA;0;1,85096153846154;0,957581513137069;0,480769230769231;NA;0;0;0,747519402691816;Inf;0,0337567156299494;0
"145";"1400308";"140030";"Mucajaí (RR)";124;0;0;NA;0;2527;0;9;0;0;536;7;20;0,35;130,597014925373;0;198;727;0,272352132049519;Inf;10887;6;28;0,214285714285714;5,51116009920088;718;0;1;0;0;0,268789808917197;142,644672796106;NA;0;1,3021327014218;1,01325319269608;0,797224102911308;0;0;0;0,915540779514748;Inf;0,038635583027194;0
"146";"1400407";"140040";"Normandia (RR)";11;1;4;0,25;909,090909090909;363;39;52;0,75;1074,38016528926;5091;327;559;0,584973166368515;642,309958750737;0;34;168;0,202380952380952;Inf;3417;3;14;0,214285714285714;8,77963125548727;58;2;3;0,666666666666667;344,827586206897;0,5075;454,13870246085;0,492610837438424;1,47783251231527;1,1526564854552;0,398780201735867;0,422237860661506;1,3136288998358;2,00179131213614;2,36575336888817;1,41434754463832;Inf;0,0193324885280927;0,759300152879226
"147";"1400456";"140045";"Pacaraima (RR)";39;0;0;NA;0;1202;2;6;0,333333333333333;16,6389351081531;5785;133;303;0,438943894389439;229,90492653414;0;197;696;0,283045977011494;Inf;3135;2;13;0,153846153846154;6,37958532695375;272;0;0;NA;0;0,328094302554027;320,138023579028;NA;1,01596806387226;1,33785893559416;0,862697019753598;0,468908337171811;NA;0;0,0519742544860363;0,71814314327266;Inf;0,0199276088970385;0
"148";"1400472";"140047";"Rorainópolis (RR)";319;1;1;1;31,3479623824451;4781;3;11;0,272727272727273;6,27483790002092;538;1;4;0,25;18,5873605947955;0;94;491;0,191446028513238;Inf;16696;232;572;0,405594405594406;138,955438428366;1945;8;26;0,307692307692308;41,1311053984576;0,306787330316742;139,626838008155;3,25958702064897;0,888978278358809;0,814896755162242;0,624034989696544;1,32207026012336;1,00294985250738;0,224512442089495;0,0449400558627162;0,133121689640425;Inf;0,995191471859087;0,294578792911255
"149";"1400506";"140050";"São João da Baliza (RR)";75;0;0;NA;0;1500;14;24;0,583333333333333;93,3333333333333;290;1;3;0,333333333333333;34,4827586206897;0;196;568;0,345070422535211;Inf;4207;21;45;0,466666666666667;49,9168053244592;697;3;12;0,25;43,0416068866571;0,360429447852761;347,170926281578;NA;1,61843971631206;0,92482269503546;0,957386874438117;1,29475177304964;0,693617021276595;0;0,268839716312057;0,0993250183418928;Inf;0,143781640528198;0,123978143410971
"150";"1400605";"140060";"São Luiz (RR)";193;63;133;0,473684210526316;3264,24870466321;2002;15;38;0,394736842105263;74,9250749250749;22;1;3;0,333333333333333;454,545454545455;0;28;130;0,215384615384615;Inf;3890;13;33;0,393939393939394;33,4190231362468;643;9;16;0,5625;139,968895800933;0,365439093484419;191,111111111111;1,29620563035496;1,08017135862913;0,912144702842378;0,58938580799046;1,07798919426826;1,53924418604651;17,0803711290517;0,392049810654462;2,3784355179704;Inf;0,174866981526873;0,732395385004883
"151";"1400704";"140070";"Uiramutã (RR)";22;0;0;NA;0;72;0;1;0;0;7382;43;126;0,341269841269841;58,2497968030344;0;44;219;0,200913242009132;Inf;770;2;11;0,181818181818182;25,974025974026;129;0;0;NA;0;0,249299719887955;106,268656716418;NA;0;1,3689138576779;0,805910420193936;0,729315628192033;NA;0;0;0,548137132837543;Inf;0,244418502845469;0
"152";"1500107";"150010";"Abaetetuba (PA)";797;2;2;1;25,0941028858218;30676;13;108;0,12037037037037;4,23784065719129;80;1;2;0,5;125;0;2906;8353;0,347898958458039;Inf;100509;268;1776;0,150900900900901;26,6642788208021;9038;3;23;0,130434782608696;3,3193184332817;0,311087295401403;226,293408929837;3,21453178828688;0,38693438192342;1,60726589414344;1,11833226107526;0,485075742827074;0,41928675499394;0,110891885912604;0,0187271943855212;0,552380206702161;Inf;0,11783055877279;0,0146682064182915
"153";"1500131";"150013";"Abel Figueiredo (PA)";88;0;0;NA;0;1655;47;60;0,783333333333333;283,987915407855;11;0;0;NA;0;0;269;429;0,627039627039627;Inf;4327;99;180;0,55;228,795932516755;699;1;2;0,5;14,3061516452074;0,619970193740686;613,569321533923;NA;1,2635016025641;NA;1,01140285996055;0,887139423076923;0,806490384615384;0;0,462845689054148;0;Inf;0,37289337078452;0,0233162759986794
"154";"1500206";"150020";"Acará (PA)";556;4;10;0,4;71,9424460431655;5985;2;12;0,166666666666667;3,34168755221387;47;0;1;0;0;0;632;1755;0,36011396011396;Inf;42900;84;460;0,182608695652174;19,5804195804196;4081;3;7;0,428571428571429;7,35113942661112;0,32293986636971;135,339468722582;1,23862068965517;0,516091954022989;0;1,11511150407702;0,565457271364319;1,32709359605912;0,531570329942943;0,024691153170282;0;Inf;0,14467634434531;0,0543163017853975
"155";"1500305";"150030";"Afuá (PA)";138;0;0;NA;0;6826;73;124;0,588709677419355;106,944037503662;1;0;0;NA;0;0;388;712;0,544943820224719;Inf;26942;319;603;0,529021558872305;118,402494246901;1135;0;5;0;0;0,54016620498615;222,590034815364;NA;1,0898676592225;NA;1,00884471333909;0,979368116681549;0;0;0,480452943872224;0;Inf;0,53193079530768;0
"156";"1500347";"150034";"Água Azul do Norte (PA)";844;1;2;0,5;11,8483412322275;6788;279;391;0,713554987212276;411,01944608132;4;0;1;0;0;0;129;352;0,366477272727273;Inf;15486;773;1158;0,667530224525043;499,160532093504;1935;8;17;0,470588235294118;41,343669250646;0,619469026548673;474,917188809514;0,807142857142857;1,1518816222141;0;0,591599025974026;1,07758450530471;0,759663865546218;0,024948225735792;0,865454979870558;0;Inf;1,05104751703083;0,0870544807070115
"157";"1500404";"150040";"Alenquer (PA)";534;0;0;NA;0;10782;141;279;0,505376344086022;130,773511407902;31;1;1;1;322,58064516129;0;132;368;0,358695652173913;Inf;37715;1644;3200;0,51375;435,900835211454;3564;20;36;0,555555555555556;56,1167227833894;0,498970133882595;368,259035457759;NA;1,01283886503102;2,00412796697627;0,71887198815453;1,02962074303406;1,11340442609793;0;0,355112838563067;0,875961250374512;Inf;1,18367994601847;0,152383831434399
"158";"1500503";"150050";"Almeirim (PA)";234;0;0;NA;0;5798;0;2;0;0;816;0;0;NA;0;0;50;330;0,151515151515152;Inf;24970;582;1325;0,439245283018868;233,079695634762;1796;8;21;0,380952380952381;44,543429844098;0,381406436233611;190,396858451836;NA;0;NA;0,397253787878788;1,1516462264151;0,998809523809525;0;0;0;Inf;1,2241782639167;0,233950445434298
"159";"1500602";"150060";"Altamira (PA)";1577;56;147;0,380952380952381;355,104629042486;25289;243;711;0,341772151898734;96,089208746886;3711;104;309;0,336569579288026;280,24791161412;0;724;1652;0,438256658595642;Inf;59985;1927;6004;0,320952698201199;321,246978411269;8513;256;598;0,42809364548495;300,716551157054;0,351342744931536;334,09033560434;1,08427564379226;0,972759952579448;0,957952267816463;1,24737642919321;0,913503132856041;1,21845022178662;1,06290003390889;0,287614451860959;0,838838726379727;Inf;0,961557232208355;0,900105507730669
"160";"1500701";"150070";"Anajás (PA)";64;0;1;0;0;4894;3;7;0,428571428571429;6,12995504699632;2;0;0;NA;0;0;19;139;0,136690647482014;Inf;17457;365;916;0,398471615720524;209,085180729793;2342;3;8;0,375;12,8095644748079;0,364145658263305;157,518478129165;0;1,17692307692308;NA;0,375373547315994;1,09426436009406;1,02980769230769;0;0,0389157838483544;0;Inf;1,32736922812537;0,081321027392761
"161";"1500800";"150080";"Ananindeua (PA)";3635;3;6;0,5;8,25309491059147;115665;907;1161;0,781223083548665;78,4161155059871;778;20;22;0,909090909090909;257,06940874036;2;8397;23194;0,362033284470122;41985000;316700;6900;14461;0,47714542562755;217,871802968109;35200;21;97;0,216494845360825;5,96590909090909;0,417246603836573;344,251875079453;1,19833210241261;1,87232940032426;2,17878564075019;0,867672213844843;1,14355736209764;0,518865446405458;0,0239740013287848;0,227787039614203;0,746748027678945;121960,120014771;0,632884869306301;0,0173300699946287
"162";"1500859";"150085";"Anapu (PA)";395;5;34;0,147058823529412;126,582278481013;4690;14;33;0,424242424242424;29,8507462686567;444;0;0;NA;0;0;25;77;0,324675324675325;Inf;13071;355;927;0,382955771305286;271,593604161885;1943;17;46;0,369565217391304;87,4935666495111;0,372426141450313;202,502068831232;0,394867081447964;1,1391317016317;NA;0,871784465534466;1,02827306862501;0,99231814381271;0,625091285296982;0,147409586681975;0;Inf;1,34118928132154;0,432062581654064
"163";"1500909";"150090";"Augusto Corrêa (PA)";95;0;0;NA;0;4828;80;165;0,484848484848485;165,700082850041;5;1;1;1;2000;0;214;770;0,277922077922078;Inf;33175;702;1864;0,376609442060086;211,605124340618;2394;26;63;0,412698412698413;108,604845446951;0,35731749912679;252,611304541077;NA;1,35691223081252;2,79863147605083;0,777801475162179;1,0539910387273;1,15499076789399;0;0,655948803047716;7,91730205278593;Inf;0,837670842660998;0,429928682899821
"164";"1500958";"150095";"Aurora do Pará (PA)";389;0;0;NA;0;4650;3;6;0,5;6,45161290322581;44;0;0;NA;0;0;583;1156;0,504325259515571;Inf;19228;218;483;0,451345755693582;113,376326190971;2235;2;3;0,666666666666667;8,94854586129754;0,489077669902913;303,623898139079;NA;1,02233250620347;NA;1,03117621300454;0,92285087516504;1,3631100082713;0;0,0212486992715921;0;Inf;0,373410416261232;0,0294724687883381
"165";"1501006";"150100";"Aveiro (PA)";117;0;0;NA;0;1998;3;3;1;15,015015015015;1773;0;0;NA;0;0;6;37;0,162162162162162;Inf;11064;22;64;0,34375;19,884309472162;897;3;5;0,6;33,4448160535117;0,311926605504587;21,4524575683008;NA;3,20588235294118;NA;0,519872813990461;1,10202205882353;1,92352941176471;0;0,699920508744039;0;Inf;0,926901237718516;1,55902026362385
"166";"1501105";"150110";"Bagre (PA)";173;0;0;NA;0;4383;1;3;0,333333333333333;2,28154232261008;1;0;0;NA;0;0;9;66;0,136363636363636;Inf;16998;58;266;0,218045112781955;34,1216613719261;2309;1;1;1;4,3308791684712;0,205357142857143;28,91384512236;NA;1,6231884057971;NA;0,664031620553359;1,06178489702517;4,8695652173913;0;0,0789082985315466;0;Inf;1,18011496663717;0,149785652864343
"167";"1501204";"150120";"Baião (PA)";119;2;6;0,333333333333333;168,067226890756;6061;58;126;0,46031746031746;95,6937799043062;41;3;5;0,6;731,707317073171;0;9;85;0,105882352941176;Inf;23869;322;867;0,371395617070358;134,903012275336;6792;27;73;0,36986301369863;39,7526501766784;0,362306368330465;114,147822786183;0,920031670625494;1,27051992610187;1,65605700712589;0,292245354198686;1,02508719010868;1,02085705918719;1,47236471785864;0,838332064235302;6,41017322287237;Inf;1,18182729186198;0,348255877391034
"168";"1501253";"150125";"Bannach (PA)";35;0;0;NA;0;961;0;3;0;0;104;3;14;0,214285714285714;288,461538461538;0;319;747;0,427041499330656;Inf;2032;4;12;0,333333333333333;19,6850393700787;299;1;4;0,25;33,4448160535117;0,419230769230769;953,07490527543;NA;0;0,511140235910878;1,01863109932083;0,795107033639144;0,596330275229358;0;0;0,302664079040226;Inf;0,0206542416142936;0,0350914874249537
"169";"1501303";"150130";"Barcarena (PA)";735;0;1;0;0;19350;8;24;0,333333333333333;4,1343669250646;162;0;1;0;0;0;916;3253;0,281586228097141;Inf;73892;79;842;0,0938242280285036;10,6912791641856;5720;8;25;0,32;13,986013986014;0,243849493487699;101,242752280716;0;1,36696340257171;0;1,15475420543101;0,384762857968522;1,31228486646884;0;0,0408361767329402;0;Inf;0,10560043976819;0,138143360101817
"170";"1501402";"150140";"Belém (PA)";11218;5;8;0,625;4,4571224817258;379990;159;1030;0,154368932038835;4,18432064001684;2271;7;23;0,304347826086957;30,8234258036107;91;7780;34153;0,22779843644775;854945,054945055;894388;8758;36569;0,23949246629659;97,9217073574332;105441;111;472;0,235169491525424;10,5272142714883;0,232786658362743;120,712014290236;2,68486177170036;0,663134790990845;1,30741094969757;0,978571701874683;1,02880666779192;1,01023612426691;0,0369236029067433;0,0346636634689584;0,255346793646405;7082,51833897373;0,811201005411056;0,0872093331669293
"171";"1501451";"150145";"Belterra (PA)";164;0;0;NA;0;2123;4;20;0,2;18,8412623645784;342;0;0;NA;0;0;23;163;0,141104294478528;Inf;13133;424;914;0,463894967177243;322,850833777507;556;0;1;0;0;0,410746812386157;276,381909547739;NA;0,486917960088691;NA;0,343531076136193;1,12939395556677;0;0;0,068171112919111;0;Inf;1,16813301675862;0
"172";"1501501";"150150";"Benevides (PA)";484;0;0;NA;0;10554;6;38;0,157894736842105;5,68504832291075;131;0;1;0;0;0;958;2573;0,372328021764477;Inf;36222;72;675;0,106666666666667;19,8774225608746;4260;3;12;0,25;7,04225352112676;0,314943922400727;201,157770420708;NA;0,501342383871132;0;1,1822041807517;0,338684632659609;0,793792107795959;0;0,0282616391652226;0;Inf;0,0988150868808215;0,0350086079518497
"173";"1501576";"150157";"Bom Jesus do Tocantins (PA)";114;0;0;NA;0;3158;1;2;0,5;3,16656111462951;769;0;0;NA;0;0;616;1074;0,573556797020484;Inf;9976;10;70;0,142857142857143;10,0240577385726;1281;0;1;0;0;0,54664341761116;409,857497712119;NA;0,914673046251993;NA;1,04923388545852;0,261335156071998;0;0;0,00772600509275954;0;Inf;0,0244574218954838;0
"174";"1501600";"150160";"Bonito (PA)";136;0;0;NA;0;2515;0;3;0;0;3;0;0;NA;0;0;114;350;0,325714285714286;Inf;10206;5;55;0,0909090909090909;4,89907897315305;770;0;0;NA;0;0,291666666666667;87,3074101247249;NA;0;NA;1,11673469387755;0,311688311688311;NA;0;0;0;Inf;0,0561129801714925;0
"175";"1501709";"150170";"Bragança (PA)";626;1;3;0,333333333333333;15,9744408945687;15588;27;102;0,264705882352941;17,3210161662818;42;0;2;0;0;0;918;4342;0,21142330723169;Inf;91470;1069;4856;0,220140032948929;116,868918771182;5501;10;43;0,232558139534884;18,1785129976368;0,216623876765083;178,84426859318;1,53876543209877;1,22196078431373;0;0,975992630124369;1,01623161876869;1,07355727820844;0,089320396008362;0,0968497134547943;0;Inf;0,653467509417512;0,101644369934984
"176";"1501725";"150172";"Brasil Novo (PA)";295;1;4;0,25;33,8983050847458;4271;9;36;0,25;21,0723483961602;277;0;0;NA;0;0;1098;2028;0,541420118343195;Inf;9173;41;252;0,162698412698413;44,6963915839965;1674;6;23;0,260869565217391;35,84229390681;0,492957746478873;736,137667304015;0,507142857142857;0,507142857142857;NA;1,09830938292477;0,330045351473923;0,529192546583851;0,0460488663878495;0,0286255537953033;0;Inf;0,0607174358400784;0,0486896615928874
"177";"1501758";"150175";"Brejo Grande do Araguaia (PA)";68;0;0;NA;0;1419;0;0;NA;0;37;0;0;NA;0;0;128;229;0,558951965065502;Inf;5262;120;230;0,521739130434783;228,050171037628;531;0;0;NA;0;0,540305010893246;338,93672270056;NA;NA;NA;1,03451190308494;0,965638148667602;NA;0;0;0;Inf;0,672839960275132;0
"178";"1501782";"150178";"Breu Branco (PA)";173;0;0;NA;0;9744;2;17;0,117647058823529;2,05254515599343;32;0;0;NA;0;0;377;1219;0,309269893355209;Inf;38892;109;274;0,397810218978102;28,0263293222256;3652;1;6;0,166666666666667;2,73822562979189;0,322559366754617;93,15527784657;NA;0,364729941056178;NA;0,958799914778114;1,23329303061514;0,516700749829585;0;0,022033589544696;0;Inf;0,300856054215049;0,0293942081768233
"179";"1501808";"150180";"Breves (PA)";631;0;1;0;0;19810;6;24;0,25;3,02877334679455;78;0;0;NA;0;0;123;594;0,207070707070707;Inf;65663;736;2872;0,256267409470752;112,087476965719;6678;2;8;0,25;2,99490865528601;0,247785081451843;93,3663579582167;0;1,00893886966551;NA;0,835686740531033;1,03423260177412;1,00893886966551;0;0,032439664703961;0;Inf;1,2005124695544;0,0320769570622675
"180";"1501907";"150190";"Bujaru (PA)";94;0;0;NA;0;3223;14;20;0,7;43,4377908780639;2;0;0;NA;0;0;138;334;0,413173652694611;Inf;19444;1169;1856;0,629849137931034;601,213742028389;2932;43;62;0,693548387096774;146,657571623465;0,600352112676056;530,842576376727;NA;1,16598240469208;NA;0,688218870177534;1,04913287491152;1,15523602308202;0;0,081828008549256;0;Inf;1,13256503676096;0,2762731893596
"181";"1501956";"150195";"Cachoeira do Piriá (PA)";156;0;0;NA;0;2598;0;0;NA;0;35;0;0;NA;0;0;122;472;0,258474576271186;Inf;22270;3;159;0,0188679245283019;1,34710372698698;1425;0;1;0;0;0,197784810126582;47,1983084126265;NA;NA;NA;1,30684745762712;0,0953962264150945;0;0;0;0;Inf;0,0285413560844185;0
"182";"1502004";"150200";"Cachoeira do Arari (PA)";331;8;11;0,727272727272727;241,691842900302;2230;25;44;0,568181818181818;112,107623318386;1;0;0;NA;0;0;28;123;0,227642276422764;Inf;15825;444;886;0,501128668171558;280,568720379147;2056;28;57;0,491228070175439;136,186770428016;0,475468331846566;260,724942523113;1,52959235886065;1,19499403035988;NA;0,478774844033618;1,05396854975669;1,03314571607254;0,926999314148382;0,42998426707275;0;Inf;1,07611000951424;0,522338864514057
"183";"1502103";"150210";"Cametá (PA)";688;0;0;NA;0;26407;145;357;0,406162464985994;54,9096830385883;18;1;4;0,25;555,555555555556;0;70;313;0,223642172523962;Inf;85983;1731;4499;0,384752167148255;201,318865357105;7800;48;151;0,317880794701987;61,5384615384615;0,374718256949662;165,017866596083;NA;1,08391426746137;0,667167919799499;0,596827532089008;1,0267772119786;0,848319474182144;0;0,332749926848779;3,36663881927039;Inf;1,21998223289286;0,372919992288412
"184";"1502152";"150215";"Canaã dos Carajás (PA)";504;1;1;1;19,8412698412698;7003;32;86;0,372093023255814;45,6947022704555;69;0;0;NA;0;0;4;35;0,114285714285714;Inf;17312;304;860;0,353488372093023;175,600739371534;1828;12;36;0,333333333333333;65,6455142231948;0,346758349705305;132,130558466836;2,88385269121813;1,07306146649977;NA;0,329583164710643;1,01940839317478;0,961284230406042;0,150164126084806;0,345829933670678;0;Inf;1,32899415100564;0,496823104245574
"185";"1502202";"150220";"Capanema (PA)";345;0;0;NA;0;16764;1;12;0,0833333333333333;0,596516344547841;111;0;0;NA;0;0;1261;3507;0,359566581123467;Inf;43879;25;296;0,0844594594594595;5,69748626905809;2540;0;0;NA;0;0,33735255570118;202,234478857304;NA;0,247021497021497;NA;1,06584810177624;0,250359625359625;NA;0;0,00294962732328517;0;Inf;0,0281726751108461;0
"186";"1502301";"150230";"Capitão Poço (PA)";270;0;0;NA;0;7648;1;11;0,0909090909090909;1,30753138075314;57;1;1;1;175,438596491228;0;2489;4700;0,529574468085106;Inf;42221;80;279;0,28673835125448;18,9479169133843;1697;5;12;0,416666666666667;29,4637595757219;0,514891065360784;496,406066328792;NA;0,176559853190288;1,94215838509317;1,02851749372274;0,556891293216678;0,809232660455486;0;0,00263399557226019;0,353417511169227;Inf;0,0381701961330067;0,0593541488999586
"187";"1502400";"150240";"Castanhal (PA)";1944;0;4;0;0;42784;237;630;0,376190476190476;55,3945400149589;156;0;0;NA;0;0;869;5826;0,149158942670786;Inf;119139;471;3155;0,149286846275753;39,5336539672148;9126;25;92;0,271739130434783;27,3942581634889;0,165035541361904;92,5214699478484;0;2,27945128113667;NA;0,903798911676229;0,90457391810158;1,64654915051837;0;0,598720924410119;0;Inf;0,427291676077982;0,296085418648561
"188";"1502509";"150250";"Chaves (PA)";272;0;0;NA;0;2269;2;3;0,666666666666667;8,81445570736007;0;0;0;NA;NA;0;17;77;0,220779220779221;Inf;17013;9;42;0,214285714285714;5,29007229765473;1451;0;2;0;0;0,225806451612903;13,3301594858367;NA;2,95238095238096;NA;0,977736549165122;0,948979591836736;0;0;0,66124157904678;NA;Inf;0,396849887900849;0
"189";"1502608";"150260";"Colares (PA)";50;0;0;NA;0;2291;1;5;0,2;4,36490615451768;29;0;0;NA;0;0;9;84;0,107142857142857;Inf;8687;60;178;0,337078651685393;69,0687233797629;324;1;1;1;30,8641975308642;0,264925373134328;62,3846762147439;NA;0,75492957746479;NA;0,404426559356137;1,27235322044627;3,77464788732395;0;0,0699676013303742;0;Inf;1,10714245180997;0,494740045209529
"190";"1502707";"150270";"Conceição do Araguaia (PA)";998;0;0;NA;0;11068;24;58;0,413793103448276;21,6841344416335;147;0;0;NA;0;0;173;664;0,260542168674699;Inf;28855;1261;3168;0,398042929292929;437,012649454167;4489;7;15;0,466666666666667;15,5936734239251;0,375160051216389;321,575169567794;NA;1,10297752147817;NA;0,694482708992969;1,06099497535078;1,24391353811149;0;0,0674309974578498;0;Inf;1,35897510383505;0,0484915344828504
"191";"1502756";"150275";"Concórdia do Pará (PA)";120;0;0;NA;0;4190;1;7;0,142857142857143;2,38663484486874;2;0;0;NA;0;0;19;153;0,124183006535948;Inf;21809;368;745;0,493959731543624;168,737677105782;2095;1;13;0,0769230769230769;4,77326968973747;0,423747276688453;137,865041111426;NA;0,337128167462358;NA;0,29305912596401;1,1656941736685;0,1815305517105;0;0,0173113852912124;0;Inf;1,22393375249788;0,0346227705824248
"192";"1502764";"150276";"Cumaru do Norte (PA)";93;1;1;1;107,52688172043;2212;0;0;NA;0;1201;36;102;0,352941176470588;299,750208159867;0;29;134;0,216417910447761;Inf;6012;216;455;0,474725274725275;359,281437125749;948;0;2;0;0;0,406340057636888;269,443913625072;2,46099290780142;NA;0,868585732165206;0,532602942733142;1,16829553425298;0;0,399069625562418;0;1,11247719099332;Inf;1,33341826984329;0
"193";"1502772";"150277";"Curionópolis (PA)";234;1;1;1;42,7350427350427;3824;2;3;0,666666666666667;5,23012552301255;11;0;0;NA;0;0;14;50;0,28;Inf;12860;679;1255;0,541035856573705;527,993779160187;1359;3;5;0,6;22,075055187638;0,531963470319635;382,217847769029;1,87982832618026;1,25321888412017;NA;0,526351931330472;1,01705452866645;1,12789699570815;0,111808077473313;0,0136836245443281;0;Inf;1,38139488315901;0,0577551658471421
"194";"1502806";"150280";"Curralinho (PA)";44;0;0;NA;0;3876;4;11;0,363636363636364;10,3199174406605;0;0;0;NA;NA;0;26;148;0,175675675675676;Inf;23515;353;1078;0,327458256029685;150,116946629811;1114;2;5;0,4;17,9533213644524;0,309983896940419;134,855861851553;NA;1,17308146399055;NA;0,566725166725166;1,05637182854251;1,29038961038961;0;0,0765255384450434;NA;Inf;1,11316589852844;0,133129706917858
