"";"COD6D";"benf_plano_media";"benf_plano_mediana"
"4369";"150195";10,25;10,5
"4370";"311060";4410,5;4467,5
"4371";"230270";554,75;554
"4372";"150095";71,25;71,5
"4373";"260320";113;114,5
"4374";"290687";214,25;215,5
"4375";"291730";679,5;680
"4376";"150440";158,5;158
"4377";"421770";1954;1940,5
"4378";"411690";5513,5;5541
"4379";"314400";397,5;398
"4380";"150700";454,5;454,5
"4381";"230710";271;272,5
"4382";"251600";744;746,5
"4383";"270550";718,25;715
"4384";"150215";5196;5059
"4385";"150460";169,5;166
"4386";"330300";2878,25;2868
"4387";"280360";2062;2039
"4388";"310940";892,75;873
"4389";"260660";231,25;230
"4390";"270420";72,75;73,5
"4391";"210220";87,5;87
"4392";"420900";7747,5;7748,5
"4393";"251120";674,75;676
"4394";"313960";2141,75;2157,5
"4395";"430820";18215,5;18202
"4396";"280560";189,75;190
"4397";"130353";851,5;862,5
"4398";"292590";45;44,5
"4399";"315895";4732,25;4716,5
"4400";"432145";3355,25;3341,5
"4401";"292250";1699,75;1677,5
"4402";"350290";5144,75;5139
"4403";"150445";98;98
"4404";"320300";1375;1371
"4405";"130050";21,5;20,5
"4406";"150543";5048,25;5046
"4407";"230940";161;159,5
"4408";"150803";78,5;78,5
"4409";"291450";762;759
"4410";"353010";2600,25;2610,5
"4411";"431130";2944,25;2954,5
"4412";"311930";1871,5;1801,5
"4413";"220830";410,75;400
"4414";"330023";2449,5;2416
"4415";"430640";5348;5358,5
"4416";"510263";3719;3468
"4417";"311160";1216;1202
"4418";"292550";751;748,5
"4419";"292890";621,25;623,5
"4420";"521560";4126,25;4018,5
"4421";"330025";4107,75;4092
"4422";"240940";2879,5;2902,5
"4423";"421320";9152,5;9258,5
"4424";"292380";252;251,5
"4425";"320230";2438,25;2436,5
"4426";"314070";6787,75;6754
"4427";"315720";11076,25;11088
"4428";"150405";492,5;494
"4429";"260590";249,75;248,5
"4430";"290670";282,25;269,5
"4431";"431100";1383,25;1382,5
"4432";"352010";7391,25;7411
"4433";"211210";64,75;65
"4434";"290590";144,75;143,5
"4435";"260730";161,5;161
"4436";"352040";2222,75;2234,5
"4437";"150275";204;205,5
"4438";"352100";5152,25;5196
"4439";"351080";6770,75;6797
"4440";"230830";617,5;618
"4441";"316935";5413,5;5400
"4442";"350925";3419,25;3170,5
"4443";"150430";93;92
"4444";"290710";119;119
"4445";"291465";900;899,5
"4446";"220570";193,5;185,5
"4447";"310540";10474,5;10495
"4448";"320160";1594;1607
"4449";"280570";1675,25;1677,5
"4450";"411010";842,75;844,5
"4451";"210203";255,25;224
"4452";"353880";2890,75;2893,5
"4453";"250030";813,5;813
"4454";"210100";641,75;683
"4455";"350560";10828,25;10828,5
"4456";"150280";128,25;125,5
"4457";"350660";4033,25;4020
"4458";"150520";92,75;91,5
"4459";"312510";14191,5;14192
"4460";"261050";151,5;153,5
"4461";"411790";5860,25;5868,5
"4462";"110009";958,75;808
"4463";"352620";1924;1926,5
"4464";"270450";390,25;389,5
"4465";"410970";1708;1708
"4466";"250430";757,5;757,5
"4467";"521740";2154,75;2144
"4468";"330225";7712;7686
"4469";"354220";4987,75;5006
"4470";"352030";2374;2378
"4471";"430850";2492;2503
"4472";"292230";1117;1125
"4473";"240720";4722,5;4722
"4474";"410860";4754;4705
"4475";"420280";5728,75;5901,5
"4476";"260610";549,5;528
"4477";"150310";78,75;78,5
"4478";"320080";3338,25;3332
"4479";"315560";253,5;253
"4480";"315200";1660,5;1664,5
"4481";"353190";10015,25;9928
"4482";"211010";54;52
"4483";"231310";776,5;764
"4484";"354660";4282,5;4308
"4485";"260570";679,75;625
"4486";"150600";50;48,5
"4487";"411570";3783,75;3773,5
"4488";"354400";9356,75;9306
"4489";"292370";134,25;133,5
"4490";"311430";1978,25;1976,5
"4491";"150720";106,5;107
"4492";"351000";2403,25;2361,5
"4493";"292720";480,25;482
"4494";"354630";11093;11122,5
"4495";"231200";249;249,5
"4496";"522010";2665,25;2676
"4497";"231025";435,75;432
"4498";"432080";2288;2278
"4499";"270840";113;112,5
"4500";"350860";8024;8045,5
"4501";"290850";1609,5;1604,5
"4502";"430420";1914,5;1898,5
"4503";"411930";1022,25;1013
"4504";"291120";887,75;855,5
"4505";"291770";1469,25;1481,5
"4506";"280320";571;557,5
"4507";"150309";114;115
"4508";"351820";3292,75;3129
"4509";"412090";1601,25;1593
"4510";"430780";8086,75;8043
"4511";"130070";250;255
"4512";"292640";271;271,5
"4513";"412220";3742,75;3783
"4514";"500720";6514,25;6568
"4515";"130140";208,25;209
"4516";"430860";16026;16050
"4517";"130310";59,5;57
"4518";"410880";3176,75;3174
"4519";"314530";425;425,5
"4520";"261630";422,75;426,5
"4521";"330575";1950,75;1926,5
"4522";"351930";6090,25;6085
"4523";"260810";361,5;354
"4524";"280130";760;761
"4525";"510320";854,5;882,5
"4526";"320020";4336,5;4350,5
"4527";"411330";1728;1718,5
"4528";"314180";697,75;700
"4529";"260950";1357,25;1355
"4530";"510642";258,25;264
"4531";"170550";839,25;838
"4532";"250970";789,5;790
"4533";"260300";895;809
"4534";"230230";189,75;188,5
"4535";"251390";373;368
"4536";"280540";106,25;106
"4537";"240220";728,75;721,5
"4538";"316800";687,5;680
"4539";"353460";7126,25;7137
"4540";"431480";6303,75;6317
"4541";"421800";6982,25;6985
"4542";"230930";673,5;673
"4543";"320280";2398,25;2396
"4544";"431730";1495;1494
"4545";"210660";117,5;99,5
"4546";"351370";10346,75;10363,5
"4547";"210047";200,5;189,5
"4548";"241440";503,5;501,5
"4549";"230750";337,75;339
"4550";"320010";2855,25;2851,5
"4551";"250600";1004;1001,5
"4552";"312430";561,25;560,5
"4553";"110013";412;383
"4554";"210850";435,5;435
"4555";"521308";3537,25;3557
"4556";"310860";1299,25;1297,5
"4557";"211290";428,5;417,5
"4558";"290930";390,75;389
"4559";"312800";3295,5;3273,5
"4560";"412230";3820,5;3795,5
"4561";"521020";1571,25;1567
"4562";"231030";146;147
"4563";"170220";325,25;322
"4564";"150350";166;165,5
"4565";"521830";942,5;957
"4566";"130390";174,25;176
"4567";"355020";1834,5;1749
"4568";"290560";2246;2186
"4569";"314600";2378,25;2389
"4570";"510267";3916,5;3945
"4571";"350520";4912,75;5280,5
"4572";"231020";1643,25;1645,5
"4573";"260530";322,75;322
"4574";"293015";113;114
"4575";"510622";7142;7169,5
"4576";"211300";157,75;158
"4577";"431010";4126,75;4153,5
"4578";"355040";7534,75;7507
"4579";"351310";12850,25;12943,5
"4580";"210095";42,5;42
"4581";"210690";44,25;44,5
"4582";"510650";1945,25;1942,5
"4583";"150295";123,75;122,5
"4584";"231360";659,25;653,5
"4585";"510170";2830;2861
"4586";"411150";2915,5;2900,5
"4587";"316210";2413,25;2432
"4588";"261360";503;501,5
"4589";"320190";3528,25;3442,5
"4590";"320470";4937,75;4962
"4591";"315150";2710,5;2726,5
"4592";"411480";7764;7762,5
"4593";"270880";332;331,5
"4594";"290490";1022;1012,5
"4595";"410960";2687,25;2686,5
"4596";"251210";868,75;871,5
"4597";"411770";2100;2094,5
"4598";"130030";76,25;75,5
"4599";"350030";7022;7024,5
"4600";"500330";3122;3137,5
"4601";"290990";539;521
"4602";"313250";2738,25;2733,5
"4603";"410240";3036;3039,5
"4604";"510410";467;476,5
"4605";"240580";940,5;940,5
"4606";"230700";529,5;529,5
"4607";"291650";48,5;47,5
"4608";"430910";9941;9923
"4609";"220620";125,25;125
"4610";"311330";3786,5;3790
"4611";"290780";351;347,5
"4612";"221060";831,5;772,5
"4613";"290630";955,75;957
"4614";"211020";775,75;767,5
"4615";"110045";297,5;297
"4616";"120030";160,5;160,5
"4617";"270850";356,75;357,5
"4618";"261100";615,25;616
"4619";"520910";1918,5;1932
"4620";"280450";700,75;701,5
"4621";"411200";3441,75;3422,5
"4622";"261350";406,75;406,5
"4623";"411960";1661,25;1660,5
"4624";"210370";216,5;215,5
"4625";"411420";5020,75;5031
"4626";"130110";106,75;107
"4627";"330500";2863,5;2962
"4628";"352570";7127,5;7104,5
"4629";"510510";867,5;866
"4630";"291060";655;631,5
"4631";"420360";4861,5;4855,5
"4632";"292440";132,25;131
"4633";"290680";174,75;172
"4634";"410200";4558,25;4555
"4635";"292520";7631,5;7780,5
"4636";"260040";269,75;273
"4637";"292630";516,25;515,5
"4638";"292920";6548,75;6518
"4639";"292930";1903,25;1892,5
"4640";"270690";2354,5;2354
"4641";"230210";1024;1021
"4642";"210210";165,5;165,5
"4643";"130060";232,5;231
"4644";"421360";4218,75;4192,5
"4645";"313505";459,25;456
"4646";"211070";120,75;120,5
"4647";"150050";2401,25;2374,5
"4648";"150808";2334,75;2369,5
"4649";"430280";1404,5;1399
"4650";"261410";980,75;984
"4651";"350010";5863,5;5854
"4652";"110018";1963,75;1804,5
"4653";"292800";379,75;377,5
"4654";"260510";555,5;547,5
"4655";"211240";44,5;44
"4656";"314110";7179,75;7187,5
"4657";"150590";62;60,5
"4658";"310900";12149,25;12176,5
"4659";"520880";1646,75;1643
"4660";"320332";3216;3229
"4661";"320455";1948,5;1944,5
"4662";"150490";189,5;188
"4663";"210830";84,75;85
"4664";"230840";481,25;481
"4665";"150290";201,5;199
"4666";"431370";1634;1636,5
"4667";"430676";5808,75;5864
"4668";"310150";6293,75;6280,5
"4669";"290100";720,5;710
"4670";"230690";718,25;714
"4671";"330620";4716,75;4602
"4672";"313440";6419,75;6206,5
"4673";"350170";15703,5;15784
"4674";"350070";6415,5;6473
"4675";"420550";4700;4997,5
"4676";"431890";1959;1960
"4677";"210780";292;292
"4678";"432150";2692,25;2684
"4679";"500060";2005;2003
"4680";"320140";5215,5;5228
"4681";"240100";669,25;664,5
"4682";"290290";446,75;445
"4683";"311230";2320,75;2316
"4684";"313010";5206,75;5228
"4685";"130080";135,5;135,5
"4686";"350250";6068,25;6073,5
"4687";"150030";64,25;63,5
"4688";"260010";834,5;830,5
"4689";"260200";311,25;310
"4690";"292170";412,5;411,5
"4691";"420650";7505,75;7658
"4692";"290580";380;378,5
"4693";"230800";355,5;350,5
"4694";"350530";5489;5506
"4695";"314590";11407;11436,5
"4696";"261310";1232;1236
"4697";"353950";15879,75;16292,5
"4698";"430535";6448,75;6438,5
"4699";"330130";4736,5;4687
"4700";"521040";830,75;834,5
"4701";"260765";1001;1000
"4702";"231070";467,25;464
"4703";"330060";6974,5;6967
"4704";"351860";15795,75;15891,5
"4705";"240830";785,25;780,5
"4706";"261540";2939,5;2933
"4707";"120060";227,25;227,5
"4708";"220700";1286,75;1224
"4709";"354160";9468;9436,5
"4710";"241120";1277,25;1286,5
"4711";"317080";2770,5;2732
"4712";"230625";2016,5;1980,5
"4713";"210405";690,5;692
"4714";"150320";437;430,5
"4715";"411750";6351,75;6429,5
"4716";"310340";1985,75;1951
"4717";"292200";5420,5;5431,5
"4718";"291700";273,25;273,5
"4719";"410720";7121,5;7141
"4720";"291370";368,25;368,5
"4721";"421720";6221;6270,5
"4722";"431180";21386,5;21428,5
"4723";"330260";6910,75;6870
"4724";"521930";3342,5;3308
"4725";"353350";8095,75;8093,5
"4726";"310420";6606;6594,5
"4727";"270290";175,75;173
"4728";"260880";1299,5;1303
"4729";"355210";4962,25;4947
"4730";"421820";8468,5;8461
"4731";"355450";12369,75;12408,5
"4732";"150120";239,25;242,5
"4733";"522160";2047,25;2057,5
"4734";"220550";654,5;646
"4735";"352730";17571,75;17528
"4736";"292700";421,75;426,5
"4737";"310260";8964;9002,5
"4738";"351740";10194;10235,5
"4739";"500540";6361,75;6359,5
"4740";"260070";392,5;365
"4741";"150620";540;540
"4742";"293020";345;346,5
"4743";"230655";131,5;130,5
"4744";"220790";332,25;319,5
"4745";"330380";5765;5781
"4746";"330480";4209,5;4204
"4747";"260230";940,25;957,5
"4748";"293320";1437;1444
"4749";"431570";2666,75;2657
"4750";"315220";920;916,5
"4751";"352510";10729;10640,5
"4752";"291810";315,25;315,5
"4753";"130240";183;181,5
"4754";"420480";5767,75;5778
"4755";"315960";9619,75;9858
"4756";"220370";567,5;555,5
"4757";"230500";357;355,5
"4758";"260420";530;532,5
"4759";"260220";321;305,5
"4760";"230590";324;320,5
"4761";"130380";279,25;280,5
"4762";"354150";7506,5;7525,5
"4763";"110015";2087,5;1943,5
"4764";"210060";191;190,5
"4765";"317200";8551;8578
"4766";"120050";273;271
"4767";"431390";4016,25;4192,5
"4768";"431060";2642;2643,5
"4769";"355010";12459,5;12628,5
"4770";"231400";493,25;490,5
"4771";"310710";3145;3159
"4772";"292300";2497,75;2496
"4773";"313900";11276,25;11284,5
"4774";"352410";12497,25;12551
"4775";"280710";699,25;700
"4776";"410400";5860,75;5927,5
"4777";"310170";2559,75;2549
"4778";"220040";978,5;940,5
"4779";"355150";13027,75;12914
"4780";"430660";1210,5;1214
"4781";"280300";409;408
"4782";"292600";763,5;761,5
"4783";"210200";188,5;197,5
"4784";"211150";339,5;332
"4785";"210980";214,25;214
"4786";"411180";5283;5305
"4787";"210350";300;299,5
"4788";"315700";2616,5;2582
"4789";"211230";158;155,5
"4790";"430440";7345,75;7338,5
"4791";"230075";171,5;169
"4792";"510515";973;972
"4793";"355640";10719,25;10924
"4794";"261260";793,5;783
"4795";"210820";1238;1237,5
"4796";"314560";7282,5;7217,5
"4797";"210960";1013;977
"4798";"351150";11767,5;11761
"4799";"431760";1997;1902,5
"4800";"431640";1469,25;1477
"4801";"241220";1560,25;1544,5
"4802";"353430";22968,75;23059
"4803";"421500";6197,5;6222,5
"4804";"291050";2564,5;2524
"4805";"160027";427,75;429,5
"4806";"150548";71,75;71,5
"4807";"352270";5748,75;5698,5
"4808";"150619";143,25;143
"4809";"354530";7921,75;7885,5
"4810";"420730";4613;4611,5
"4811";"292100";6785,5;6770,5
"4812";"500630";5292,25;5272,5
"4813";"260050";620,5;622
"4814";"354020";21288,25;22893,5
"4815";"230580";766,5;764,5
"4816";"261420";1161,25;1153
"4817";"292810";830,75;829,5
"4818";"150090";172;150,5
"4819";"150840";1339;1341,5
"4820";"330470";5375;5368,5
"4821";"320090";6416,75;6454,5
"4822";"260140";1382,5;1386,5
"4823";"211050";233,5;233
"4824";"311000";8415,75;8416,5
"4825";"130185";218;215
"4826";"314430";3623;3608,5
"4827";"431350";4167,75;4155
"4828";"355480";9231,25;9197,5
"4829";"251250";833,75;832
"4830";"330370";5562;5478,5
"4831";"270915";264,75;266,5
"4832";"412560";7376,25;7422
"4833";"354130";6276,25;6264
"4834";"330475";1685;1666,5
"4835";"510675";2771,5;2759
"4836";"521380";2487;2394,5
"4837";"353670";12004;11935
"4838";"353710";12040,75;12087
"4839";"432160";3281,75;3291
"4840";"350840";15157,5;15254
"4841";"110010";2395,5;2421
"4842";"316370";16543;16564
"4843";"292990";878,5;875
"4844";"411580";11088;11070
"4845";"521180";1065,75;1072,5
"4846";"231050";219,75;224
"4847";"351518";17428,5;17409
"4848";"430463";2855,75;2856
"4849";"500790";4806;4825,5
"4850";"292950";4416,5;4385,5
"4851";"353550";4745;4726,5
"4852";"250890";1102,5;1108,5
"4853";"521800";1821,75;1821
"4854";"521460";3835,75;3834,5
"4855";"210090";93;92
"4856";"421620";12777,75;12673
"4857";"430760";11185,25;11241
"4858";"240310";2993,5;2995,5
"4859";"221110";674,25;648,5
"4860";"230850";441,5;444
"4861";"291950";609,5;608,5
"4862";"412410";3474;3462
"4863";"231220";651,25;648
"4864";"292060";2454,25;2412,5
"4865";"411760";3036,25;3015,5
"4866";"355645";11114,25;11122
"4867";"431880";3842,75;3818,5
"4868";"351670";5187,5;5172,5
"4869";"521850";9503,75;9507,5
"4870";"352840";16077,75;16063
"4871";"351440";8569;8511
"4872";"150812";382,25;384
"4873";"231240";2603,75;2567
"4874";"354640";7332,5;7271
"4875";"354410";14057;14116,5
"4876";"421950";5517,75;5525
"4877";"350380";17316,75;17553
"4878";"231230";687;679
"4879";"130170";672;671
"4880";"230810";330,5;328,5
"4881";"352470";15449,5;15460
"4882";"270040";748,25;749,5
"4883";"291390";2462,5;2399,5
"4884";"171610";1962,75;1958
"4885";"261180";1194,5;1195,5
"4886";"292510";979,75;979,5
"4887";"210910";968,25;930
"4888";"150815";239,25;238,5
"4889";"220120";553,75;536,5
"4890";"352400";19785,75;20019
"4891";"270800";1693,75;1696
"4892";"411320";3162,75;3155,5
"4893";"220220";2080,25;2070
"4894";"260260";927,75;933
"4895";"230250";1711,5;1708
"4896";"313630";2920,5;2906
"4897";"313190";21111;21040
"4898";"260210";1229,5;1230,5
"4899";"293360";503,5;500
"4900";"510525";8456,75;8457
"4901";"150270";1787,5;1789,5
"4902";"500620";4179;4201,5
"4903";"500110";6133;6118,5
"4904";"310740";8125,25;8114,5
"4905";"314310";6021;6047,5
"4906";"420830";7401,5;7441,5
"4907";"312160";4868,25;4851,5
"4908";"270470";3551;3549,5
"4909";"313720";10862,75;11084
"4910";"320390";7218,75;7240
"4911";"230428";9974,75;9835,5
"4912";"210570";190;192,5
"4913";"351020";3401,5;3391,5
"4914";"316070";10580,75;10505
"4915";"353110";5994;5997
"4916";"500570";5234,5;5254,5
"4917";"354940";21491,75;21546
"4918";"520620";1854,25;1838
"4919";"353130";22787,75;22897,5
"4920";"310730";3007,25;3000,5
"4921";"210340";2653;2648
"4922";"411460";17244;17216
"4923";"410640";10090;10095,5
"4924";"150618";1088,25;1107,5
"4925";"352480";8648,5;8684,5
"4926";"130270";177,25;178
"4927";"291980";353,25;354
"4928";"150390";442,5;414,5
"4929";"330360";7918,75;8124,5
"4930";"421930";34792;34820,5
"4931";"290520";1634,75;1633,5
"4932";"292660";1080,25;1095,5
"4933";"350635";7482;7497
"4934";"350970";8611,75;8625
"4935";"292880";1590,5;1592
"4936";"150820";500,25;503,5
"4937";"352320";2295,75;2306,5
"4938";"280740";730;734,5
"4939";"270240";1412,25;1396,5
"4940";"410980";9275,75;9281,5
"4941";"521000";2356,75;2375
"4942";"350700";16362,75;16356
"4943";"230630";511,25;487,5
"4944";"311800";18166,25;18543,5
"4945";"351040";18957;18876,5
"4946";"412060";1267;1265
"4947";"354060";12286,75;12286,5
"4948";"353180";14060,25;14062,5
"4949";"431740";3739,75;3745,5
"4950";"171820";3348,25;3904,5
"4951";"510025";1487;1511
"4952";"230220";717;718,5
"4953";"290270";945,5;946
"4954";"150510";505;500
"4955";"211270";154,5;152,5
"4956";"312870";10428;10438,5
"4957";"211280";430,5;435,5
"4958";"353390";16951,5;16981,5
"4959";"251530";877,75;879,5
"4960";"211400";432;431,5
"4961";"354680";7177,5;7154
"4962";"110028";1500;1330,5
"4963";"270140";309,5;309,5
"4964";"291760";1040,25;1048,5
"4965";"290750";12975;12947,5
"4966";"313840";7431;7366
"4967";"230030";478;476
"4968";"150370";200,75;199
"4969";"353340";30345,25;30365,5
"4970";"150345";284,5;284
"4971";"150293";1414,25;1392
"4972";"261060";1109,5;1103,5
"4973";"150380";315,25;315
"4974";"354070";24701,75;25191,5
"4975";"231350";307,5;306,5
"4976";"330185";6024,25;5977,5
"4977";"431405";5146,75;5014
"4978";"311120";7290,75;7293,5
"4979";"420940";10930,75;10905,5
"4980";"150760";632;625,5
"4981";"150150";3143;3106
"4982";"290210";466,25;465,5
"4983";"150230";552,5;549
"4984";"354970";21291,25;21348,5
"4985";"110011";1687,75;1525,5
"4986";"510704";6383,75;6429
"4987";"260280";747,5;747,5
"4988";"270230";908,75;902
"4989";"353780";4752,75;4778,5
"4990";"150580";260,25;262
"4991";"130290";439,25;439
"4992";"130406";391,5;395
"4993";"292150";211,25;212
"4994";"293190";393,25;394
"4995";"150178";865,5;860
"4996";"230240";531,25;531
"4997";"313760";14112,25;14092
"4998";"150040";491,5;494,5
"4999";"230470";378,5;355
"5000";"412820";5513;5495,5
"5001";"420380";7771,75;7776
"5002";"211250";288,5;284
"5003";"421010";6866,5;6827
"5004";"521310";12712,25;12784,5
"5005";"351960";12215;12522,5
"5006";"240020";3521,5;3515
"5007";"261300";1029,5;1030
"5008";"430450";780,5;768,5
"5009";"315120";8271,5;8209,5
"5010";"312710";15736,5;15742,5
"5011";"150020";158,25;157,5
"5012";"353030";18782,75;18743
"5013";"261530";2130,25;2131
"5014";"316110";837;837
"5015";"316940";12258,75;12118
"5016";"355370";14737,25;14837
"5017";"314000";20714,75;20759
"5018";"354260";10715,5;10736,5
"5019";"330080";5373,75;5331,5
"5020";"270860";3277;3261
"5021";"432120";7749,5;7713,5
"5022";"420750";12513,75;12557
"5023";"210170";2349,5;2291
"5024";"231410";355;349
"5025";"230523";2804,75;2786
"5026";"230190";2492,5;2494
"5027";"250630";3448;3455
"5028";"350210";10746,5;10739,5
"5029";"260890";1672,25;1667,5
"5030";"150480";636,5;635,5
"5031";"330430";8553;8469
"5032";"231330";1193,75;1193
"5033";"520549";40075,75;39649
"5034";"150670";966,75;974
"5035";"411070";5978,25;5996
"5036";"230760";2076,5;2058,5
"5037";"291070";929;934
"5038";"350590";13976;14069
"5039";"150800";1812,25;1813
"5040";"510180";8092,25;8243
"5041";"261220";2508,5;2529,5
"5042";"260940";3816,25;3687
"5043";"150830";120,5;124
"5044";"315210";15081;15217,5
"5045";"230020";488,25;483,5
"5046";"220390";4674;4682,5
"5047";"292860";4418,75;4417,5
"5048";"412240";10493;10481
"5049";"250320";11102,75;11151
"5050";"420590";13994,75;14142
"5051";"150330";382;385,5
"5052";"420230";8454,5;8477
"5053";"250370";2353;2359
"5054";"353730";10581,25;10600
"5055";"261450";2217,25;2228,5
"5056";"290980";3146,25;3164,5
"5057";"260190";2751,25;2764
"5058";"314930";16725;16735
"5059";"351280";21728,25;20916,5
"5060";"420700";6930,5;6874
"5061";"430470";8789,5;8871
"5062";"291400";895,75;899
"5063";"431240";39100,5;39492
"5064";"150650";2066,25;2058
"5065";"261000";2304;2307,5
"5066";"520860";8302,5;8222,5
"5067";"353760";9874,75;9856,5
"5068";"430390";15699,5;15680
"5069";"291955";4245;4280,5
"5070";"230260";1057,25;1058,5
"5071";"312410";6155;6114,5
"5072";"270670";2548,75;2519,5
"5073";"431830";1774,75;1747,5
"5074";"421130";10431,75;10403
"5075";"421480";10693,25;10749
"5076";"420140";8254,25;8234,5
"5077";"432250";9111,25;9153
"5078";"352680";22012;22110
"5079";"130420";1555,75;1603,5
"5080";"291470";2659,25;2670,5
"5081";"431800";2364,5;2382
"5082";"210360";573,25;573,5
"5083";"220840";1686,25;1707,5
"5084";"230960";6011,5;6010
"5085";"290840";1080,5;1067
"5086";"150506";124;125
"5087";"230870";1037,75;1033
"5088";"210480";462,5;465
"5089";"210540";754;752
"5090";"270930";1853,25;1871
"5091";"420320";5749,75;5796,5
"5092";"240200";3395,75;3332
"5093";"430350";5837,5;5812,5
"5094";"351510";9668,75;9872
"5095";"150530";8496,25;8467,5
"5096";"430610";5946,75;5905,5
"5097";"261090";2388,25;2379
"5098";"291560";4444,25;4406
"5099";"521975";3078;3086
"5100";"355500";12787,75;12833,5
"5101";"290390";2220,5;2220,5
"5102";"260520";3041,75;3074
"5103";"355670";39961,75;40296
"5104";"430790";33990,75;34039
"5105";"150220";4024,75;4028
"5106";"350920";32432;32429
"5107";"260990";1098,5;1097
"5108";"280210";3018,25;2911
"5109";"290460";4130,75;4271,5
"5110";"351550";14973,25;14960
"5111";"290720";1391,75;1390,5
"5112";"316470";19809;19776
"5113";"320510";13464,75;13451
"5114";"312610";11599,75;11604,5
"5115";"210232";477;451
"5116";"230540";1214;1213
"5117";"313520";3622,25;3583
"5118";"251620";4062,75;4063
"5119";"350190";29057,75;28974,5
"5120";"432260";9227;9204,5
"5121";"230350";3496,5;3474
"5122";"291460";3096,5;3084
"5123";"353050";19049,5;19081,5
"5124";"291005";17189,25;17086
"5125";"510792";7529;7458
"5126";"290600";1273,75;1255,5
"5127";"313510";3226,25;3254,5
"5128";"410490";7117,5;7142
"5129";"240260";3763,5;3762,5
"5130";"291640";4867;4865
"5131";"270770";5027,25;5041,5
"5132";"352260";19065,25;19078
"5133";"431720";10586;10616,5
"5134";"420430";24177,75;24288,5
"5135";"260120";5163,5;5195,5
"5136";"231340";1426,5;1414,5
"5137";"230110";3407;3392
"5138";"240710";5991,75;6036
"5139";"311530";14922,75;14881
"5140";"231180";1416,75;1411
"5141";"412710";7593,5;6634
"5142";"410550";9145,25;8984,5
"5143";"150470";952;960
"5144";"353930";23307,75;22546
"5145";"314610";23272,5;23290
"5146";"270630";4939;4960,5
"5147";"520450";5536,25;5436
"5148";"420300";13075,25;13065
"5149";"351970";7735,25;7760,5
"5150";"352710";39343,75;39281,5
"5151";"431140";22002,5;22041,5
"5152";"352430";35475;35475,5
"5153";"330610";10297,5;10284
"5154";"231140";1447;1437,5
"5155";"317130";26948,25;26927
"5156";"230970";2131;2151,5
"5157";"411850";16426,75;16429
"5158";"260170";3912;3908,5
"5159";"230100";3625,5;3605
"5160";"316930";19926,75;19826,5
"5161";"230410";3411,75;3415
"5162";"210320";960,75;959,5
"5163";"220800";4694;4647,5
"5164";"313620";21737,75;21695
"5165";"314520";11987;11950,5
"5166";"310160";17660,75;18185
"5167";"355070";13705,25;13719,5
"5168";"211000";589;553,5
"5169";"350960";31647;32015,5
"5170";"312090";10759;10764
"5171";"330550";8251,25;8231,5
"5172";"293010";3770,25;3802,5
"5173";"230280";1491,5;1496,5
"5174";"421580";21669,5;21713
"5175";"260400";3984,5;3957,5
"5176";"350390";24886,75;24932
"5177";"431990";9807,25;9798
"5178";"350610";31723;31887,5
"5179";"150613";3906,75;3901
"5180";"260620";6285,5;6276
"5181";"130120";4300,25;4352,5
"5182";"110030";7421,75;7280,5
"5183";"431750";12650,25;12642,5
"5184";"260640";3236,5;3227
"5185";"170950";7220,5;7160
"5186";"293050";5251,75;5260
"5187";"352930";35656,25;35844,5
"5188";"351340";39769,5;39926,5
"5189";"210990";2528;2528
"5190";"260110";1602,75;1614,5
"5191";"330600";14231,5;14185,5
"5192";"317040";14076,25;14058,5
"5193";"430040";7219,25;7302
"5194";"500660";6915,25;6964,5
"5195";"210860";1322;1323,5
"5196";"330555";9497;9473
"5197";"120020";906,75;905,5
"5198";"110004";5203,75;4931
"5199";"355540";11237,5;11264,5
"5200";"355060";24194;24158
"5201";"291170";2543,5;2549
"5202";"280670";5451,5;5413,5
"5203";"431020";18029;18043
"5204";"410840";13497;13593
"5205";"261390";3493;3499
"5206";"291750";5189;5247,5
"5207";"150795";1381,25;1377,5
"5208";"313940";10899,5;10987,5
"5209";"231130";3049,25;3035,5
"5210";"260720";21716,25;20557,5
"5211";"430770";33106,5;33072
"5212";"352850";18998,25;18854,5
"5213";"314480";42550;42903
"5214";"316870";23637,5;23535
"5215";"411840";13889;13883,5
"5216";"521760";2111,25;2116
"5217";"410765";11955,5;11995
"5218";"320060";26506,5;26462
"5219";"353650";35124,75;34988
"5220";"431710";5114;5111,5
"5221";"314810";14578;14519
"5222";"352720";21310,75;21318,5
"5223";"210160";930,75;933
"5224";"412625";8031,75;8084
"5225";"350450";13825,25;13827
"5226";"290650";12930,5;12896
"5227";"510795";14370,75;14369
"5228";"210140";2693,75;2752,5
"5229";"354910";31357,25;31296,5
"5230";"430300";7019,25;7004,5
"5231";"314710";20166,5;20160
"5232";"522045";5346,25;5294,5
"5233";"316250";22509,25;22578,5
"5234";"355710";27797,75;27635,5
"5235";"314700";14145;14167,5
"5236";"350850";35698,25;35445
"5237";"130250";828,25;836,5
"5238";"311340";10546,5;10535
"5239";"313380";21925,25;21868,5
"5240";"353080";30091,75;30068
"5241";"350900";33791,75;32901
"5242";"520510";25035,75;24967
"5243";"130190";1861,75;1952
"5244";"280290";3552,25;3551,5
"5245";"352210";12758,25;12725,5
"5246";"410430";19026,5;18975
"5247";"261250";6368,25;6386
"5248";"241200";7399,5;7412,5
"5249";"352240";11364,75;11363,5
