"";"MUNIC_RES";"n";"total";"prop"
"1316";250550;32;135;0,237037037037037
"1317";250560;42;168;0,25
"1318";250570;226;561;0,402852049910873
"1319";250580;54;203;0,266009852216749
"1320";250590;33;132;0,25
"1321";250600;712;1884;0,37791932059448
"1322";250610;186;604;0,30794701986755
"1323";250620;56;165;0,339393939393939
"1324";250625;76;329;0,231003039513678
"1325";250630;658;2605;0,252591170825336
"1326";250640;591;1110;0,532432432432432
"1327";250650;18;119;0,151260504201681
"1328";250660;72;207;0,347826086956522
"1329";250670;77;400;0,1925
"1330";250680;726;1526;0,475753604193971
"1331";250690;784;1743;0,449799196787149
"1332";250700;213;826;0,257869249394673
"1333";250710;162;707;0,229137199434229
"1334";250720;115;499;0,230460921843687
"1335";250730;296;904;0,327433628318584
"1336";250740;243;447;0,543624161073825
"1337";250750;10259;40577;0,252827956724253
"1338";250760;238;537;0,443202979515829
"1339";250770;183;578;0,316608996539792
"1340";250780;34;213;0,15962441314554
"1341";250790;111;474;0,234177215189873
"1342";250800;468;755;0,619867549668874
"1343";250810;84;226;0,371681415929204
"1344";250820;197;452;0,435840707964602
"1345";250830;279;1267;0,220205209155485
"1346";250840;247;334;0,739520958083832
"1347";250850;29;240;0,120833333333333
"1348";250855;38;124;0,306451612903226
"1349";250860;96;500;0,192
"1350";250870;30;162;0,185185185185185
"1351";250880;32;151;0,211920529801325
"1352";250890;484;1909;0,253535882661079
"1353";250900;123;491;0,25050916496945
"1354";250905;247;617;0,40032414910859
"1355";250910;688;1547;0,444731738849386
"1356";250915;22;53;0,415094339622642
"1357";250920;136;590;0,230508474576271
"1358";250930;50;265;0,188679245283019
"1359";250933;48;193;0,248704663212435
"1360";250937;45;115;0,391304347826087
"1361";250939;52;233;0,223175965665236
"1362";250940;199;531;0,374764595103578
"1363";250950;75;278;0,26978417266187
"1364";250960;47;169;0,27810650887574
"1365";250970;1060;3073;0,344939798242759
"1366";250980;72;324;0,222222222222222
"1367";250990;43;187;0,229946524064171
"1368";251000;11;78;0,141025641025641
"1369";251010;193;497;0,388329979879276
"1370";251020;109;319;0,341692789968652
"1371";251030;36;132;0,272727272727273
"1372";251040;100;306;0,326797385620915
"1373";251050;27;138;0,195652173913043
"1374";251060;52;178;0,292134831460674
"1375";251065;15;71;0,211267605633803
"1376";251070;17;69;0,246376811594203
"1377";251080;1042;4617;0,225687675980074
"1378";251090;45;265;0,169811320754717
"1379";251100;37;150;0,246666666666667
"1380";251110;211;560;0,376785714285714
"1381";251120;354;1431;0,247379454926625
"1382";251130;603;1383;0,436008676789588
"1383";251140;247;686;0,360058309037901
"1384";251150;164;498;0,329317269076305
"1385";251160;106;373;0,284182305630027
"1386";251170;55;222;0,247747747747748
"1387";251180;110;467;0,235546038543897
"1388";251190;164;705;0,232624113475177
"1389";251200;184;649;0,283513097072419
"1390";251203;44;101;0,435643564356436
"1391";251207;47;144;0,326388888888889
"1392";251210;811;1827;0,443897099069513
"1393";251220;56;194;0,288659793814433
"1394";251230;332;1250;0,2656
"1395";251240;136;517;0,263056092843327
"1396";251250;328;1558;0,210526315789474
"1397";251260;14;66;0,212121212121212
"1398";251270;216;718;0,3008356545961
"1399";251272;77;217;0,354838709677419
"1400";251274;77;234;0,329059829059829
"1401";251275;93;181;0,513812154696133
"1402";251276;60;212;0,283018867924528
"1403";251278;18;95;0,189473684210526
"1404";251280;308;701;0,439372325249643
"1405";251290;730;1733;0,421234852856319
"1406";251300;24;86;0,27906976744186
"1407";251310;309;699;0,44206008583691
"1408";251315;36;173;0,208092485549133
"1409";251320;215;450;0,477777777777778
"1410";251330;116;307;0,37785016286645
"1411";251335;29;90;0,322222222222222
"1412";251340;418;1037;0,403085824493732
"1413";251350;57;207;0,27536231884058
"1414";251360;158;398;0,396984924623116
"1415";251365;24;91;0,263736263736264
"1416";251370;2683;7729;0,347134170009057
"1417";251380;40;173;0,23121387283237
"1418";251385;24;120;0,2
"1419";251390;326;1500;0,217333333333333
"1420";251392;52;122;0,426229508196721
"1421";251394;8;52;0,153846153846154
"1422";251396;15;50;0,3
"1423";251398;6;28;0,214285714285714
"1424";251400;477;905;0,52707182320442
"1425";251410;19;126;0,150793650793651
"1426";251420;20;72;0,277777777777778
"1427";251430;115;502;0,229083665338645
"1428";251440;31;156;0,198717948717949
"1429";251445;75;238;0,315126050420168
"1430";251450;561;1323;0,424036281179138
"1431";251455;36;135;0,266666666666667
"1432";251460;30;105;0,285714285714286
"1433";251465;13;30;0,433333333333333
"1434";251470;53;136;0,389705882352941
"1435";251480;37;139;0,266187050359712
"1436";251490;139;389;0,3573264781491
"1437";251500;61;268;0,227611940298507
"1438";251510;108;455;0,237362637362637
"1439";251520;38;138;0,27536231884058
"1440";251530;873;2767;0,315504156125768
"1441";251540;282;617;0,457050243111831
"1442";251550;244;636;0,383647798742138
"1443";251560;33;103;0,320388349514563
"1444";251570;8;70;0,114285714285714
"1445";251580;99;327;0,302752293577982
"1446";251590;83;267;0,310861423220974
"1447";251593;56;253;0,221343873517787
"1448";251597;97;342;0,283625730994152
"1449";251600;722;1493;0,483590087073007
"1450";251610;118;574;0,205574912891986
"1451";251615;23;104;0,221153846153846
"1452";251620;201;738;0,272357723577236
"1453";251630;245;846;0,289598108747045
"1454";251640;97;293;0,331058020477816
"1455";251650;165;546;0,302197802197802
"1456";251660;227;782;0,290281329923274
"1457";251670;250;693;0,360750360750361
"1458";251675;12;70;0,171428571428571
"1459";251680;84;304;0,276315789473684
"1460";251690;767;1449;0,529330572808834
"1461";251700;55;290;0,189655172413793
"1462";251710;48;126;0,380952380952381
"1463";251720;3;36;0,0833333333333333
"1464";251740;48;185;0,259459459459459
"1465";260005;575;4547;0,12645700461843
"1466";260010;1650;4462;0,369789332138055
"1467";260020;271;559;0,48479427549195
"1468";260030;293;1056;0,277462121212121
"1469";260040;542;1595;0,339811912225705
"1470";260050;180;1037;0,17357762777242
"1471";260060;91;485;0,187628865979381
"1472";260070;224;1466;0,152796725784447
"1473";260080;383;1037;0,369334619093539
"1474";260090;179;864;0,207175925925926
"1475";260100;56;341;0,164222873900293
"1476";260105;163;859;0,189755529685681
"1477";260110;1442;4920;0,293089430894309
"1478";260120;654;2588;0,252704791344668
"1479";260130;111;489;0,226993865030675
"1480";260140;638;2132;0,299249530956848
"1481";260150;57;315;0,180952380952381
"1482";260160;223;897;0,24860646599777
"1483";260170;591;2553;0,231492361927145
"1484";260180;160;640;0,25
"1485";260190;245;2335;0,104925053533191
"1486";260200;302;1154;0,261698440207972
"1487";260210;513;1903;0,269574356279559
"1488";260220;313;1412;0,221671388101983
"1489";260230;360;1445;0,249134948096886
"1490";260240;69;320;0,215625
"1491";260250;300;561;0,53475935828877
"1492";260260;281;1389;0,202303815694744
"1493";260270;61;421;0,144893111638955
"1494";260280;979;2239;0,437248771773113
"1495";260290;1078;7845;0,137412364563416
"1496";260300;461;1586;0,290668348045397
"1497";260310;92;620;0,148387096774194
"1498";260320;150;832;0,180288461538462
"1499";260330;72;330;0,218181818181818
"1500";260340;176;507;0,347140039447732
"1501";260345;887;7058;0,125672995182771
"1502";260350;141;665;0,21203007518797
"1503";260360;29;279;0,103942652329749
"1504";260370;147;632;0,232594936708861
"1505";260380;100;633;0,157977883096367
"1506";260390;510;1501;0,339773484343771
"1507";260392;284;691;0,410998552821997
"1508";260400;811;3123;0,259686199167467
"1509";260410;1949;12039;0,161890522468644
"1510";260415;103;496;0,207661290322581
"1511";260420;339;1423;0,238229093464512
"1512";260430;189;460;0,410869565217391
"1513";260440;104;548;0,18978102189781
"1514";260450;465;1195;0,389121338912134
"1515";260460;99;880;0,1125
"1516";260470;109;617;0,176661264181524
"1517";260480;132;605;0,218181818181818
"1518";260490;137;523;0,261950286806883
"1519";260500;206;877;0,234891676168757
"1520";260510;393;1545;0,254368932038835
"1521";260515;245;679;0,360824742268041
"1522";260520;1029;3839;0,268038551706173
"1523";260530;433;1438;0,301112656467316
"1524";260540;251;979;0,256384065372829
"1525";260545;16;94;0,170212765957447
"1526";260550;43;397;0,10831234256927
"1527";260560;459;1342;0,342026825633383
"1528";260570;1063;2339;0,454467721248397
"1529";260580;82;460;0,178260869565217
"1530";260590;184;744;0,247311827956989
"1531";260600;770;4662;0,165165165165165
"1532";260610;285;1111;0,256525652565257
"1533";260620;398;2690;0,147955390334573
"1534";260630;75;271;0,276752767527675
"1535";260640;629;3061;0,205488402482849
"1536";260650;93;614;0,151465798045603
"1537";260660;254;841;0,302021403091558
"1538";260670;41;268;0,152985074626866
"1539";260680;506;4414;0,114635251472587
"1540";260690;327;799;0,409261576971214
"1541";260700;136;447;0,304250559284116
"1542";260710;158;355;0,445070422535211
"1543";260720;392;3150;0,124444444444444
"1544";260730;435;1257;0,346062052505967
"1545";260740;103;275;0,374545454545455
"1546";260750;295;880;0,335227272727273
"1547";260760;73;680;0,107352941176471
"1548";260765;545;1734;0,314302191464821
"1549";260770;273;745;0,366442953020134
"1550";260775;123;1060;0,116037735849057
"1551";260780;50;462;0,108225108225108
"1552";260790;6122;30779;0,198901848663049
"1553";260795;47;236;0,199152542372881
"1554";260800;124;633;0,195892575039494
"1555";260805;104;328;0,317073170731707
"1556";260810;200;1145;0,174672489082969
"1557";260820;302;881;0,342792281498297
"1558";260825;87;453;0,19205298013245
"1559";260830;91;575;0,158260869565217
"1560";260840;119;449;0,265033407572383
"1561";260845;154;665;0,231578947368421
"1562";260850;222;933;0,237942122186495
"1563";260860;90;434;0,207373271889401
"1564";260870;206;627;0,328548644338118
"1565";260875;234;870;0,268965517241379
"1566";260880;231;1362;0,169603524229075
"1567";260890;727;3039;0,23922342875946
"1568";260900;229;938;0,244136460554371
"1569";260910;118;508;0,232283464566929
"1570";260915;47;294;0,159863945578231
"1571";260920;190;643;0,295489891135303
"1572";260930;465;1129;0,411868910540301
"1573";260940;698;2840;0,245774647887324
"1574";260950;154;1111;0,138613861386139
"1575";260960;3062;20407;0,150046552653501
"1576";260970;224;930;0,240860215053763
"1577";260980;117;456;0,256578947368421
"1578";260990;1278;3893;0,328281530952993
"1579";261000;1185;3853;0,30755255644952
"1580";261010;41;215;0,190697674418605
"1581";261020;289;1017;0,284169124877089
"1582";261030;50;482;0,103734439834025
"1583";261040;322;1048;0,307251908396947
"1584";261050;215;1213;0,17724649629019
"1585";261060;591;2378;0,248528174936922
"1586";261070;1443;12152;0,118745885450955
"1587";261080;196;625;0,3136
"1588";261090;1326;3978;0,333333333333333
"1589";261100;447;1799;0,248471372984992
"1590";261110;1848;11713;0,157773414155212
"1591";261120;116;430;0,269767441860465
"1592";261130;306;1175;0,260425531914894
"1593";261140;126;602;0,209302325581395
"1594";261150;239;862;0,277262180974478
"1595";261153;105;385;0,272727272727273
"1596";261160;14144;83360;0,169673704414587
"1597";261170;164;744;0,220430107526882
"1598";261180;598;2305;0,25943600867679
"1599";261190;230;943;0,24390243902439
"1600";261200;71;367;0,193460490463215
"1601";261210;23;147;0,156462585034014
"1602";261220;1404;4269;0,328882642304989
"1603";261230;94;550;0,170909090909091
"1604";261240;200;790;0,253164556962025
"1605";261245;144;582;0,247422680412371
"1606";261247;329;1121;0,293487957181088
"1607";261250;406;2214;0,183378500451671
"1608";261255;30;343;0,0874635568513119
"1609";261260;196;1073;0,182665424044734
"1610";261270;68;411;0,165450121654501
"1611";261280;159;490;0,324489795918367
"1612";261290;123;381;0,322834645669291
"1613";261300;274;1656;0,165458937198068
"1614";261310;415;1308;0,317278287461774
"1615";261320;105;648;0,162037037037037
"1616";261330;189;852;0,221830985915493
"1617";261340;111;633;0,175355450236967
"1618";261350;735;2142;0,343137254901961
"1619";261360;993;2246;0,442119323241318
"1620";261370;633;4394;0,144060081929904
"1621";261380;179;771;0,232166018158236
"1622";261390;2027;6875;0,294836363636364
"1623";261400;397;961;0,413111342351717
"1624";261410;372;1393;0,267049533381192
"1625";261420;450;1607;0,280024891101431
"1626";261430;467;1006;0,464214711729622
"1627";261440;150;361;0,415512465373961
"1628";261450;726;3676;0,197497279651795
"1629";261460;826;2067;0,399612965650701
"1630";261470;60;326;0,184049079754601
"1631";261480;90;478;0,188284518828452
"1632";261485;211;855;0,246783625730994
"1633";261500;243;944;0,257415254237288
"1634";261510;68;253;0,268774703557312
"1635";261520;287;622;0,461414790996785
"1636";261530;412;2633;0,156475503228257
"1637";261540;150;854;0,175644028103044
"1638";261550;86;562;0,153024911032028
"1639";261560;352;1301;0,270561106840892
"1640";261570;538;1501;0,358427714856762
"1641";261580;231;633;0,364928909952607
"1642";261590;355;758;0,468337730870712
"1643";261600;267;843;0,316725978647687
"1644";261610;224;626;0,357827476038339
"1645";261618;81;443;0,182844243792325
"1646";261620;74;503;0,147117296222664
"1647";261630;371;1553;0,238892466194462
"1648";261640;2229;8647;0,25777726379091
"1649";261650;103;455;0,226373626373626
"1650";270010;458;1018;0,449901768172888
"1651";270020;241;818;0,294621026894866
"1652";270030;3529;13109;0,269204363414448
"1653";270040;534;2073;0,257597684515195
"1654";270050;118;646;0,18266253869969
"1655";270060;35;278;0,12589928057554
"1656";270070;412;1013;0,406712734452122
"1657";270080;48;225;0,213333333333333
"1658";270090;43;206;0,20873786407767
"1659";270100;284;1010;0,281188118811881
"1660";270110;55;386;0,142487046632124
"1661";270120;51;299;0,17056856187291
"1662";270130;260;874;0,297482837528604
"1663";270135;26;94;0,276595744680851
"1664";270140;550;1567;0,350989151244416
"1665";270150;157;473;0,331923890063425
"1666";270160;68;339;0,200589970501475
"1667";270170;263;731;0,359781121751026
"1668";270180;33;176;0,1875
"1669";270190;48;192;0,25
"1670";270200;90;412;0,218446601941748
"1671";270210;153;699;0,218884120171674
"1672";270220;52;293;0,177474402730375
"1673";270230;581;2486;0,233708769106999
"1674";270235;322;1013;0,31786771964462
"1675";270240;1058;2260;0,468141592920354
"1676";270250;63;299;0,210702341137124
"1677";270255;104;473;0,219873150105708
"1678";270260;252;956;0,263598326359833
"1679";270270;37;173;0,213872832369942
"1680";270280;145;704;0,205965909090909
"1681";270290;570;1716;0,332167832167832
"1682";270300;55;548;0,10036496350365
"1683";270310;470;1443;0,325710325710326
"1684";270320;392;940;0,417021276595745
"1685";270330;156;436;0,357798165137615
"1686";270340;49;253;0,193675889328063
"1687";270350;60;187;0,320855614973262
"1688";270360;50;302;0,165562913907285
"1689";270370;77;256;0,30078125
"1690";270375;121;564;0,214539007092199
"1691";270380;444;1392;0,318965517241379
"1692";270390;62;229;0,270742358078603
"1693";270400;391;1228;0,318403908794788
"1694";270410;168;711;0,236286919831224
"1695";270420;245;827;0,296251511487303
"1696";270430;5064;41969;0,120660487502681
"1697";270440;252;817;0,308445532435741
"1698";270450;150;792;0,189393939393939
"1699";270460;43;285;0,150877192982456
"1700";270470;409;1933;0,211588204862907
"1701";270480;117;501;0,233532934131737
"1702";270490;19;126;0,150793650793651
"1703";270500;924;1626;0,568265682656827
"1704";270510;478;1265;0,377865612648221
"1705";270520;55;557;0,0987432675044883
"1706";270530;21;121;0,173553719008264
"1707";270540;63;265;0,237735849056604
"1708";270550;437;1487;0,293880295897781
"1709";270560;116;513;0,226120857699805
"1710";270570;254;703;0,361308677098151
"1711";270580;99;346;0,286127167630058
"1712";270590;52;199;0,261306532663317
"1713";270600;44;265;0,166037735849057
"1714";270610;59;241;0,244813278008299
"1715";270620;40;165;0,242424242424242
"1716";270630;675;3142;0,214831317632081
"1717";270640;408;1443;0,282744282744283
"1718";270642;163;363;0,449035812672176
"1719";270644;37;440;0,0840909090909091
"1720";270650;238;900;0,264444444444444
"1721";270660;100;348;0,28735632183908
"1722";270670;1344;3066;0,438356164383562
"1723";270680;251;700;0,358571428571429
"1724";270690;1171;2291;0,51113051069402
"1725";270700;18;65;0,276923076923077
"1726";270710;426;1217;0,350041084634347
"1727";270720;69;299;0,230769230769231
"1728";270730;372;1283;0,289945440374123
"1729";270740;55;321;0,171339563862928
"1730";270750;185;607;0,304777594728171
"1731";270760;241;593;0,406408094435076
"1732";270770;858;3518;0,243888573052871
"1733";270780;119;394;0,302030456852792
"1734";270790;46;282;0,163120567375887
"1735";270800;401;1598;0,250938673341677
"1736";270810;66;381;0,173228346456693
"1737";270820;78;286;0,272727272727273
"1738";270830;526;1385;0,379783393501805
"1739";270840;143;911;0,156970362239297
"1740";270850;321;1551;0,206963249516441
"1741";270860;1054;3276;0,321733821733822
"1742";270870;69;288;0,239583333333333
"1743";270880;417;1264;0,329905063291139
"1744";270890;59;460;0,128260869565217
"1745";270895;38;248;0,153225806451613
"1746";270900;63;201;0,313432835820896
"1747";270910;154;613;0,251223491027732
"1748";270915;675;2014;0,335153922542205
"1749";270920;227;856;0,26518691588785
"1750";270930;727;3224;0,225496277915633
"1751";270940;429;1392;0,308189655172414
"1752";280010;8;74;0,108108108108108
"1753";280020;806;1307;0,616679418515685
"1754";280030;2809;17616;0,159457311534968
"1755";280040;27;305;0,0885245901639344
"1756";280050;63;478;0,131799163179916
"1757";280060;99;712;0,139044943820225
"1758";280067;73;691;0,105643994211288
"1759";280070;63;225;0,28
"1760";280100;84;541;0,155268022181146
"1761";280110;28;108;0,259259259259259
"1762";280120;147;625;0,2352
"1763";280130;244;924;0,264069264069264
"1764";280140;59;626;0,0942492012779553
"1765";280150;40;309;0,129449838187702
"1766";280160;4;119;0,0336134453781513
"1767";280170;66;444;0,148648648648649
"1768";280190;9;73;0,123287671232877
"1769";280200;146;353;0,413597733711048
"1770";280210;542;2989;0,181331549013048
"1771";280220;27;154;0,175324675324675
"1772";280230;48;429;0,111888111888112
"1773";280240;21;157;0,133757961783439
"1774";280250;5;44;0,113636363636364
"1775";280260;21;143;0,146853146853147
"1776";280270;68;289;0,235294117647059
"1777";280280;103;517;0,199226305609284
"1778";280290;477;3188;0,149623588456713
"1779";280300;89;874;0,101830663615561
"1780";280310;12;85;0,141176470588235
"1781";280320;93;753;0,123505976095618
"1782";280330;42;380;0,110526315789474
"1783";280340;87;380;0,228947368421053
"1784";280350;1352;4184;0,323135755258126
"1785";280360;98;717;0,136680613668061
"1786";280370;37;224;0,165178571428571
"1787";280380;30;134;0,223880597014925
"1788";280390;101;465;0,217204301075269
"1789";280400;46;398;0,115577889447236
"1790";280410;40;315;0,126984126984127
"1791";280420;37;235;0,157446808510638
"1792";280430;72;249;0,289156626506024
"1793";280440;188;591;0,318104906937394
"1794";280445;19;161;0,118012422360248
"1795";280450;117;698;0,167621776504298
"1796";280460;72;648;0,111111111111111
"1797";280470;14;152;0,0921052631578947
"1798";280480;695;5187;0,133988818199345
"1799";280490;72;334;0,215568862275449
"1800";280500;9;100;0,09
"1801";280510;24;221;0,108597285067873
"1802";280520;26;181;0,143646408839779
"1803";280530;27;202;0,133663366336634
"1804";280540;64;425;0,150588235294118
"1805";280550;71;497;0,142857142857143
"1806";280560;47;392;0,119897959183673
"1807";280570;54;668;0,0808383233532934
"1808";280580;65;378;0,171957671957672
"1809";280590;747;1344;0,555803571428571
"1810";280600;55;487;0,112936344969199
"1811";280610;24;234;0,102564102564103
"1812";280620;78;491;0,158859470468432
"1813";280630;93;436;0,213302752293578
"1814";280640;55;184;0,298913043478261
"1815";280650;81;186;0,435483870967742
"1816";280660;30;310;0,0967741935483871
"1817";280670;274;2324;0,11790017211704
"1818";280680;47;334;0,140718562874251
"1819";280690;4;67;0,0597014925373134
"1820";280700;11;98;0,112244897959184
"1821";280710;144;799;0,180225281602002
"1822";280720;39;219;0,178082191780822
"1823";280730;6;98;0,0612244897959184
"1824";280740;433;1415;0,306007067137809
"1825";280750;52;333;0,156156156156156
"1826";280760;95;673;0,141158989598811
"1827";290010;33;184;0,179347826086957
"1828";290020;381;913;0,417305585980285
"1829";290030;61;339;0,179941002949853
"1830";290035;71;351;0,202279202279202
"1831";290040;118;395;0,29873417721519
"1832";290050;108;402;0,26865671641791
"1833";290060;376;581;0,647160068846816
"1834";290070;1299;5521;0,235283463140735
"1835";290080;595;1583;0,375868603916614
"1836";290090;42;245;0,171428571428571
"1837";290100;426;1670;0,255089820359281
"1838";290110;167;918;0,181917211328976
"1839";290115;573;1072;0,534514925373134
"1840";290120;491;1189;0,412952060555088
"1841";290130;235;550;0,427272727272727
"1842";290135;91;422;0,21563981042654
"1843";290140;67;265;0,252830188679245
"1844";290150;31;247;0,125506072874494
"1845";290160;802;1578;0,508238276299113
"1846";290170;65;415;0,156626506024096
"1847";290180;125;402;0,310945273631841
"1848";290190;58;402;0,144278606965174
"1849";290195;136;456;0,298245614035088
"1850";290200;433;948;0,456751054852321
"1851";290205;136;458;0,296943231441048
"1852";290210;818;2412;0,339137645107794
"1853";290220;59;275;0,214545454545455
"1854";290225;289;578;0,5
"1855";290230;141;412;0,342233009708738
"1856";290240;416;1231;0,337936636880585
"1857";290250;545;1124;0,484875444839858
"1858";290260;533;1177;0,452846219201359
"1859";290265;64;243;0,263374485596708
"1860";290270;1159;3338;0,347213900539245
"1861";290280;789;2058;0,383381924198251
"1862";290290;368;1586;0,23203026481715
"1863";290300;604;886;0,681715575620767
"1864";290310;103;293;0,351535836177474
"1865";290320;3764;8743;0,430515841244424
"1866";290323;431;892;0,483183856502242
"1867";290327;362;794;0,455919395465995
"1868";290330;234;433;0,540415704387991
"1869";290340;449;1222;0,367430441898527
"1870";290350;178;645;0,275968992248062
"1871";290360;172;457;0,37636761487965
"1872";290370;194;613;0,316476345840131
"1873";290380;307;798;0,384711779448622
"1874";290390;473;1816;0,260462555066079
"1875";290395;237;587;0,403747870528109
"1876";290400;428;832;0,514423076923077
"1877";290405;103;390;0,264102564102564
"1878";290410;809;1410;0,573758865248227
"1879";290420;611;1214;0,50329489291598
"1880";290430;602;914;0,658643326039387
"1881";290440;202;437;0,462242562929062
"1882";290450;97;243;0,39917695473251
"1883";290460;1107;3793;0,291853414184023
"1884";290470;634;1408;0,450284090909091
"1885";290475;57;371;0,153638814016173
"1886";290480;457;861;0,530778164924506
"1887";290485;89;697;0,127690100430416
"1888";290490;249;1540;0,161688311688312
"1889";290500;822;1498;0,548731642189586
"1890";290510;443;1749;0,253287592910234
"1891";290515;23;238;0,0966386554621849
"1892";290520;871;2848;0,305828651685393
"1893";290530;436;903;0,482834994462901
"1894";290540;173;575;0,300869565217391
"1895";290550;483;1171;0,412467976088813
"1896";290560;1580;2743;0,576011666059059
"1897";290570;847;8380;0,101073985680191
"1898";290580;125;933;0,133976420150054
"1899";290590;697;2047;0,340498290180752
"1900";290600;1169;3537;0,330506078597682
"1901";290610;325;556;0,584532374100719
"1902";290620;700;1232;0,568181818181818
"1903";290630;1190;2617;0,454719144058082
"1904";290640;78;304;0,256578947368421
"1905";290650;319;1849;0,172525689561925
"1906";290660;518;1034;0,500967117988395
"1907";290670;1214;2059;0,58960660514813
"1908";290680;651;1371;0,474835886214442
"1909";290682;1060;1653;0,641258318209316
"1910";290685;657;1236;0,531553398058252
"1911";290687;808;2828;0,285714285714286
"1912";290689;63;311;0,202572347266881
"1913";290690;571;1398;0,408440629470672
"1914";290700;50;192;0,260416666666667
"1915";290710;487;1055;0,461611374407583
"1916";290720;1300;3450;0,376811594202899
"1917";290730;743;1669;0,445176752546435
"1918";290740;28;77;0,363636363636364
"1919";290750;388;2059;0,18844099077222
"1920";290755;186;375;0,496
"1921";290760;733;1121;0,653880463871543
"1922";290770;45;284;0,158450704225352
"1923";290780;1611;3149;0,511590981263893
"1924";290790;753;1120;0,672321428571429
"1925";290800;405;1020;0,397058823529412
"1926";290810;576;1048;0,549618320610687
"1927";290820;105;880;0,119318181818182
"1928";290830;540;1309;0,412528647822765
"1929";290840;2178;4156;0,524061597690087
"1930";290850;1181;2592;0,455632716049383
"1931";290860;72;518;0,138996138996139
"1932";290870;37;364;0,101648351648352
"1933";290880;30;113;0,265486725663717
"1934";290890;669;1830;0,365573770491803
"1935";290900;401;800;0,50125
"1936";290910;751;1210;0,620661157024793
"1937";290920;181;576;0,314236111111111
"1938";290930;887;1341;0,66144668158091
"1939";290940;29;156;0,185897435897436
"1940";290950;385;747;0,515394912985274
"1941";290960;343;861;0,398373983739837
"1942";290970;70;247;0,283400809716599
"1943";290980;310;2533;0,12238452427951
"1944";290990;386;1215;0,317695473251029
"1945";291000;356;727;0,489683631361761
"1946";291005;393;1712;0,229556074766355
"1947";291010;107;328;0,326219512195122
"1948";291020;23;175;0,131428571428571
"1949";291030;285;660;0,431818181818182
"1950";291040;1575;2513;0,626740947075209
"1951";291050;418;1474;0,283582089552239
"1952";291060;480;1488;0,32258064516129
"1953";291070;1588;3314;0,47917923958962
"1954";291072;1372;4677;0,293350438315159
"1955";291075;160;442;0,361990950226244
"1956";291077;41;148;0,277027027027027
"1957";291080;2746;20290;0,135337604731395
"1958";291085;400;1485;0,269360269360269
"1959";291090;139;277;0,501805054151625
"1960";291100;78;334;0,233532934131737
"1961";291110;239;683;0,349926793557833
"1962";291120;2197;3446;0,637550783517121
"1963";291125;45;175;0,257142857142857
"1964";291130;539;820;0,657317073170732
"1965";291140;66;353;0,186968838526912
"1966";291150;120;294;0,408163265306122
"1967";291160;106;944;0,11228813559322
"1968";291165;165;369;0,447154471544715
"1969";291170;1221;3970;0,307556675062972
"1970";291180;468;1363;0,343360234776229
"1971";291185;175;434;0,403225806451613
"1972";291190;769;1787;0,430330162283156
"1973";291200;655;1050;0,623809523809524
"1974";291210;422;1034;0,408123791102515
"1975";291220;245;794;0,308564231738035
"1976";291230;469;952;0,492647058823529
"1977";291240;751;1040;0,722115384615385
"1978";291250;77;259;0,297297297297297
"1979";291260;141;231;0,61038961038961
"1980";291270;893;1626;0,54920049200492
"1981";291280;36;196;0,183673469387755
"1982";291290;2365;4206;0,562291963861151
"1983";291300;1008;1379;0,730964467005076
"1984";291310;967;1254;0,771132376395534
"1985";291320;262;1023;0,256109481915934
"1986";291330;680;1096;0,62043795620438
"1987";291340;379;1036;0,365830115830116
"1988";291345;103;427;0,241217798594848
"1989";291350;1038;2234;0,464637421665175
"1990";291360;4506;14528;0,310159691629956
"1991";291370;359;1439;0,249478804725504
"1992";291380;53;484;0,109504132231405
"1993";291390;1136;3198;0,355222013758599
"1994";291400;751;2424;0,309818481848185
"1995";291410;234;504;0,464285714285714
"1996";291420;504;938;0,537313432835821
"1997";291430;758;1363;0,556126192223037
"1998";291440;736;1202;0,612312811980033
"1999";291450;516;1431;0,360587002096436
"2000";291460;583;2511;0,232178414974114
"2001";291465;726;1516;0,478891820580475
"2002";291470;687;2382;0,288413098236776
"2003";291480;3216;11052;0,290988056460369
"2004";291490;504;1261;0,399682791435369
"2005";291500;46;270;0,17037037037037
"2006";291510;146;401;0,364089775561097
"2007";291520;923;1585;0,582334384858044
"2008";291530;15;165;0,0909090909090909
"2009";291535;697;1156;0,602941176470588
"2010";291540;288;538;0,535315985130111
"2011";291550;921;1921;0,479437792816242
"2012";291560;1028;3490;0,294555873925501
"2013";291570;942;1483;0,635198921105867
"2014";291580;1476;2510;0,58804780876494
"2015";291590;18;100;0,18
"2016";291600;1002;2003;0,500249625561658
"2017";291610;483;1317;0,366742596810934
"2018";291620;89;376;0,236702127659574
"2019";291630;24;166;0,144578313253012
"2020";291640;1216;3853;0,315598235141448
"2021";291650;1208;1813;0,666298952013238
"2022";291660;178;406;0,438423645320197
"2023";291670;273;567;0,481481481481481
"2024";291680;385;959;0,401459854014599
"2025";291685;189;631;0,299524564183835
"2026";291690;680;1420;0,47887323943662
"2027";291700;1319;2743;0,480860371855633
"2028";291710;533;1084;0,49169741697417
"2029";291720;484;1055;0,458767772511848
"2030";291730;535;1405;0,380782918149466
"2031";291733;38;239;0,158995815899582
"2032";291735;235;554;0,424187725631769
"2033";291740;353;795;0,444025157232704
"2034";291750;3092;7665;0,403392041748206
"2035";291760;1866;3619;0,515612047526941
"2036";291770;371;1507;0,246184472461845
"2037";291780;219;690;0,317391304347826
