"";"MUNIC_RES";"n";"total";"prop"
"2787";314650;91;373;0,243967828418231
"2788";314655;47;204;0,230392156862745
"2789";314660;10;70;0,142857142857143
"2790";314670;292;592;0,493243243243243
"2791";314675;74;231;0,32034632034632
"2792";314690;50;368;0,135869565217391
"2793";314700;652;3709;0,175788622270154
"2794";314710;548;3241;0,169083616167849
"2795";314720;217;984;0,220528455284553
"2796";314730;277;925;0,299459459459459
"2797";314740;605;1640;0,36890243902439
"2798";314750;33;75;0,44
"2799";314760;327;1056;0,309659090909091
"2800";314770;170;474;0,358649789029536
"2801";314780;8;41;0,195121951219512
"2802";314790;1582;6954;0,22749496692551
"2803";314795;73;257;0,284046692607004
"2804";314800;1418;5661;0,250485779897545
"2805";314810;841;4555;0,184632272228321
"2806";314820;286;513;0,557504873294347
"2807";314830;51;428;0,119158878504673
"2808";314840;77;178;0,432584269662921
"2809";314850;270;568;0,475352112676056
"2810";314860;274;919;0,298150163220892
"2811";314870;493;1405;0,350889679715302
"2812";314875;139;362;0,383977900552486
"2813";314880;35;203;0,172413793103448
"2814";314890;10;77;0,12987012987013
"2815";314900;30;145;0,206896551724138
"2816";314910;201;653;0,30781010719755
"2817";314915;74;292;0,253424657534247
"2818";314920;108;296;0,364864864864865
"2819";314930;409;2216;0,18456678700361
"2820";314940;14;108;0,12962962962963
"2821";314950;58;208;0,278846153846154
"2822";314960;29;155;0,187096774193548
"2823";314970;7;127;0,0551181102362205
"2824";314980;616;1205;0,511203319502075
"2825";314990;327;1124;0,290925266903915
"2826";314995;51;227;0,224669603524229
"2827";315000;51;159;0,320754716981132
"2828";315010;28;173;0,161849710982659
"2829";315015;64;322;0,198757763975155
"2830";315020;36;182;0,197802197802198
"2831";315030;134;369;0,363143631436314
"2832";315040;40;185;0,216216216216216
"2833";315050;120;422;0,28436018957346
"2834";315053;26;131;0,198473282442748
"2835";315057;46;192;0,239583333333333
"2836";315060;74;309;0,239482200647249
"2837";315070;22;124;0,17741935483871
"2838";315080;529;1216;0,435032894736842
"2839";315090;48;204;0,235294117647059
"2840";315100;77;333;0,231231231231231
"2841";315110;304;906;0,335540838852097
"2842";315120;707;2847;0,2483315770987
"2843";315130;196;626;0,313099041533546
"2844";315140;480;1178;0,407470288624788
"2845";315150;816;2214;0,368563685636856
"2846";315160;50;283;0,176678445229682
"2847";315170;383;866;0,442263279445727
"2848";315180;1559;7577;0,205754256301966
"2849";315190;57;251;0,227091633466135
"2850";315200;273;1342;0,203427719821162
"2851";315210;579;2978;0,194425789120215
"2852";315213;16;127;0,125984251968504
"2853";315217;146;416;0,350961538461538
"2854";315220;685;2112;0,324337121212121
"2855";315230;259;590;0,438983050847458
"2856";315240;333;867;0,384083044982699
"2857";315250;842;4978;0,169144234632382
"2858";315260;169;534;0,316479400749064
"2859";315270;145;466;0,311158798283262
"2860";315280;392;1499;0,261507671781187
"2861";315290;162;647;0,250386398763524
"2862";315300;28;93;0,301075268817204
"2863";315310;110;329;0,334346504559271
"2864";315320;38;142;0,267605633802817
"2865";315330;45;155;0,290322580645161
"2866";315340;179;783;0,228607918263091
"2867";315350;122;536;0,227611940298507
"2868";315360;59;318;0,185534591194969
"2869";315370;21;97;0,216494845360825
"2870";315380;23;90;0,255555555555556
"2871";315390;99;604;0,163907284768212
"2872";315400;497;1355;0,366789667896679
"2873";315410;240;671;0,357675111773472
"2874";315415;38;281;0,135231316725979
"2875";315420;316;661;0,478063540090772
"2876";315430;583;1672;0,348684210526316
"2877";315440;52;215;0,241860465116279
"2878";315445;9;83;0,108433734939759
"2879";315450;74;329;0,224924012158055
"2880";315460;3056;13803;0,221401144678693
"2881";315470;75;246;0,304878048780488
"2882";315480;35;388;0,0902061855670103
"2883";315490;140;670;0,208955223880597
"2884";315500;18;98;0,183673469387755
"2885";315510;55;247;0,222672064777328
"2886";315520;140;409;0,342298288508557
"2887";315530;19;146;0,13013698630137
"2888";315540;240;745;0,322147651006711
"2889";315550;149;455;0,327472527472527
"2890";315560;627;1643;0,381618989653074
"2891";315570;536;1220;0,439344262295082
"2892";315580;392;1426;0,274894810659187
"2893";315590;428;645;0,663565891472868
"2894";315600;428;807;0,530359355638166
"2895";315610;81;251;0,322709163346614
"2896";315620;55;160;0,34375
"2897";315630;262;759;0,345191040843215
"2898";315640;83;171;0,485380116959064
"2899";315645;61;231;0,264069264069264
"2900";315650;70;244;0,286885245901639
"2901";315660;291;609;0,477832512315271
"2902";315670;1121;5162;0,21716388996513
"2903";315680;457;1021;0,447600391772772
"2904";315690;334;1526;0,218872870249017
"2905";315700;507;1694;0,299291617473436
"2906";315710;194;411;0,472019464720195
"2907";315720;341;1146;0,297556719022688
"2908";315725;44;286;0,153846153846154
"2909";315727;45;169;0,266272189349112
"2910";315730;32;204;0,156862745098039
"2911";315733;127;408;0,311274509803922
"2912";315737;40;119;0,336134453781513
"2913";315740;32;173;0,184971098265896
"2914";315750;56;149;0,375838926174497
"2915";315760;12;67;0,17910447761194
"2916";315765;192;312;0,615384615384615
"2917";315770;307;626;0,490415335463259
"2918";315780;1649;8397;0,196379659402167
"2919";315790;179;930;0,19247311827957
"2920";315800;150;453;0,33112582781457
"2921";315810;78;221;0,352941176470588
"2922";315820;620;964;0,643153526970954
"2923";315830;64;341;0,187683284457478
"2924";315840;60;229;0,262008733624454
"2925";315850;23;159;0,144654088050314
"2926";315860;43;203;0,211822660098522
"2927";315870;75;172;0,436046511627907
"2928";315880;45;213;0,211267605633803
"2929";315890;46;330;0,139393939393939
"2930";315895;341;1182;0,288494077834179
"2931";315900;13;80;0,1625
"2932";315910;103;244;0,422131147540984
"2933";315920;122;472;0,258474576271186
"2934";315930;192;344;0,558139534883721
"2935";315935;110;369;0,29810298102981
"2936";315940;104;212;0,490566037735849
"2937";315950;132;365;0,361643835616438
"2938";315960;361;1812;0,199227373068433
"2939";315970;20;90;0,222222222222222
"2940";315980;215;933;0,230439442658092
"2941";315990;357;1250;0,2856
"2942";316000;106;240;0,441666666666667
"2943";316010;39;176;0,221590909090909
"2944";316020;65;215;0,302325581395349
"2945";316030;91;357;0,254901960784314
"2946";316040;437;1343;0,325390915860015
"2947";316045;77;385;0,2
"2948";316050;26;77;0,337662337662338
"2949";316060;32;118;0,271186440677966
"2950";316070;935;2959;0,315985130111524
"2951";316080;34;241;0,141078838174274
"2952";316090;33;129;0,255813953488372
"2953";316095;46;303;0,151815181518152
"2954";316100;521;1195;0,435983263598326
"2955";316105;57;123;0,463414634146341
"2956";316110;525;2282;0,230061349693252
"2957";316120;52;305;0,170491803278689
"2958";316130;17;124;0,137096774193548
"2959";316140;113;321;0,35202492211838
"2960";316150;153;554;0,276173285198556
"2961";316160;23;125;0,184
"2962";316165;21;89;0,235955056179775
"2963";316170;35;186;0,188172043010753
"2964";316180;16;196;0,0816326530612245
"2965";316190;76;329;0,231003039513678
"2966";316200;399;1461;0,273100616016427
"2967";316210;335;1173;0,285592497868713
"2968";316220;141;588;0,239795918367347
"2969";316225;43;152;0,282894736842105
"2970";316230;38;123;0,308943089430894
"2971";316240;630;1895;0,33245382585752
"2972";316245;59;336;0,175595238095238
"2973";316250;1232;4381;0,281214334626798
"2974";316255;67;423;0,15839243498818
"2975";316257;80;238;0,336134453781513
"2976";316260;102;390;0,261538461538462
"2977";316265;43;152;0,282894736842105
"2978";316270;406;1058;0,383742911153119
"2979";316280;527;990;0,532323232323232
"2980";316290;714;1735;0,411527377521614
"2981";316292;81;742;0,109164420485175
"2982";316294;63;312;0,201923076923077
"2983";316295;128;805;0,159006211180124
"2984";316300;11;74;0,148648648648649
"2985";316310;37;143;0,258741258741259
"2986";316320;39;154;0,253246753246753
"2987";316330;54;130;0,415384615384615
"2988";316340;22;191;0,115183246073298
"2989";316350;60;170;0,352941176470588
"2990";316360;49;197;0,248730964467005
"2991";316370;802;2695;0,297588126159555
"2992";316380;47;286;0,164335664335664
"2993";316390;37;203;0,182266009852217
"2994";316400;254;640;0,396875
"2995";316410;119;216;0,550925925925926
"2996";316420;82;336;0,244047619047619
"2997";316430;94;328;0,286585365853659
"2998";316440;71;224;0,316964285714286
"2999";316443;77;205;0,375609756097561
"3000";316447;36;256;0,140625
"3001";316450;177;307;0,576547231270358
"3002";316460;6;81;0,0740740740740741
"3003";316470;477;3220;0,148136645962733
"3004";316480;35;81;0,432098765432099
"3005";316490;38;139;0,273381294964029
"3006";316500;236;593;0,397976391231029
"3007";316510;47;308;0,152597402597403
"3008";316520;52;254;0,204724409448819
"3009";316530;105;363;0,289256198347107
"3010";316540;126;362;0,348066298342541
"3011";316550;46;175;0,262857142857143
"3012";316553;89;714;0,124649859943978
"3013";316555;84;271;0,309963099630996
"3014";316556;36;182;0,197802197802198
"3015";316557;71;234;0,303418803418803
"3016";316560;72;143;0,503496503496504
"3017";316570;308;661;0,465960665658094
"3018";316580;10;75;0,133333333333333
"3019";316590;37;148;0,25
"3020";316600;37;235;0,157446808510638
"3021";316610;31;120;0,258333333333333
"3022";316620;121;414;0,292270531400966
"3023";316630;131;391;0,335038363171355
"3024";316640;9;61;0,147540983606557
"3025";316650;47;108;0,435185185185185
"3026";316660;9;36;0,25
"3027";316670;55;192;0,286458333333333
"3028";316680;149;516;0,288759689922481
"3029";316690;133;432;0,30787037037037
"3030";316695;38;152;0,25
"3031";316700;11;64;0,171875
"3032";316710;277;1195;0,231799163179916
"3033";316720;1054;7250;0,145379310344828
"3034";316730;52;184;0,282608695652174
"3035";316740;142;423;0,335697399527187
"3036";316750;21;161;0,130434782608696
"3037";316760;63;609;0,103448275862069
"3038";316770;49;216;0,226851851851852
"3039";316780;105;323;0,325077399380805
"3040";316790;116;337;0,344213649851632
"3041";316800;483;1661;0,290788681517158
"3042";316805;46;187;0,245989304812834
"3043";316810;66;204;0,323529411764706
"3044";316820;20;75;0,266666666666667
"3045";316830;11;122;0,0901639344262295
"3046";316840;580;1162;0,499139414802065
"3047";316850;302;754;0,40053050397878
"3048";316860;798;3895;0,204878048780488
"3049";316870;592;3291;0,179884533576421
"3050";316880;82;290;0,282758620689655
"3051";316890;84;211;0,398104265402844
"3052";316900;373;1311;0,284515636918383
"3053";316905;32;224;0,142857142857143
"3054";316910;44;151;0,291390728476821
"3055";316920;164;679;0,241531664212077
"3056";316930;963;4025;0,239254658385093
"3057";316935;587;1646;0,356622114216282
"3058";316940;738;3205;0,230265210608424
"3059";316950;40;214;0,186915887850467
"3060";316960;383;1410;0,271631205673759
"3061";316970;1019;1628;0,625921375921376
"3062";316980;58;217;0,267281105990783
"3063";316990;3176;9400;0,337872340425532
"3064";317000;96;486;0,197530864197531
"3065";317005;103;458;0,224890829694323
"3066";317010;2356;12827;0,183675060419428
"3067";317020;4215;28861;0,146044835591282
"3068";317030;19;55;0,345454545454545
"3069";317040;599;2408;0,24875415282392
"3070";317043;358;698;0,512893982808023
"3071";317047;21;48;0,4375
"3072";317050;81;454;0,1784140969163
"3073";317052;92;368;0,25
"3074";317057;62;285;0,217543859649123
"3075";317060;16;86;0,186046511627907
"3076";317065;36;148;0,243243243243243
"3077";317070;765;5736;0,13336820083682
"3078";317075;39;217;0,179723502304147
"3079";317080;941;2086;0,451102588686481
"3080";317090;426;1017;0,418879056047198
"3081";317100;188;957;0,19644723092999
"3082";317103;43;292;0,147260273972603
"3083";317107;152;328;0,463414634146341
"3084";317110;19;120;0,158333333333333
"3085";317115;56;174;0,32183908045977
"3086";317120;952;4610;0,206507592190889
"3087";317130;783;3804;0,20583596214511
"3088";317140;80;229;0,349344978165939
"3089";317150;40;132;0,303030303030303
"3090";317160;312;796;0,391959798994975
"3091";317170;184;562;0,327402135231317
"3092";317180;215;428;0,502336448598131
"3093";317190;14;158;0,0886075949367089
"3094";317200;1101;3038;0,362409479921001
"3095";317210;126;311;0,405144694533762
"3096";317220;36;142;0,253521126760563
"3097";320010;510;2393;0,213121604680318
"3098";320013;43;213;0,2018779342723
"3099";320016;49;194;0,252577319587629
"3100";320020;780;2690;0,28996282527881
"3101";320030;67;390;0,171794871794872
"3102";320035;55;255;0,215686274509804
"3103";320040;258;1221;0,211302211302211
"3104";320050;211;441;0,478458049886621
"3105";320060;667;3497;0,190734915641979
"3106";320070;144;597;0,241206030150754
"3107";320080;571;1669;0,34212103055722
"3108";320090;231;1033;0,223620522749274
"3109";320100;456;1226;0,371941272430669
"3110";320110;153;444;0,344594594594595
"3111";320115;74;379;0,195250659630607
"3112";320120;1901;9447;0,201227903038001
"3113";320130;1994;12236;0,162961752206603
"3114";320140;856;2680;0,319402985074627
"3115";320150;966;4340;0,22258064516129
"3116";320160;338;1518;0,22266139657444
"3117";320170;162;613;0,264274061990212
"3118";320180;74;196;0,377551020408163
"3119";320190;354;1704;0,207746478873239
"3120";320200;68;223;0,304932735426009
"3121";320210;703;1663;0,422730006013229
"3122";320220;56;462;0,121212121212121
"3123";320225;29;223;0,130044843049327
"3124";320230;683;1713;0,39871570344425
"3125";320240;2199;6274;0,35049410264584
"3126";320245;892;1585;0,562776025236593
"3127";320250;94;373;0,25201072386059
"3128";320255;80;339;0,23598820058997
"3129";320260;282;744;0,379032258064516
"3130";320265;290;660;0,439393939393939
"3131";320270;226;805;0,280745341614907
"3132";320280;446;1442;0,309292649098474
"3133";320290;342;720;0,475
"3134";320300;1222;2323;0,5260439087387
"3135";320305;81;711;0,113924050632911
"3136";320310;230;807;0,285006195786865
"3137";320313;361;990;0,364646464646465
"3138";320316;85;483;0,175983436853002
"3139";320320;1349;6822;0,197742597478745
"3140";320330;466;1000;0,466
"3141";320332;470;1754;0,267958950969213
"3142";320334;108;575;0,187826086956522
"3143";320335;43;341;0,126099706744868
"3144";320340;546;1714;0,31855309218203
"3145";320350;695;1552;0,447809278350515
"3146";320360;279;487;0,572895277207392
"3147";320370;306;994;0,30784708249497
"3148";320380;299;825;0,362424242424242
"3149";320390;1055;3218;0,327843380981976
"3150";320400;231;838;0,275656324582339
"3151";320405;529;1448;0,365331491712707
"3152";320410;499;1504;0,331781914893617
"3153";320420;157;647;0,242658423493045
"3154";320425;177;356;0,497191011235955
"3155";320430;68;626;0,108626198083067
"3156";320435;170;597;0,284757118927973
"3157";320440;58;426;0,136150234741784
"3158";320450;147;544;0,270220588235294
"3159";320455;497;2490;0,199598393574297
"3160";320460;204;1132;0,180212014134276
"3161";320465;104;361;0,28808864265928
"3162";320470;688;1669;0,41222288795686
"3163";320480;584;1290;0,452713178294574
"3164";320490;674;3730;0,180697050938338
"3165";320495;27;209;0,129186602870813
"3166";320500;1632;11123;0,14672300638317
"3167";320501;170;958;0,177453027139875
"3168";320503;145;807;0,179677819083024
"3169";320506;269;1138;0,236379613356766
"3170";320510;290;2047;0,141670737664875
"3171";320515;99;356;0,278089887640449
"3172";320517;101;371;0,272237196765499
"3173";320520;2064;13352;0,154583582983823
"3174";320530;1832;16356;0,112007825874297
"3175";330010;991;5931;0,167088180745237
"3176";330015;399;1082;0,368761552680222
"3177";330020;754;4082;0,184713375796178
"3178";330022;135;485;0,278350515463918
"3179";330023;15;185;0,0810810810810811
"3180";330025;181;1028;0,176070038910506
"3181";330030;2746;7227;0,37996402379964
"3182";330040;1676;8128;0,206200787401575
"3183";330045;6426;16822;0,381999762216146
"3184";330050;470;1609;0,292106898694842
"3185";330060;1190;3629;0,327914025902452
"3186";330070;947;6138;0,154284783317041
"3187";330080;748;2719;0,275101140125046
"3188";330090;760;1645;0,462006079027356
"3189";330093;13;163;0,0797546012269939
"3190";330095;39;254;0,153543307086614
"3191";330100;4819;25654;0,187845949949326
"3192";330110;670;1378;0,486211901306241
"3193";330115;483;1328;0,363704819277108
"3194";330120;309;1233;0,250608272506083
"3195";330130;357;1355;0,263468634686347
"3196";330140;274;745;0,367785234899329
"3197";330150;536;1307;0,410099464422341
"3198";330160;242;568;0,426056338028169
"3199";330170;3986;17790;0,224058459808881
"3200";330180;405;917;0,441657579062159
"3201";330185;511;1962;0,260448521916412
"3202";330187;125;689;0,181422351233672
"3203";330190;3896;9632;0,404485049833887
"3204";330200;699;2481;0,28174123337364
"3205";330205;691;1512;0,457010582010582
"3206";330210;846;2331;0,362934362934363
"3207";330220;1938;7886;0,245751965508496
"3208";330225;318;1040;0,305769230769231
"3209";330227;1610;4544;0,35431338028169
"3210";330230;171;486;0,351851851851852
"3211";330240;1271;7194;0,176675006950236
"3212";330245;112;272;0,411764705882353
"3213";330250;2649;7971;0,3323296951449
"3214";330260;485;1893;0,256207078711041
"3215";330270;1012;3001;0,337220926357881
"3216";330280;247;805;0,306832298136646
"3217";330285;629;2487;0,252915158825895
"3218";330290;470;1772;0,265237020316027
"3219";330300;854;2295;0,372113289760349
"3220";330310;298;1213;0,245671887881286
"3221";330320;928;3415;0,271742313323572
"3222";330330;2236;11108;0,201296362981635
"3223";330340;1663;7660;0,21710182767624
"3224";330350;7306;23976;0,304721388054721
"3225";330360;1750;4176;0,419061302681992
"3226";330370;550;2125;0,258823529411765
"3227";330380;338;1403;0,240912330719886
"3228";330385;467;1887;0,247482776894542
"3229";330390;3697;15462;0,239102315353771
"3230";330395;255;839;0,303933253873659
"3231";330400;333;1599;0,208255159474672
"3232";330410;672;1741;0,385985066053992
"3233";330411;169;655;0,258015267175572
"3234";330412;331;913;0,362541073384447
"3235";330414;2925;6860;0,426384839650146
"3236";330415;397;1262;0,314580031695721
"3237";330420;1199;6066;0,19765908341576
"3238";330430;1173;4368;0,268543956043956
"3239";330440;122;512;0,23828125
"3240";330450;249;649;0,38366718027735
"3241";330452;515;2391;0,215391049769971
"3242";330455;29372;154266;0,190398402758871
"3243";330460;295;879;0,335608646188851
"3244";330470;1467;4150;0,353493975903614
"3245";330475;364;2068;0,176015473887814
"3246";330480;1198;3383;0,354123558971327
"3247";330490;18314;52488;0,348917847889041
"3248";330500;316;1714;0,184364060676779
"3249";330510;3373;11984;0,281458611481976
"3250";330513;92;297;0,30976430976431
"3251";330515;456;1084;0,420664206642066
"3252";330520;186;1651;0,112658994548758
"3253";330530;389;973;0,399794450154162
"3254";330540;136;467;0,291220556745182
"3255";330550;626;2287;0,273721031919545
"3256";330555;731;1795;0,407242339832869
"3257";330560;298;1094;0,272394881170018
"3258";330570;255;827;0,308343409915357
"3259";330575;243;1210;0,200826446280992
"3260";330580;1525;7530;0,202523240371846
"3261";330590;174;624;0,278846153846154
"3262";330600;1172;3552;0,329954954954955
"3263";330610;2154;6297;0,342067651262506
"3264";330615;343;754;0,454907161803714
"3265";330620;639;1917;0,333333333333333
"3266";330630;2809;12903;0,217701309772921
"3267";350010;1376;3562;0,386299831555306
"3268";350020;32;285;0,112280701754386
"3269";350030;582;2322;0,250645994832041
"3270";350040;125;511;0,244618395303327
"3271";350050;273;1411;0,193479801559178
"3272";350055;62;329;0,188449848024316
"3273";350060;18;119;0,151260504201681
"3274";350070;587;2469;0,237748076144188
"3275";350075;25;203;0,123152709359606
"3276";350080;48;291;0,164948453608247
"3277";350090;34;164;0,207317073170732
"3278";350100;441;1454;0,303301237964237
"3279";350110;58;264;0,21969696969697
"3280";350115;78;469;0,166311300639659
"3281";350120;30;224;0,133928571428571
"3282";350130;553;1990;0,277889447236181
"3283";350140;75;317;0,236593059936909
"3284";350150;30;176;0,170454545454545
"3285";350160;829;7305;0,113483915126626
"3286";350170;208;1280;0,1625
"3287";350180;57;349;0,163323782234957
"3288";350190;482;3030;0,159075907590759
"3289";350200;5;116;0,0431034482758621
"3290";350210;1394;4296;0,324487895716946
"3291";350220;747;2414;0,309444904722452
"3292";350230;52;340;0,152941176470588
"3293";350240;72;366;0,19672131147541
"3294";350250;342;1947;0,175654853620955
"3295";350260;331;857;0,386231038506418
"3296";350270;341;1166;0,292452830188679
"3297";350275;58;439;0,132118451025057
"3298";350280;1182;9072;0,130291005291005
"3299";350290;66;756;0,0873015873015873
"3300";350300;87;318;0,273584905660377
"3301";350310;34;256;0,1328125
"3302";350315;21;115;0,182608695652174
"3303";350320;1006;6433;0,156381159645577
"3304";350330;751;5694;0,131893220934317
"3305";350335;68;220;0,309090909090909
"3306";350340;65;383;0,169712793733681
"3307";350350;32;153;0,209150326797386
"3308";350360;110;620;0,17741935483871
"3309";350370;118;557;0,211849192100539
"3310";350380;122;1483;0,0822656776803776
"3311";350390;211;1966;0,107324516785351
"3312";350395;43;153;0,281045751633987
"3313";350400;1109;5938;0,186763219939374
"3314";350410;710;3572;0,198768197088466
"3315";350420;392;1253;0,312849162011173
"3316";350430;34;284;0,119718309859155
"3317";350440;133;725;0,183448275862069
"3318";350450;1143;5845;0,195551753635586
"3319";350460;104;780;0,133333333333333
"3320";350470;34;116;0,293103448275862
"3321";350480;107;493;0,217038539553753
"3322";350490;134;464;0,288793103448276
"3323";350500;51;203;0,251231527093596
"3324";350510;73;416;0,175480769230769
"3325";350520;731;2473;0,295592397897291
"3326";350530;697;2573;0,270890011659541
"3327";350535;73;248;0,294354838709677
"3328";350540;44;293;0,150170648464164
"3329";350550;1955;8660;0,225750577367206
"3330";350560;156;1134;0,137566137566138
"3331";350570;3338;18106;0,184358776096322
"3332";350580;844;2594;0,325366229760987
"3333";350590;1112;4528;0,245583038869258
"3334";350600;2942;16736;0,175788718929254
"3335";350610;602;2986;0,201607501674481
"3336";350620;31;122;0,254098360655738
"3337";350630;247;856;0,288551401869159
"3338";350635;456;2324;0,196213425129088
"3339";350640;123;495;0,248484848484848
"3340";350650;989;5480;0,180474452554745
"3341";350660;147;1036;0,141891891891892
"3342";350670;131;777;0,168597168597169
"3343";350680;134;745;0,179865771812081
"3344";350690;67;465;0,144086021505376
"3345";350700;525;2013;0,26080476900149
"3346";350710;115;636;0,180817610062893
"3347";350715;19;167;0,11377245508982
"3348";350720;15;48;0,3125
"3349";350730;56;260;0,215384615384615
"3350";350740;377;1180;0,319491525423729
"3351";350745;41;176;0,232954545454545
"3352";350750;1391;8548;0,16272812353767
"3353";350760;1023;5788;0,176744989633725
"3354";350770;55;309;0,177993527508091
"3355";350775;31;114;0,271929824561404
"3356";350780;202;1075;0,187906976744186
"3357";350790;218;1172;0,186006825938567
"3358";350800;99;697;0,142037302725968
"3359";350810;304;1042;0,291746641074856
"3360";350820;68;271;0,250922509225092
"3361";350830;86;278;0,309352517985612
"3362";350840;231;1199;0,192660550458716
"3363";350850;550;3029;0,181578078573787
"3364";350860;261;1618;0,161310259579728
"3365";350870;452;1344;0,336309523809524
"3366";350880;392;1411;0,277817150956768
"3367";350890;82;345;0,23768115942029
"3368";350900;439;2539;0,172902717605356
"3369";350910;125;497;0,251509054325956
"3370";350920;228;1844;0,123644251626898
"3371";350925;250;1334;0,187406296851574
"3372";350930;319;915;0,348633879781421
"3373";350940;1222;2945;0,414940577249576
"3374";350945;82;359;0,228412256267409
"3375";350950;6564;39507;0,166147771281039
"3376";350960;501;2939;0,170466144947261
"3377";350970;473;3119;0,151651170246874
"3378";350980;48;258;0,186046511627907
"3379";350990;67;494;0,135627530364372
"3380";350995;39;226;0,172566371681416
"3381";351000;406;2003;0,202695956065901
"3382";351010;28;165;0,16969696969697
"3383";351015;35;255;0,137254901960784
"3384";351020;415;2545;0,163064833005894
"3385";351030;80;514;0,155642023346304
"3386";351040;533;2707;0,196896933875139
"3387";351050;1065;6007;0,177293157982354
"3388";351060;3406;17741;0,191984668282509
"3389";351070;521;1369;0,380569758948137
"3390";351080;395;2135;0,185011709601874
"3391";351090;59;227;0,259911894273128
"3392";351100;416;1342;0,309985096870343
"3393";351110;1587;7535;0,210617120106171
"3394";351120;69;302;0,228476821192053
"3395";351130;45;366;0,122950819672131
"3396";351140;397;1458;0,272290809327846
"3397";351150;368;2023;0,181908057340583
"3398";351160;326;941;0,34643995749203
"3399";351170;306;1021;0,299706170421156
"3400";351190;93;420;0,221428571428571
"3401";351200;334;1344;0,248511904761905
"3402";351210;157;538;0,29182156133829
"3403";351220;626;2240;0,279464285714286
"3404";351230;660;1694;0,38961038961039
"3405";351240;48;651;0,0737327188940092
"3406";351250;24;229;0,104803493449782
"3407";351260;66;269;0,245353159851301
"3408";351270;16;122;0,131147540983607
"3409";351280;450;2496;0,180288461538462
"3410";351290;63;368;0,171195652173913
"3411";351300;1472;9749;0,150989845112319
"3412";351310;350;1589;0,220264317180617
"3413";351320;52;348;0,149425287356322
"3414";351330;17;127;0,133858267716535
"3415";351340;1096;4149;0,264160038563509
"3416";351350;1147;6263;0,183139070732876
"3417";351360;331;1743;0,189902467010901
"3418";351370;373;1593;0,234149403640929
"3419";351380;4780;21904;0,218224981738495
"3420";351385;54;180;0,3
"3421";351390;408;1344;0,303571428571429
"3422";351400;87;488;0,17827868852459
"3423";351410;788;2172;0,36279926335175
"3424";351420;51;170;0,3
"3425";351430;103;466;0,221030042918455
"3426";351440;759;3488;0,217603211009174
"3427";351450;572;1679;0,340678975580703
"3428";351460;63;373;0,168900804289544
"3429";351470;35;206;0,169902912621359
"3430";351480;134;694;0,193083573487032
"3431";351490;103;699;0,147353361945637
"3432";351492;57;197;0,289340101522843
"3433";351495;12;85;0,141176470588235
"3434";351500;1707;11075;0,154130925507901
"3435";351510;486;3207;0,151543498596819
"3436";351512;100;253;0,395256916996047
"3437";351515;88;706;0,124645892351275
"3438";351518;814;3431;0,237248615563976
"3439";351519;55;302;0,182119205298013
"3440";351520;317;856;0,370327102803738
"3441";351530;23;170;0,135294117647059
"3442";351535;179;781;0,229193341869398
"3443";351540;303;1396;0,217048710601719
"3444";351550;820;5399;0,151879977773662
"3445";351560;61;315;0,193650793650794
"3446";351565;19;99;0,191919191919192
"3447";351570;2044;7309;0,279655219592284
"3448";351580;36;161;0,22360248447205
"3449";351590;69;192;0,359375
"3450";351600;708;1884;0,375796178343949
"3451";351610;22;155;0,141935483870968
"3452";351620;2030;15922;0,127496545660093
"3453";351630;1523;6156;0,247400909681611
"3454";351640;853;5768;0,147884882108183
"3455";351650;29;123;0,235772357723577
"3456";351660;101;390;0,258974358974359
"3457";351670;803;3795;0,211594202898551
"3458";351680;113;316;0,357594936708861
"3459";351685;19;138;0,13768115942029
"3460";351690;494;1080;0,457407407407407
"3461";351700;232;731;0,317373461012312
"3462";351710;38;303;0,125412541254125
"3463";351720;128;636;0,20125786163522
"3464";351730;45;257;0,175097276264591
"3465";351740;966;2752;0,351017441860465
"3466";351750;125;885;0,141242937853107
"3467";351760;223;1103;0,202175883952856
"3468";351770;289;911;0,317233809001098
"3469";351780;244;817;0,298653610771114
"3470";351790;76;416;0,182692307692308
"3471";351800;20;127;0,15748031496063
"3472";351810;52;331;0,157099697885196
"3473";351820;656;2514;0,260938743038982
"3474";351830;298;1436;0,207520891364903
"3475";351840;1281;5721;0,223911903513372
"3476";351850;50;506;0,0988142292490119
"3477";351860;448;2148;0,208566108007449
"3478";351870;1268;9993;0,126888822175523
"3479";351880;9931;55429;0,179166140467986
"3480";351885;83;440;0,188636363636364
"3481";351890;178;501;0,355289421157685
"3482";351900;642;1203;0,533665835411471
"3483";351905;28;247;0,11336032388664
"3484";351907;1720;9396;0,183056619838229
"3485";351910;100;592;0,168918918918919
"3486";351920;302;693;0,435786435786436
"3487";351925;106;438;0,242009132420091
"3488";351930;491;1797;0,273233166388425
"3489";351940;339;1021;0,332027424094025
"3490";351950;45;354;0,127118644067797
"3491";351960;437;2601;0,1680123029604
"3492";351970;138;1428;0,0966386554621849
"3493";351980;54;430;0,125581395348837
"3494";351990;251;795;0,315723270440252
"3495";352000;1645;3115;0,528089887640449
"3496";352010;558;2027;0,275283670448939
"3497";352020;66;410;0,160975609756098
"3498";352030;305;1355;0,225092250922509
"3499";352040;154;1078;0,142857142857143
"3500";352042;47;483;0,0973084886128364
"3501";352044;291;1203;0,241895261845387
"3502";352050;1020;7664;0,133089770354906
"3503";352060;86;441;0,195011337868481
"3504";352070;162;530;0,305660377358491
"3505";352080;88;264;0,333333333333333
