"";"COD6D";"adm";"atencao_basica";"assist_hosp";"suporte";"vigil_epidem";"alimentacao";"trabalhador";"educ_infantil";"direitos";"saneamento_rural";"saneamento_urb";"desenv";"outros";"total"
"1142";"410670";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1143";"351710";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1144";"313657";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1145";"521870";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1146";"171890";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1147";"410300";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1148";"411090";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1149";"412635";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1150";"500025";0;75000;0;0;0;0;0;0;0;0;0;0;0;75000
"1151";"315730";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1152";"316590";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1153";"430845";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1154";"510455";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1155";"316080";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1156";"251380";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1157";"510620";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1158";"171630";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1159";"210730";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1160";"170730";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1161";"353325";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1162";"411380";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1163";"314060";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1164";"354105";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1165";"315750";0;30000;25000;0;0;0;0;0;0;0;0;0;0;55000
"1166";"170390";0;195000;0;0;0;0;0;0;0;0;0;0;0;195000
"1167";"290060";0;61733,3333333333;0;0;0;0;0;0;0;0;0;0;0;61733,3333333333
"1168";"411550";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1169";"315880";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1170";"172010";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1171";"240680";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1172";"211195";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1173";"522015";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1174";"311170";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1175";"230480";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1176";"314640";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1177";"421875";0;0;0;0;0;0;0;0;0;0;20000;0;0;20000
"1178";"310870";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1179";"315040";0;20000;0;0;0;0;0;0;0;0;0;0;0;20000
"1180";"352950";0;1e+05;0;0;0;0;0;0;0;0;0;0;0;1e+05
"1181";"420985";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1182";"350140";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1183";"220995";0;33750;0;0;0;0;0;0;0;0;0;0;0;33750
"1184";"220527";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1185";"314315";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1186";"315070";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1187";"316225";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1188";"314440";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1189";"316980";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1190";"290880";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1191";"412670";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1192";"220360";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1193";"170555";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1194";"431303";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1195";"430265";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1196";"410754";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1197";"420665";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1198";"312083";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1199";"250810";0;0;0;0;0;0;0;0;0;0;33750;0;0;33750
"1200";"430630";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1201";"520520";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1202";"250470";0;0;0;0;0;0;0;0;0;0;83333,3333333333;0;0;83333,3333333333
"1203";"312705";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1204";"220100";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1205";"314230";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1206";"317115";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1207";"120043";0;50000;0;75000;0;0;0;0;0;0;62500;0;0;187500
"1208";"241050";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1209";"220211";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1210";"160021";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1211";"240850";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1212";"211080";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1213";"521973";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1214";"220323";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1215";"421725";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1216";"315030";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1217";"430980";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1218";"315440";0;0;0;0;0;0;0;0;0;0;20000;0;0;20000
"1219";"312825";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1220";"420915";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1221";"410785";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1222";"431842";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1223";"317065";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1224";"522220";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1225";"431171";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1226";"420760";0;33950;0;0;0;0;0;0;0;0;0;0;0;33950
"1227";"220980";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1228";"351890";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1229";"311220";0;0;0;0;0;0;0;0;0;0;272722;0;0;272722
"1230";"220551";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1231";"312060";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1232";"251440";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1233";"240933";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1234";"521925";0;0;50000;0;0;0;0;0;0;0;0;0;0;50000
"1235";"312130";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1236";"313590";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1237";"310445";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1238";"240290";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1239";"412040";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1240";"421310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1241";"510269";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1242";"431260";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1243";"421917";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1244";"410770";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1245";"313835";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1246";"355420";0;0;0;0;0;0;0;0;0;0;33333,3333333333;0;0;33333,3333333333
"1247";"110145";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1248";"250420";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1249";"352870";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1250";"354510";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1251";"411845";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1252";"352060";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1253";"220255";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1254";"421507";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1255";"522150";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1256";"352630";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1257";"240880";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1258";"311535";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1259";"220559";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1260";"431230";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1261";"412065";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1262";"500310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1263";"312660";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1264";"430087";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1265";"291260";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1266";"510343";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1267";"430320";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1268";"220327";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1269";"240060";0;0;0;1e+05;0;0;0;0;0;0;20000;0;0;120000
"1270";"520810";0;32500;0;0;0;0;0;0;0;0;0;0;0;32500
"1271";"520810";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1272";"350075";0;1e+05;33333,3333333333;0;0;0;0;0;0;0;0;0;0;133333,333333333
"1273";"210725";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1274";"110155";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1275";"421330";0;56250;0;0;0;0;0;0;0;0;0;0;0;56250
"1276";"250535";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1277";"411170";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1278";"411230";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1279";"313910";0;0;0;0;0;0;0;0;0;0;66666,6666666667;0;0;66666,6666666667
"1280";"420030";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1281";"420660";0;0;50000;0;0;0;0;0;0;0;0;0;0;50000
"1282";"431220";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1283";"221135";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1284";"220935";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1285";"314840";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1286";"430970";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1287";"430550";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1288";"311265";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1289";"315610";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1290";"500750";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1291";"432030";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1292";"510880";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1293";"312210";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1294";"500625";0;25000;0;0;0;0;0;0;0;0;0;0;0;25000
"1295";"311810";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1296";"430544";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1297";"316440";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1298";"520915";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1299";"171570";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1300";"430330";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1301";"170830";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1302";"270590";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1303";"350430";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1304";"310480";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1305";"520830";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1306";"314537";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1307";"311010";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1308";"280310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1309";"411545";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1310";"310520";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1311";"313200";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1312";"250950";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1313";"315740";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1314";"220740";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1315";"315930";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1316";"351260";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1317";"310720";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1318";"312040";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1319";"521390";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1320";"170600";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1321";"431053";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1322";"421605";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1323";"241370";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1324";"520495";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1325";"350770";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1326";"410715";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1327";"510390";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1328";"412627";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1329";"170215";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1330";"310880";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1331";"352770";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1332";"250230";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1333";"250310";0;35000;0;0;0;0;0;0;0;0;0;0;0;35000
"1334";"312940";0;0;0;0;0;0;0;0;0;0;129633,2;0;0;129633,2
"1335";"500730";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1336";"220265";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1337";"350910";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1338";"316390";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1339";"290950";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1340";"251720";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1341";"411585";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1342";"150775";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1343";"150775";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1344";"220045";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1345";"410780";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1346";"310250";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1347";"171665";0;50000;0;0;0;0;0;0;0;0;0;0;0;50000
"1348";"521080";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1349";"313507";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1350";"172065";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1351";"317210";0;0;2e+05;0;0;0;0;0;0;0;0;0;0;2e+05
"1352";"510720";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1353";"430340";0;0;0;0;0;0;0;0;0;25000;0;0;0;25000
"1354";"430340";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1355";"220375";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1356";"412110";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1357";"520017";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1358";"220010";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1359";"411695";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1360";"220545";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1361";"311547";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1362";"250270";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1363";"431210";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1364";"270620";0;75000;0;0;0;0;0;0;0;0;0;0;0;75000
"1365";"270620";0;0;0;0;0;0;0;0;0;66666,6666666667;0;0;0;66666,6666666667
"1366";"240160";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1367";"432254";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1368";"510452";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1369";"431190";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1370";"312733";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1371";"312540";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1372";"522230";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1373";"221005";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1374";"220937";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1375";"355385";0;50000;0;0;0;0;0;0;0;0;0;0;0;50000
"1376";"350300";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1377";"220027";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1378";"431406";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1379";"510268";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1380";"251170";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1381";"313570";0;0;0;0;0;0;0;0;0;0;22500;0;0;22500
"1382";"311760";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1383";"411375";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1384";"170030";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1385";"430720";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1386";"312385";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1387";"316140";0;78000;2e+05;0;0;0;0;0;0;0;0;0;0;278000
"1388";"412290";0;50000;0;0;0;0;0;0;0;0;0;0;0;50000
"1389";"431442";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1390";"170370";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1391";"316257";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1392";"312270";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1393";"432035";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1394";"421935";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1395";"250527";0;0;0;0;0;0;0;0;0;0;96250;0;0;96250
"1396";"311210";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1397";"312250";0;0;0;0;0;0;0;0;0;0;20000;0;0;20000
"1398";"312100";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1399";"220590";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1400";"241025";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1401";"315090";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1402";"315510";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1403";"354460";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1404";"316557";0;0;0;0;0;0;0;0;0;0;1e+05;0;0;1e+05
"1405";"312310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1406";"410920";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1407";"431162";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1408";"240330";0;0;0;60000;0;0;0;0;0;0;0;0;0;60000
"1409";"220400";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1410";"241470";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1411";"351250";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1412";"250053";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1413";"510735";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1414";"350535";0;0;0;0;0;0;0;0;0;0;33333,3333333333;0;0;33333,3333333333
"1415";"510035";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1416";"412400";0;50000;0;0;0;0;0;0;0;0;0;0;0;50000
"1417";"420090";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1418";"291330";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1419";"150746";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1420";"520850";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1421";"314545";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1422";"330245";0;12500;50000;125000;0;0;0;0;0;0;0;0;0;187500
"1423";"412450";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1424";"170650";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1425";"270530";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1426";"315530";0;0;0;0;0;0;0;0;0;0;20000;0;0;20000
"1427";"510454";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1428";"220560";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1429";"315810";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1430";"432310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1431";"314820";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1432";"353770";0;30000;0;0;0;0;0;0;0;0;0;0;0;30000
"1433";"355535";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1434";"315590";0;0;1e+05;0;0;0;0;0;0;0;114500;0;0;214500
"1435";"210135";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1436";"310205";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1437";"220191";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1438";"421810";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1439";"432290";0;0;1e+05;0;0;0;0;0;0;0;0;0;0;1e+05
"1440";"430673";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1441";"510185";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1442";"220170";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1443";"280220";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1444";"251350";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1445";"310530";0;0;0;0;0;0;0;0;0;0;14000;0;0;14000
"1446";"170765";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1447";"240520";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1448";"313850";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1449";"170310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1450";"352490";0;40000;0;0;0;0;0;0;0;0;0;0;0;40000
"1451";"412610";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1452";"432135";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1453";"430180";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1454";"411345";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1455";"500350";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1456";"251330";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1457";"220552";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1458";"291090";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1459";"220192";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1460";"313540";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1461";"353990";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1462";"510665";0;30000;0;0;0;0;0;0;0;0;0;0;0;30000
"1463";"500280";0;135000;0;0;0;0;0;0;0;0;0;0;0;135000
"1464";"500280";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1465";"240280";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1466";"241415";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1467";"220210";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1468";"316095";0;0;0;0;0;0;0;0;0;0;20000;0;0;20000
"1469";"270340";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1470";"354700";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1471";"431500";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1472";"410845";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1473";"313870";0;0;0;0;0;0;0;0;0;0;15000;0;0;15000
"1474";"313610";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1475";"351730";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1476";"355490";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1477";"510523";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1478";"411860";0;66666,6666666667;0;0;0;0;0;0;0;0;1e+05;0;0;166666,666666667
"1479";"510618";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1480";"521060";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1481";"410090";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1482";"355320";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1483";"510680";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1484";"354480";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1485";"430400";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1486";"521550";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1487";"210180";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1488";"220435";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1489";"210970";0;0;0;0;0;0;0;0;0;0;10000;0;0;10000
"1490";"510310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1491";"310770";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1492";"411720";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1493";"430380";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1494";"251445";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1495";"520085";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1496";"520380";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1497";"431170";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1498";"220930";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1499";"410710";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1500";"510010";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1501";"412530";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1502";"431620";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1503";"240540";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1504";"220253";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1505";"270220";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1506";"250020";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1507";"351560";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1508";"315310";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1509";"315310";0;0;0;0;0;0;0;0;0;0;4e+05;0;0;4e+05
"1510";"420060";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1511";"317107";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1512";"420190";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1513";"421520";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1514";"313660";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1515";"270370";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1516";"240490";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1517";"220965";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1518";"350945";0;75000;0;0;0;0;0;0;0;0;0;0;0;75000
"1519";"354650";0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1520";"316410";0;0;0;0;0;0;0;0;0;0;0;0;0;0
