"";"COD7D";"Municipio";"COD6D";"Aracaju";"Belem";"Belo_Horizonte";"Boa_Vista";"Brasilia";"Campo_Grande";"Cuiaba";"Curitiba";"Florianopolis";"Fortaleza";"Goiania";"Joao_Pessoa";"Macapa";"Maceio";"Manaus";"Natal";"Palmas";"Porto_Alegre";"Porto_Velho";"Recife";"Rio_Branco";"Rio_de_Janeiro";"Salvador";"Sao_Luis";"Sao_Paulo";"Teresina";"Vitoria";"LessDistant"
"2346";"3520442";"ILHA SOLTEIRA";"352044";1840720,73676744;2144673,12230338;765215,495569077;2802304,71741019;631766,823944298;316124,689126721;741427,374869161;594251,235492314;839530,655783437;2301382,08195211;468737,491125329;2297195,60861636;2322303,80421018;2059776,37801075;2198920,19678399;2370787,97210043;1178137,89065172;1070591,91599547;1876698,70302583;2229084,29856111;2163716,89691636;853014,280806302;1595012,90674185;2108912,61430781;594556,691214326;1930222,57693952;1144622,42242607;316,12469
"2356";"3520509";"INDAIATUBA";"352050";1717250,23292557;2422918,69896614;488524,780489466;3251119,60736068;813317,980873525;766978,024120961;1248977,83139032;337392,331415014;512614,933322239;2332872,24928104;747637,521760005;2203252,95404034;2644947,8782099;1938719,40360023;2667937,49942306;2305801,52773552;1429860,36496137;868966,019907908;2389306,22157983;2121082,93283583;2674533,02374004;384183,774849738;1458188,43945707;2286750,32796758;82713,8699389122;2048957,62927415;780122,384833999;82,71387
"2366";"3520608";"INDIANA";"352060";1948345,54669296;2331328,20778007;798154,796908081;2976970,89752919;792189,758585102;337786,316524555;889024,551381679;421383,167584084;664099,05768941;2451716,18060443;642669,914695453;2416344,78565299;2510778,89608374;2169759,5509474;2367507,82423719;2498170,87110948;1359709,17610382;882069,250317861;2002205,59244525;2343891,17122429;2261944,31379442;807317,812707945;1696236,01830508;2285012,78732422;502221,657271651;2096165,9339174;1156656,12205018;337,78632
"2376";"3520707";"INDIAPORÃ";"352070";1724253,79112535;2078711,76674836;659963,900219885;2795689,03822884;530109,440031706;429469,228942178;781121,433812658;620527,325046465;863841,042831657;2195341,72020489;380442,830831591;2182179,73453;2268472,39702913;1943564,56393225;2202907,40322672;2257311,86758423;1100149,52142361;1127746,01565736;1925669,68961011;2113442,86830641;2230331,35790646;778507,984330541;1478127,39688258;2022113,67167621;554750,243403499;1833476,54672821;1042872,51860527;380,44283
"2386";"3520806";"INÚBIA PAULISTA";"352080";1896980,16310086;2283868,88563842;756156,286348103;2948082,97104243;738862,684260835;353573,85221027;872272,753047378;447707,476616731;692619,585142755;2397859,49018528;591222,536767703;2363995,285806;2466468,90261476;2118215,8168287;2342087,74553667;2445195,37836541;1309625,73275386;925978,389303917;1995371,40084986;2291917,26081572;2264728,28499212;783436,660302737;1645459,43998013;2233181,83329652;490707,945589288;2042923,67920827;1119925,51618229;353,57385
"2396";"3520905";"IPAUSSU";"352090";1884318,14727582;2417747,66676893;681956,244928922;3137733,35951368;828457,247164103;535239,489022635;1073699,10127286;269208,638715924;512105,843618644;2444204,06623715;711805,260714623;2363222,08176008;2615799,86747866;2106773,18961842;2536569,77270659;2455545,60289792;1430127,27784258;794194,833861552;2196895,43982932;2285680,90383694;2460672,40326595;630514,483291436;1627284,77354342;2331985,45507242;309514,400977354;2120124,09903125;1011706,43488378;269,20864
"2406";"3521002";"IPERÓ";"352100";1770748,00111738;2453782,14486975;542693,771039074;3259739,99312636;844141,193798354;736383,237087936;1239105,13668999;284682,173286064;470815,164405363;2381378,79179194;768049,203894629;2256395,23290058;2671470,26913741;1992342,51011011;2671755,89575786;2358178,08549959;1460376,3245192;820407,70922363;2375399,72918097;2174525,59079043;2653018,61679198;430179,502368164;1511724,27054723;2326080,14566409;103806,665995605;2092015,42851019;833149,231002756;103,806666
"24113";"3521101";"IPEÚNA";"352110";1696290,23036218;2344933,65630951;479642,059181207;3159578,67480707;735415,643627877;696542,533851843;1159708,57569508;374188,455872541;576603,450466533;2287990,54435607;660496,113860052;2179214,41615914;2562655,04729759;1918530,2608537;2575823,81397456;2276964,38985256;1351526,00761265;916955,928889053;2301600,72258221;2099289,39188686;2591904,27626647;440928,708316944;1437909,40087567;2220534,83301695;174410,984273401;1989958,70502161;805340,55069096;174,410984
"24212";"3521150";"IPIGUÁ";"352115";1695409,76666798;2149388,12576378;574585,95540386;2904648,43328899;564885,237730684;505426,638187431;899712,898932905;534994,174168727;772994,117448571;2206589,38092172;443535,760471954;2162978,29386168;2349753,3446263;1916664,16713169;2315895,06729484;2245405,325615;1161850,69571778;1061412,92957241;2043975,86819452;2090546,34489645;2345532,93657469;664375,166240308;1444024,45330178;2068484,54682857;437318,617017492;1864758,30750828;951046,099476228;437,318617
"24310";"3521200";"IPORANGA";"352120";1924642,42696511;2574902,84672183;695728,904068426;3328508,2968333;969859,535899796;708530,983820104;1266348,87758704;130540,321397827;339710,346817969;2532711,28148397;874572,11423465;2410505,2365204;2783176,35903011;2146124,40831276;2729217,35689275;2512377,01002248;1582602,36199391;670652,666019188;2384948,23632944;2328464,11242366;2639104,05840458;547556,761653378;1665586,09447294;2463580,80544216;215375,192449341;2235914,05339881;969991,379975078;130,54032
"2446";"3521309";"IPUÃ";"352130";1570450,17554707;2121828,98915703;433076,802739736;2947370,2701851;514003,628240432;646567,249046824;998679,811575724;574226,2949336;794451,844134479;2110726,89896107;436818,347138768;2043263,69274578;2337657,27827903;1792441,47512062;2372123,93769562;2130630,34568154;1128606,22865507;1116437,83001156;2144051,99455358;1968532,69282954;2459805,2333572;551818,8079798;1316579,75909245;2009523,16683571;386732,389321454;1789704,94157199;811484,696624745;386,732389
"2456";"3521408";"IRACEMÁPOLIS";"352140";1696569,99109139;2364520,70730105;474979,951232591;3185490,69866582;754713,25378439;720047,179210671;1186919,69260432;366384,624772822;561080,128076276;2295945,47746752;683825,527696176;2180551,33307344;2583980,92453136;1918634,07508487;2602405,98767243;2279803,74628957;1371163,21438438;906948,971020723;2328676,46865831;2099922,35428033;2618223,29789824;419057,871445648;1437889,74168306;2235737,6576691;147444,539720406;2002603,13947844;791818,627030528;147,44454
"2465";"3521507";"IRAPUÃ";"352150";1737207,37994432;2217862,63213077;586638,534349805;2966476,88410309;630377,806116476;505696,972749036;944571,36499991;466409,759072913;704822,214259839;2263596,67082424;512078,22189059;2208565,8380934;2418247,69897273;1959056,46560212;2374659,64778388;2293991,75586304;1229910,78860444;993886,133685384;2085769,10959583;2134570,69711334;2378072,54640446;639617,474458059;1483771,63943054;2134269,84063396;386850,286879214;1927534,51587079;953890,808324489;386,850287
"2475";"3521606";"IRAPURU";"352160";1913121,84315567;2261366,72056117;789137,231954055;2906857,24367467;733993,851092798;308002,272234317;825432,073355702;489649,899693323;733608,141291559;2399113,75398036;578584,465414347;2376750,52708345;2439136,99130545;2133749,11833203;2298934,04446379;2455230,895842;1292610,45507627;954103,541761578;1946609,46007698;2306029,8388618;2215620,29157095;828653,955501944;1663325,81447404;2220784,28742566;539382,52919066;2036626,06665667;1157339,28747662;308,00227
"2485";"3521705";"ITABERÁ";"352170";1912960,3906489;2504758,5509386;692523,88745628;3238531,70388552;906483,082670429;619432,947700567;1172918,99350244;178737,447218808;415779,688463005;2497849,26596595;800186,450919138;2395918,9676228;2707485,83311296;2135170,0077164;2637600,95114908;2493186,7760662;1514485,28814794;718403,635296093;2292155,54506901;2316008,45886322;2549230,76715545;590121,789043429;1654507,78538671;2406843,9189319;255406,460078101;2187135,82005244;995515,046727507;178,73745
"2495";"3521804";"ITAÍ";"352180";1874885,83554502;2460157,9588667;658542,48463816;3201953,47728557;861257,592568174;605917,35197114;1144429,16461684;223747,49707047;458530,414251457;2454656,00714779;756065,642613343;2356937,68567707;2663853,9061252;2097208,63109564;2603170,71590677;2453069,88485662;1469607,22452926;763552,414962586;2269017,86003965;2277594,65904952;2532594,40452832;575764,967693317;1616719,13745407;2361597,95420914;246403,101012656;2142292,53268336;971360,295442864;223,7475
"2505";"3521903";"ITAJOBI";"352190";1715882,86620558;2226184,68197633;554694,31118835;2990959,56977485;631143,133117254;541934,602356551;977764,27375565;457179,481383527;691529,27776684;2252765,4856205;522159,713221579;2189276,33384457;2430424,09780157;1937975,58976024;2401591,71707032;2276596,83094995;1236173,27359069;991080,423172683;2119981,20605995;2114367,47128754;2414074,08742853;602695,073858662;1461473,85847908;2134358,46956587;354705,260101614;1923042,6482456;919309,479295352;354,70526
"25113";"3522000";"ITAJU";"352200";1739147,43550401;2291550,84319315;551612,793159739;3062022,24125894;691098,225525222;577098,778348503;1041717,55118353;393773,494515038;623977,194551237;2295445,50815353;589819,409750175;2216511,00514875;2498423,66919754;1961558,80189099;2471857,51381584;2307606,63207057;1300232,88311791;932835,339676527;2181581,67656249;2139721,33905151;2469286,37577763;559621,995835371;1482868,32787846;2191915,82246666;289681,816168777;1975127,03196231;901971,338016927;289,681816
"25212";"3522109";"ITANHAÉM";"352210";1778937,46252204;2534348,21742827;550681,15363519;3364984,92310131;925590,952161857;840046,68900155;1350265,73111553;291758,843400371;421168,624237912;2417476,18420956;863051,357399374;2267038,1952204;2758653,37466447;1998966,88206717;2779684,45420539;2374450,18413132;1541816,22306539;791591,547148231;2486229,06978597;2182636,45878728;2761413,08799839;368031,470287253;1520095,08630579;2390019,7923207;52503,4032760653;2146558,69573841;795394,564770758;52,503403
"2538";"3522158";"ITAÓCA";"352215";1952950,63107595;2586857,77936534;724771,357681236;3326715,47186844;984373,390345587;690570,38316797;1257155,29066712;105503,082515745;329695,903853696;2556536,30970823;884090,319707278;2438410,51579819;2792331,28977696;2174576,38056082;2725094,45196735;2539496,41436727;1595356,66137648;649069,829767818;2371285,58091299;2356704,37439981;2621116,19157595;579342,582462377;1693940,92331015;2480982,26171719;247145,876616229;2255908,3140524;1001689,78819942;105,50308
"2545";"3522208";"ITAPECERICA DA SERRA";"352220";1749275,14570897;2494983,94859975;519675,305526971;3329295,81097318;886274,517809829;822977,908502217;1321725,32300966;312555,404521555;456674,454129615;2382315,09012425;824911,308445109;2236942,74551321;2719481,82922464;1969746,76041949;2745567,90504861;2343116,48614196;1502470,49641092;823966,080653147;2459888,93522924;2153111,9529309;2739528,63234384;359010,996110335;1490281,79312341;2351323,55192791;23564,6326252311;2108749,42977966;778193,118269157;23,564633
"2555";"3522307";"ITAPETININGA";"352230";1824115,47264083;2479089,63037877;597539,263668694;3260612,02916276;871308,253235459;700000,507706359;1222424,5834801;234787,57793038;437469,765942905;2427559,77089405;784488,74620807;2309128,67953134;2691861,01148081;2045905,97295914;2667823,24111757;2409704,44065135;1485996,94707788;775846,647218229;2353481,03221655;2227764,43221402;2623435,70394767;483675,524067649;1565187,23041221;2361096,39175497;150514,220229835;2131517,04762633;890050,754344367;150,51422
"2565";"3522406";"ITAPEVA";"352240";1897546,65424924;2508973,3319115;674313,803670305;3254449,80662125;907385,085934046;645671,435691696;1194097,25397817;178276,812484835;407622,229490452;2489039,08628756;806068,229114139;2381340,35919868;2714351,22706861;2119617,78458894;2655214,6740025;2479843,95348262;1517663,92542249;721684,87711409;2315775,67096607;2300868,16085699;2574932,20214042;563773,103623353;1638873,65262575;2405502,72499264;228510,89493873;2182858,39631406;971889,842673256;178,27681
"2575";"3522505";"ITAPEVI";"352250";1739962,66180212;2473614,50667721;509864,824159561;3305867,55823633;864559,102871094;805389,434025725;1299648,36258347;317576,351798092;472310,218823232;2367844,81913284;801852,07426331;2227200,2858215;2697336,17569415;1960769,12705147;2722244,08622912;2332295,71954659;1480904,65729454;836406,588564936;2438437,99175814;2143858,33304202;2719649,11975942;365583,933690282;1480893,59177294;2332261,3985448;34412,7183681809;2091130,11483296;778584,038575206;34,412718
"2585";"3522604";"ITAPIRA";"352260";1631774,64393635;2351551,18834772;404592,289597386;3207599,34731733;744106,746726556;791866,946750285;1236120,14284269;423533,490046274;596457,728170576;2246567,27641995;692510,054732357;2117369,35747425;2578476,41643721;1853418,75374916;2631636,250075;2219373,61095592;1359612,74103145;955484,277657566;2380578,91882804;2035532,6886448;2678229,57459442;344777,130524927;1372768,37724357;2206790,8907645;135498,439377853;1965912,61137224;712677,844836196;135,498439
"2595";"3522653";"ITAPIRAPUÃ PAULISTA";"352265";1974983,56002307;2582428,59344392;749067,589865553;3305936,83233621;984252,143162305;656002,838745236;1229541,46651027;100896,191854168;341015,87311914;2569828,73781097;877528,062119664;2459488,20429931;2784253,29122246;2196886,78139143;2701990,58433446;2558927,20838593;1592322,56412257;641786,643956058;2339507,91200572;2378518,51832383;2586084,16572614;614980,635646066;1716137,20091119;2484128,17946216;280853,512385483;2263004,20282303;1034165,43251435;100,89619
"2605";"3522703";"ITÁPOLIS";"352270";1711020,88807532;2246900,60124007;537518,164820359;3021098,70929492;647348,197395995;568457,474756353;1010388,31593038;437901,766340884;668726,283878002;2258111,7215715;545104,513358263;2186429,71554277;2453706,88572064;1933305,92560492;2432761,17558038;2275662,73116242;1255732,50095886;975703,598925278;2152541,66276433;2110584,08268049;2445913,02595941;572810,737419194;1455656,42796182;2148987,56698482;322238,212190232;1934009,53673977;897253,870402105;322,238212
"26113";"3522802";"ITAPORANGA";"352280";1920030,15995231;2484208,66547613;705283,779545474;3205454,30054848;890833,141096349;580567,057112712;1135829,76487193;200675,099615027;443083,196138685;2494595,35865932;778496,147325968;2401507,11083475;2683796,06500867;2142399,72514144;2603082,75300015;2496791,06483298;1495473,94790421;731510,186442461;2253687,68812089;2322521,80896456;2510305,4708459;619133,523181574;1662035,71449366;2393287,0845657;286717,136372751;2177558,69227265;1017887,06374544;200,6751
"26212";"3522901";"ITAPUÍ";"352290";1754655,39876274;2324546,9808401;557041,675017697;3095950,89675334;722501,752551536;593340,683406291;1071305,73934374;362366,569958015;590495,042613822;2319342,92388351;623700,536983929;2233622,73306224;2532278,39858387;1977109,87070172;2505097,09900724;2326385,09772147;1332849,98916533;903232,959399486;2209636,25813967;2156008,68810953;2493868,79562812;544143,340938669;1497684,82720783;2221992,63538717;261427,786683579;2003035,89897573;899123,29118405;261,427787
"2638";"3523008";"ITAPURA";"352300";1866412,38982927;2165452,79278078;785275,833721212;2811824,0474196;657563,646791139;294643,336591452;742376,076112399;583972,890194506;828860,609612713;2327345,51975889;493529,584816748;2323232,41223009;2341006,3753318;2085565,02931027;2206377,89052327;2396951,2030165;1201039,7130949;1052802,10904212;1873927,01763532;2255019,24344776;2156298,48943113;864782,702847106;1620429,39624559;2132803,54744363;599014,147167559;1955347,75986506;1163341,82146313;294,64334
"2645";"3523107";"ITAQUAQUECETUBA";"352310";1692444,01721171;2469143,77554961;464327,784517582;3328836,10467694;863983,348238829;863536,650412093;1342158,01980124;373598,965513883;505789,316306792;2333385,31002981;815030,810057476;2180534,96288964;2698709,38412271;1912510,79555863;2750645,14480241;2288059,89124394;1478324,6814317;877866,544118115;2483940,64880157;2096153,73698494;2771353,23623116;300128,634522339;1433594,50017229;2314991,06199413;38285,7698664727;2067713,35343474;716533,443262827;38,28577
"2655";"3523206";"ITARARÉ";"352320";1941168,15736863;2528657,18540657;719929,054861667;3253130,68788546;932237,257893092;618005,546916361;1181244,74470218;154788,881062253;395652,892312735;2526219,57303068;823416,283440372;2424265,26635914;2729759,65647057;2163354,11113146;2650346,78456602;2521665,33442745;1539030,82971643;691532,634218562;2296121,35261747;2344268,20004624;2548611,83922952;610341,022696193;1682670,00367901;2433351,17029524;274642,724426518;2214611,22952147;1019544,41713309;154,78888
"2665";"3523305";"ITARIRI";"352330";1814692,75976582;2554548,28753343;585752,464027228;3370563,02375667;944922,233722175;822126,270817457;1344437,47476358;254701,298832262;389441,655002341;2449654,6270112;875959,372827429;2302628,73339747;2776015,08820332;2034892,44398774;2782146,11711522;2409463,3169443;1561474,4392506;757074,311938028;2477162,97500967;2218453,30167455;2747243,74641631;403754,22333404;1555783,09055363;2415847,87995423;86327,2594586912;2174843,90133144;832390,046268578;86,327259
"2675";"3523404";"ITATIBA";"352340";1683272,0853926;2414652,93320659;453454,24224567;3260760,26923788;806532,034825208;802100,814955599;1272177,88856946;371524,979485926;534444,770039658;2306383,04885289;750093,594996598;2169919,0454839;2640441,82229217;1904449,76639289;2681211,24824214;2273811,35742513;1422421,19462558;896872,101962304;2414441,58666946;2087169,93785789;2704105,33358799;344113,181558199;1424174,48118272;2270479,38229293;73250,6709876581;2028868,63649124;739156,35162532;73,250671
"2685";"3523503";"ITATINGA";"352350";1819544,07175666;2424432,07272331;602894,720008209;3188929,38150882;820831,491773846;630962,432514559;1147315,5543049;265982,725783185;490362,446570896;2403140,50759507;723909,527044686;2301900,61080116;2632500,42342345;2041840,02844534;2594538,18787147;2398569,3534097;1432426,59846419;809437,691610539;2278811,22685618;2222358,24133949;2550902,84614884;530417,609971392;1561298,98462665;2317941,48605852;209845,579889121;2095139,53928453;918892,632680059;209,84558
"2695";"3523602";"ITIRAPINA";"352360";1694384,03903835;2330215,52359121;481792,223385944;3141215,15523603;721055,644289377;681626,739141611;1141174,95282864;382401,348060303;589297,955837274;2280818,83561721;643626,590868088;2176526,50855136;2546865,79587538;1916714,66615536;2557172,0370172;2273243,25013745;1336834,32807393;926015,170960398;2283272,46698248;2097091,00853238;2574390,17907623;455155,532459948;1436255,27090992;2208601,48031751;193190,014072146;1979705,5917799;813336,538713831;193,190014
"2705";"3523701";"ITIRAPUÃ";"352370";1518100,08908594;2152550,85620372;345517,523324979;3017339,03447568;543856,787621106;737670,411852421;1092456,36219654;576257,001109896;778581,834766425;2088281,96191862;496766,215740542;1996357,53568412;2377860,30822135;1740532,81268978;2448970,81911449;2089153,53209754;1159947,96412056;1119910,44265501;2237174,4332555;1919024,68842675;2555995,82758112;458583,042979475;1261654,74665759;2018240,59674282;335702,046608377;1786350,45384372;718341,030784028;335,702047
"27113";"3523800";"ITOBI";"352380";1585721,78612653;2274940,8455043;369917,939952017;3134429,33191676;667042,984810278;765699,427458275;1179216,14937227;478365,499268962;665408,961323075;2184653,25282353;616950,973999551;2069089,73632355;2501317,42909108;1807912,75209001;2561265,53704929;2167759,00885135;1282754,61155476;1017427,66813091;2324767,19738217;1988855,43224244;2630482,49771091;379777,870540659;1327243,15259564;2133892,2560223;212395,658992995;1896192,7847154;707768,097420287;212,395659
"27212";"3523909";"ITU";"352390";1739672,49237556;2444675,38291916;510454,094214376;3266711,34428342;834924,687130126;765878,83336779;1257524,61787205;314814,621414155;488952,160528832;2356609,32634738;766563,547196445;2225887,45632379;2665717,94389803;1961045,60693019;2681859,51558477;2328793,16571402;1451491,21737413;845276,846628999;2396301,27397058;2143534,03739843;2678149,60464824;394041,814099332;1480592,05930324;2310004,76956249;75293,3438591309;2072611,19708444;796539,047545761;75,293344
"2738";"3524006";"ITUPEVA";"352400";1711809,57736056;2428233,10982433;482360,744583252;3261634,55755316;818965,693146156;781425,612468877;1262276,76296186;342698,672301024;511949,18367166;2331190,70782726;756073,267489199;2198181,89097691;2651480,75535695;1933117,15116973;2679305,63949229;2301455,12713502;1435393,20651574;871119,737648031;2402936,83853093;2115687,03107145;2688713,14843207;370661,957264379;1452720,23950868;2289243,98490997;70398,7179616682;2049971,39714038;769171,534470076;70,398718
"2745";"3524105";"ITUVERAVA";"352410";1543674,38015435;2112847,57304487;405330,273562901;2952193,85645256;503480,24745589;674295,875167989;1016480,0717416;589954,035314651;806055,456051572;2088785,61473053;436390,540299761;2017247,21132601;2331623,92093372;1765748,682213;2379945,56555349;2105406,07912145;1119440,98005946;1133241,12993897;2161314,53588059;1942161,52998753;2480192,84813125;534309,60800181;1289465,68963662;1994498,54750307;386745,216699307;1771723,82037392;784762,799149992;386,745217
"2755";"3524204";"JABORANDI";"352420";1614912,42242436;2147140,36646509;472771,521593169;2952280,22738318;542905,106323633;608077,904161888;982421,01867962;542081,317316918;767499,003206391;2151516,76301772;452682,194418403;2087366,55131098;2358865,62526268;1836871,0287313;2372372,49561858;2174231,11548142;1154646,82394709;1082188,16284458;2128067,42506615;2012821,1887346;2437806,17219407;571156,494480124;1361141,40310403;2042627,12075152;378952,124577917;1826332,48330494;848157,620030526;378,952125
"2765";"3524303";"JABOTICABAL";"352430";1645847,2180936;2210138,64549654;474189,189114202;3013990,52220567;604098,730133557;620457,419123923;1030069,23148867;482697,659293328;704872,349096027;2198894,35343094;517000,00505545;2121908,86897476;2422885,47950453;1868173,76916734;2431947,01288448;2212008,63192478;1217314,32076324;1024849,26200811;2174993,75255668;2045721,20630179;2477572,75340948;532997,367086756;1390259,39946842;2101056,97072284;317810,685041431;1880981,41485041;838718,115952353;317,810685
"2775";"3524402";"JACAREÍ";"352440";1657064,45586133;2454981,74836808;430810,447930952;3330949,90386194;853549,322052682;892043,3125987;1358229,26574868;412481,993803904;537517,610859777;2303591,51572544;812960,593402829;2145418,06814041;2687825,13104674;1876804,25477648;2756416,51838105;2253919,04154472;1465775,28991441;911973,182339184;2501647,81462391;2060637,62071628;2793754,45639682;262492,898703724;1398363,14179694;2293852,61753991;77628,636681787;2043442,07741611;677091,459658949;77,628637
"2785";"3524501";"JACI";"352450";1730077,10164396;2183218,3907676;597869,01088471;2926012,31271261;601892,049741267;485607,917608621;906605,218635257;502880,068807476;742767,667629426;2244207,64425614;477299,686435732;2198656,17036598;2381498,43239818;1951512,74859948;2334219,57715982;2281760,94450765;1196784,03782513;1026062,68604461;2048865,20442016;2125833,7758817;2344342,2249477;669324,094230054;1478080,52223312;2105236,67210545;425485,193183778;1902302,64037484;970565,638820946;425,485193
"2795";"3524600";"JACUPIRANGA";"352460";1914994,58567792;2604569,50112461;684888,065363939;3376343,86843941;996378,237251614;766314,614933823;1320686,07074518;146685,543709112;313688,622023165;2537251,91329113;909507,221664959;2402181,70011599;2817263,23861187;2135792,00822991;2779357,07539628;2506847,93994664;1611407,7169846;664647,110592989;2441507,77934782;2318890,95858867;2696847,58376173;510846,898468338;1655923,67464543;2483222,90762969;189689,030833878;2250086,56609005;940457,21709922;146,68554
"2805";"3524709";"JAGUARIÚNA";"352470";1669747,04025292;2378395,03422022;442369,228018401;3220395,08573233;769479,001180125;773706,751071348;1234357,22442742;385659,472944823;561952,609912885;2283067,89307982;710346,697765021;2155324,59789653;2602698,92046492;1891388,38916649;2640958,38284223;2257208,79844013;1385746,17460835;918727,787064755;2377352,27496155;2073504,66208668;2669665,9111717;365702,318265127;1410740,17135222;2238600,47213385;112484,137702261;1999731,66049773;745471,95173098;112,484138
"28113";"3524808";"JALES";"352480";1770183,44788061;2119126,3108065;690906,359499551;2816919,45722905;577752,987402158;391447,737929476;782344,183372454;589436,679813442;834080,613256424;2243508,98171036;425255,902885218;2229216,24420349;2305454,41305603;1989776,23918386;2219980,94913438;2304909,80237586;1143368,59383622;1088394,69709118;1923996,19803263;2160119,08305405;2220545,8414919;790512,994895753;1523273,07682097;2067584,66090577;549029,885792567;1880710,47095816;1071420,51100741;391,44774
"28212";"3524907";"JAMBEIRO";"352490";1638554,44907002;2456299,14243316;415489,79663854;3343772,46829313;858443,897199789;919095,137618827;1379613,2239623;437048,985214609;553213,130269493;2291234,28967105;823830,468108694;2127177,48319464;2691618,43776782;1857841,48610474;2771621,63858758;2236851,544315;1468606,55050549;929737,021722061;2523708,46170849;2041900,51500731;2818107,26631286;233864,087426227;1380092,03287608;2289498,0621473;104215,282866002;2036382,90170659;651008,803324836;104,215283
"2838";"3525003";"JANDIRA";"352500";1735044,89036145;2473349,66648266;505007,388856193;3308537,11582524;864553,122324313;811666,664569362;1304310,08776663;323214,292249551;475303,868850984;2364360,53320406;803299,103572761;2222388,76107917;2697701,53681913;1955777,45481337;2725474,38849333;2327751,23978902;1480784,44824661;840448,956645257;2443453,3512332;2138931,53497349;2725308,75451285;358620,506515183;1475989,18523419;2330623,29007897;28232,2573611164;2088823,75823475;772038,247960376;28,232257
"2845";"3525102";"JARDINÓPOLIS";"352510";1593426,83416241;2186092,20867075;421057,745010265;3015097,69558173;576831,281134067;668083,750950303;1054476,11927873;518825,416940817;732849,470834777;2153419,4440404;505019,856709048;2070399,47817804;2404022,77814078;1815806,67118996;2438502,27016855;2161595,6556442;1192693,28188498;1062662,3467893;2200135,52134548;1993744,23982987;2509552,10977616;499291,28775257;1337480,58561213;2066762,73115037;318369,347828813;1841863,04258544;788715,707437991;318,369348
"2855";"3525201";"JARINU";"352520";1686289,90870486;2427036,34955623;456183,514534425;3275597,90075006;819381,099266578;814424,796739186;1286950,1908719;369542,621418012;526506,620289255;2313204,77602677;764372,365328493;2173297,71765427;2653554,17673345;1907260,93839996;2696223,45080741;2277964,83377457;1435036,37053779;891140,351975625;2429044,03698985;2090195,81331125;2718038,90297906;334961,62019014;1427200,33461191;2280882,024706;60058,5076152002;2038108,88512109;735056,747459854;60,058508
"2865";"3525300";"JAÚ";"352530";1747233,65488383;2329404,12180584;546055,45738688;3107115,68823707;725596,314950691;609081,182511737;1085645,00481155;360225,715602491;585213,948444138;2316296,05101191;630302,121957801;2226904,97943453;2538638,23147535;1969686,9041951;2517208,38237027;2320478,93412672;1337238,5495732;902511,880317471;2224476,57915996;2148908,98174273;2509369,97534918;528567,446733568;1489985,45979875;2223545,84618337;246481,478434335;2002776,47992598;885603,90892975;246,481478
"2875";"3525409";"JERIQUARA";"352540";1525803,72629772;2115027,27920028;381016,78203119;2965575,56687354;505198,787068232;698598,871865291;1038277,59866631;595499,220203515;807359,739077524;2077617,3058622;446879,155927451;2000586,10458059;2336387,26293491;1748002,15153642;2395504,84566503;2089928,53061067;1121723,77670951;1139405,64014708;2182727,25228249;1924939,56031809;2503127,40811827;513268,259916398;1271014,31688989;1990925,06245351;378777,552931725;1765107,91493235;760154,955512964;378,777553
"2885";"3525508";"JOANÓPOLIS";"352550";1638683,8121273;2412873,84973594;409104,911491265;3285224,00055158;809733,14637713;860304,854155928;1316133,67293505;420598,559852674;563762,166843691;2275002,03302592;767329,200835143;2126337,89842552;2644308,79176537;1859199,97220628;2710991,91560937;2232680,44666954;1422875,77680306;933897,240941704;2460235,57677032;2042528,39377158;2755397,32239366;282024,188282774;1379683,39213562;2256142,30340923;90670,8782210081;2008455,85285947;679318,674383352;90,670878
"2895";"3525607";"JOÃO RAMALHO";"352560";1920269,29107619;2341118,73778615;757606,034751456;3009457,88995429;785450,698046932;387947,1204741;929667,097873889;386372,75858556;631066,704169812;2437115,77374473;643942,247728914;2391031,22612404;2525954,62341676;2142083,58710708;2402721,32835035;2475297,10716179;1364035,76740611;866895,31931396;2047790,21279573;2317390,9895559;2310573,85397205;757964,664239798;1666841,11284212;2284071,13638841;451954,655150596;2089121,17606836;1111952,17636759;386,37276
"2905";"3525706";"JOSÉ BONIFÁCIO";"352570";1756147,06067749;2200473,786722;621065,787163987;2931549,68329551;623772,150482511;465177,835655581;901969,241102322;488587,630437988;730223,479943574;2268955,991691;495052,915742616;2224665,90909527;2396462,44069716;1977582,25546568;2337399,9479403;2307618,24155413;1215485,71631483;1007326,66537568;2042359,85470464;2151885,01983931;2333808,0577357;683449,424655792;1504127,63859465;2126464,35002764;429376,569627663;1925288,82777891;991994,546248931;429,37657
"29113";"3525805";"JÚLIO MESQUITA";"352580";1818494,21321242;2298202,14550172;648545,949024843;3019687,39272918;716967,466062885;476600,00733527;970080,488819965;391549,59355237;634345,147189345;2351480,86442686;592551,917143733;2291888,91283407;2494161,88102338;2040606,52205832;2421506,86740508;2378853,33322718;1312545,13765717;910226,95167787;2102997,34478885;2217029,47435564;2380969,35176857;660390,18549408;1563941,15599737;2220658,56419641;372468,304634881;2015470,39553186;1004122,53802503;372,468305
