"";"COD7D";"Municipio";"COD6D";"Aracaju";"Belem";"Belo_Horizonte";"Boa_Vista";"Brasilia";"Campo_Grande";"Cuiaba";"Curitiba";"Florianopolis";"Fortaleza";"Goiania";"Joao_Pessoa";"Macapa";"Maceio";"Manaus";"Natal";"Palmas";"Porto_Alegre";"Porto_Velho";"Recife";"Rio_Branco";"Rio_de_Janeiro";"Salvador";"Sao_Luis";"Sao_Paulo";"Teresina";"Vitoria";"LessDistant"
"1582";"5214705";"NOVA AMÉRICA";"521470";1462707,8945484;1535393,95971891;831524,605098145;2334141,66359873;243450,645857293;793982,916779939;646514,142850687;1156959,96918526;1395584,72109225;1764955,95419082;190417,098870226;1860981,96088314;1727428,27404295;1662875,77583596;1780849,02030887;1905588,82836416;567939,18383662;1671440,40350303;1693993,68948487;1809477,12391532;2076779,46950832;1106844,5748433;1256970,55854544;1505611,24565422;1013053,44662513;1352650,97389324;1174961,64921689;190,4171
"1592";"5214804";"NOVA AURORA";"521480";1439675,57065383;1864818,89947665;498256,353282265;2713707,34456796;261983,38551943;698218,532121873;865895,020814813;823477,874356549;1050070,61030569;1907955,7718866;191793,103916071;1892827,38151187;2080034,67415982;1657543,92756801;2152787,4895084;1966399,80865763;872037,071972492;1360228,89624565;1993180,04312121;1825423,46189195;2340562,56389616;734825,439385524;1197816,12494588;1765467,93222275;638049,801810854;1559566,81039247;875212,137148693;191,7931
"1602";"5214838";"NOVA CRIXÁS";"521483";1503754,38063518;1444616,67016009;949291,458274013;2212882,76005448;348750,183353186;846211,223748772;596855,426915912;1262872,24172713;1503759,72603876;1748175,63474997;310115,395534835;1880789,79500807;1624599,53935089;1696201,96295206;1660343,50936782;1915657,37872505;506218,993249821;1768614,7211866;1596210,6090377;1834768,78423153;1989505,25867962;1228056,33296029;1311517,50650601;1446132,24901413;1130970,12920277;1316503,92799856;1285828,8696731;310,1154
"1617";"5214861";"NOVA GLÓRIA";"521486";1419806,26674771;1534742,02122542;795053,334985882;2361476,02586283;199433,741672022;817916,956356331;691958,57111119;1151621,64658929;1388021,0669788;1734675,63193756;174998,118316644;1821623,64256704;1733945,77486721;1621104,60840672;1813699,6269449;1868289,95164697;557343,36883711;1671714,81038474;1738168,4949935;1769072,39616733;2122272,43266324;1076876,00995731;1212408,54757265;1490322,34784858;995259,192239467;1328972,76058017;1133928,32042048;174,99812
"1622";"5214879";"NOVA IGUAÇU DE GOIÁS";"521487";1374184,36632465;1448488,13421269;839123,145436313;2303558,86995119;228311,961049931;900403,442655986;726628,518114564;1236185,61660336;1471178,82405068;1658512,04338322;257997,696126942;1762994,88824862;1651530,59485275;1570515,28449745;1767611,28997514;1804385,06040275;469300,359697997;1758459,68531025;1732955,9837244;1713611,91934945;2128200,64800123;1134390,77575103;1176611,74343088;1403052,54236594;1070350,14529587;1246011,57083179;1161529,30275553;228,31196
"1632";"5214903";"NOVA ROMA";"521490";1121882,65535339;1398238,85341077;749413,258240637;2406630,44512019;234880,064607115;1100238,20126599;978928,491288248;1314484,14412603;1533387,37445224;1447625,6306157;397581,839407419;1517504,9449991;1638987,28523902;1319518,71711866;1910834,2968614;1565247,88079674;415352,188185549;1854225,4806996;1955060,34128829;1465413,67472491;2362120,22795551;1077469,11408316;926077,447520517;1270608,44936244;1090911,04628922;1070051,68443056;1012179,44240616;234,88006
"1642";"5215009";"NOVA VENEZA";"521500";1447875,38243004;1674668,96941637;688639,494901348;2493103,71308636;173912,071526244;725111,079272352;717021,985633022;1009727,52672905;1245230,53371501;1823286,42494387;31745,1659137156;1872052,17157272;1876874,76828399;1657022,53308758;1935281,61783983;1929222,73525842;690674,809694814;1533144,83078248;1811856,93393516;1813520,70465782;2178647,14872978;951111,66002663;1224931,15300002;1614097,46754861;853854,44166795;1436841,64514897;1046744,53773537;31,74517
"1652";"5215207";"NOVO BRASIL";"521520";1569460,74595631;1655965,48134898;826215,105882122;2392803,89521162;306537,618123093;658731,16006764;571144,452359876;1052813,42552171;1294974,84083902;1897450,82461335;160336,211745077;1979818,74058887;1837065,88733309;1774237,09324459;1820967,68277163;2029079,52660572;699883,179171317;1555902,73676434;1668059,4120258;1925392,651101;2032045,34999618;1070959,02445582;1354127,18023613;1639167,68999838;939161,07022833;1487821,2330227;1190369,94231754;160,33621
"1662";"5215231";"NOVO GAMA";"521523";1316546,57583276;1646808,28354053;603864,193472105;2542777,78250578;48313,5161604001;840010,37492419;845856,416983451;1043185,27218984;1269098,14352092;1718768,19711248;140407,094768203;1746598,89914706;1867257,55526899;1527293,39202163;2002869,47624227;1808001,41353482;653492,38308209;1579032,65941981;1923269,46482332;1686083,75761856;2299051,56741903;895162,404697055;1091339,2045714;1548528,36325441;846344,975121536;1351335,00589619;942457,456276908;48,31352
"1672";"5215256";"NOVO PLANALTO";"521525";1397484,78787239;1335629,19641797;959346,334960318;2179808,19564366;348813,206052024;974777,912765778;712605,3946297;1354301,6967938;1591350,48560083;1616480,19533023;378484,974298695;1760832,03580379;1530613,10256628;1584163,63354705;1650757,27123593;1791315,21605621;376825,959533948;1871061,51875784;1654842,39260376;1717726,58899818;2062371,21003385;1259356,86356342;1216862,57387929;1317463,1581026;1196005,68051276;1183644,54727647;1270731,61131774;348,81321
"1682";"5215306";"ORIZONA";"521530";1370779,62463748;1744226,70951882;550250,960401333;2617095,96333062;142304,84892467;770172,374450491;845579,393302293;944633,320823973;1171033,63132071;1803978,22474674;121916,939846762;1812152,60993145;1961902,17499315;1585214,73685999;2066883,41345685;1879190,98665079;751169,621380359;1480668,39203486;1949721,569284;1748407,20275773;2312975,48539728;821471,637850175;1137182,69082655;1646100,05787667;752873,131159334;1445057,60468463;908625,33627607;121,91694
"1692";"5215405";"OURO VERDE DE GOIÁS";"521540";1434772,26032647;1662774,20927373;687721,524167208;2488301,7778522;161111,920189509;739855,817893737;725098,576621473;1021147,41502359;1256039,81331351;1808482,00570636;43319,7410885143;1858060,91546238;1866339,25577911;1643591,11993191;1932541,57070105;1914896,27438327;677773,543141052;1545596,55473553;1815853,50283188;1799749,69344627;2184582,30702082;954071,640501271;1212589,90550149;1600129,33454202;861731,244243572;1422215,66381626;1043300,35263662;43,31974
"1702";"5215504";"OUVIDOR";"521550";1397877,4153584;1879682,95012597;440013,43138992;2755673,86698845;269937,030225064;744505,721095186;925175,709201257;819336,353773851;1039439,49674209;1886394,66308166;238262,422837834;1855944,33552044;2101654,97617609;1616937,32483091;2199841,0930573;1932997,48526089;886322,931087822;1360256,7967207;2050854,80512382;1786795,73326636;2399730,92363352;686547,752407764;1153174,94588102;1764674,33396894;612035,264047855;1549854,08197142;815839,737857632;238,26242
"1717";"5215603";"PADRE BERNARDO";"521560";1307401,87858521;1561854,4309688;682032,929384428;2459167,08310808;71588,2297889142;879128,814410865;819441,576788232;1124710,04908156;1352977,24489731;1669478,5707411;175741,23898235;1723264,26417518;1779944,18900596;1513304,35451624;1924634,70900884;1777702,32690147;569170,291485027;1657746,28946187;1870321,40224511;1666660,76607694;2255246,61176606;980206,356159167;1092272,4341201;1474733,72012946;933887,423793878;1287721,48991012;1008314,46843187;71,58823
"1722";"5215652";"PALESTINA DE GOIÁS";"521565";1673687,65882157;1741327,28197646;866349,287556485;2418089,60033544;402689,006418933;551947,933187695;500896,995769884;996752,427870762;1241413,62001155;2008455,11224722;231154,703803138;2088616,3912761;1910685,75431617;1880274,69138606;1832085,92365515;2139285,69317578;800895,724470278;1483364,90204438;1625847,18625787;2033159,24708047;1973938,33025978;1082908,91621789;1454221,83941808;1741451,80964019;917505,615541365;1596308,00371895;1241360,36666415;231,1547
"1732";"5215702";"PALMEIRAS DE GOIÁS";"521570";1529906,25281791;1729661,96228784;719276,576806089;2502007,93487389;256273,340991968;641827,131223954;658445,372241079;962244,389947128;1201726,04097867;1905785,12155248;73886,7702987717;1956037,34169931;1922326,31177647;1739885,04339142;1932572,1435115;2013529,19997962;754487,002968987;1476744,15797926;1772007,34795161;1897125,23926842;2128483,260084;958945,800001536;1304727,21189872;1685218,73761184;831953,892550294;1514831,66267035;1088549,12708933;73,88677
"1742";"5215801";"PALMELO";"521580";1405193,02518912;1777049,76140356;549358,53312421;2633474,52042197;180568,526669825;733799,089101242;831460,270444464;909464,365364426;1137597,90929397;1843270,65863755;118887,459071945;1848789,10016247;1991690,03620282;1620351,53950932;2078139,68855507;1916824,38956843;784646,025274979;1444139,86775444;1944287,08952345;1784420,72434915;2302328,77102079;808347,935032424;1169786,48406476;1683697,82797348;725581,718775389;1484070,87533775;915073,535261974;118,88746
"1752";"5215900";"PALMINÓPOLIS";"521590";1554828,17188529;1733636,46337092;741970,575317371;2490205,38669268;280869,966548979;622677,674729094;632794,920056479;963229,892159682;1203963,85374073;1924601,89584799;100072,85413332;1979416,77916055;1922538,21912598;1764358,47120233;1917742,56763968;2035909,84627136;763006,09671901;1473632,98610301;1748882,03255532;1920997,47730661;2103641,55205745;976736,119624614;1330389,96118054;1696496,4246843;841974,313604347;1530119,57940148;1112750,35101437;100,07285
"1762";"5216007";"PANAMÁ";"521600";1546605,13965566;1879203,8662554;602975,233048807;2664964,31035562;318062,82044038;590335,011246585;760303,088744638;805516,392987238;1042234,76994786;1987007,30497701;173301,115872364;1993466,88909406;2079792,15251074;1762911,08709394;2091136,03131697;2062434,36671349;893756,998772009;1329169,53583645;1896050,63957745;1928289,115199;2234767,01156052;810649,490835713;1307997,38117929;1810129,80150433;667543,453846738;1620419,73645735;984575,848108644;173,30112
"1772";"5216304";"PARANAIGUARA";"521630";1691768,83727414;1957580,79800026;710503,554250204;2665520,6078101;450070,071845191;445511,339039426;676761,239202454;751246,541448251;995065,772158072;2120004,28410497;279126,954709038;2137270,35236632;2141852,97900714;1907876,99858102;2075397,57522857;2204527,73415509;986954,148970296;1251417,80764579;1822059,03705041;2072729,46817794;2141787,72280051;873677,682928852;1453109,36766105;1917346,7065197;676426,870283295;1741330,46295923;1095869,20904341;279,12695
"1782";"5216403";"PARAÚNA";"521640";1608049,5947315;1764527,08281011;772774,668651013;2490282,56632877;334189,322040606;572468,711335207;593618,668130883;943900,426780045;1186611,56145793;1975181,42279519;151990,505731811;2032805,64361061;1946897,49711978;1817745,74300147;1911027,18159111;2088978,21243038;801821,891249324;1446166,68488619;1719067,26756966;1974442,48997297;2067282,20602318;993649,360902956;1382967,25437676;1738395,76191161;841220,610719557;1577109,74833608;1147974,52854835;151,99051
"1792";"5216452";"PEROLÂNDIA";"521645";1782951,03118978;1844432,92832355;911475,545362025;2463211,45389148;508967,443105676;434230,265787194;456621,910406522;934779,098945048;1180116,07417445;2129183,6310096;327836,278750689;2203796,35196887;2003354,94765938;1991711,35372319;1864360,91912857;2256711,64061297;917258,409465571;1399824,72070829;1600350,94646564;2146868,48960929;1928139,62702065;1095343,65234981;1558775,61626425;1857815,66390974;895576,493598413;1716514,0946029;1293766,33930489;327,83628
"1802";"5216809";"PETROLINA DE GOIÁS";"521680";1438333,9531737;1647521,65692184;705441,741263103;2469440,07256266;166715,328653785;744013,965092113;713359,975357819;1036967,55736581;1272463,66189625;1803483,86775131;58939,5866407557;1858753,69154685;1849667,07066223;1646199,54768879;1913814,67554217;1914113,74415118;664068,989038092;1560105,82581919;1800109,61726753;1801253,5025283;2170420,78390449;972855,153987026;1218034,67602407;1588866,09579023;879957,441540318;1413888,06749016;1059605,961492;58,93959
"1817";"5216908";"PILAR DE GOIÁS";"521690";1406203,8490522;1480738,60159177;834013,622617547;2315054,46168448;227534,155756735;860976,408438681;696649,078274995;1205923,80538825;1442271,10112884;1697779,46292017;229021,012740882;1798807,67279297;1679715,38698879;1604081,7347845;1772503,17340932;1841485,45022318;505655,416779516;1725618,86927298;1718569,80802417;1748579,0786136;2109357,92120039;1122413,6379654;1205358,84067324;1441098,50308789;1047664,07853609;1285483,22322562;1164661,64960459;227,53416
"1822";"5217104";"PIRACANJUBA";"521710";1462441,40944272;1780481,45827845;602625,72409508;2602578,69527828;213618,065305027;680583,935360146;770584,38065184;902795,66795237;1136136,57249148;1883972,60147847;81645,425194295;1902039,68622911;1986936,81714905;1676511,81489734;2040085,39409587;1967351,75160844;791901,130228396;1431107,98592715;1888516,69408391;1839009,38825703;2242897,63698948;847594,529986031;1229136,04653378;1704520,51234293;741266,380888457;1514401,9179534;973025,839401614;81,64543
"1832";"5217203";"PIRANHAS";"521720";1703292,2316847;1718772,98160561;918834,327132323;2370698,13874123;438326,856645647;558999,057111397;451481,394666858;1037972,82131053;1283089,25317878;2017703,76291604;275202,003243042;2111596,8445384;1881019,20998927;1907694,54770111;1782042,18824264;2158782,54983196;793305,724578736;1516787,41106772;1572810,73501144;2058022,54532167;1922865,7663054;1136297,96135589;1487723,76580944;1733462,77961416;967687,49696871;1597785,47556504;1292747,93695018;275,202
"1841";"5217302";"PIRENÓPOLIS";"521730";1395827,37105955;1612585,4521181;701228,812035062;2458449,67047358;130171,128500851;790678,287243077;743827,63394672;1070742,02561529;1304162,74144969;1756855,88854959;96353,9423338645;1813745,90431378;1819507,8315757;1602722,59557723;1909700,64201567;1868269,49774926;625575,151804873;1597265,25944367;1817226,44661528;1756829,84808118;2193242,52182415;979960,551186577;1177825,61310105;1546223,48744092;902500,117235794;1368475,58116949;1046750,7696796;96,35394
"1851";"5217401";"PIRES DO RIO";"521740";1402668,81352192;1773257,7179155;550695,87620806;2630698,66249914;176728,23570699;736606,160554379;831405,240761793;913323,165410801;1141401,66442586;1839739,37390995;117253,286061709;1845904,71791144;1988035,66830123;1617717,04498599;2075760,69810921;1913751,61675164;780824,838216926;1448022,94562912;1943395,51485645;1781643,99774653;2301961,94315154;810790,62696084;1167523,0697238;1679820,87114107;729058,746891658;1480284,92549139;915760,305691681;117,25329
"1861";"5217609";"PLANALTINA";"521760";1248731,57096686;1555147,25014892;650535,818716139;2486703,96651537;55205,0838900698;927761,60031009;879182,818016162;1139906,15905107;1363627,69621924;1624571,17606312;221840,670676558;1667749,49669673;1781568,76397599;1455532,73688534;1960547,08697584;1724356,67044278;562066,405750963;1677068,28002782;1923677,87983925;1610115,97952743;2311525,071311;958860,627679269;1032444,8041912;1449555,80502038;933344,766665559;1252536,27311312;964459,674591225;55,20508
"1871";"5217708";"PONTALINA";"521770";1524250,78515469;1805758,03418507;644167,245328123;2592934,03348555;268341,764573382;620879,245810967;721146,947757492;880283,889794846;1117681,41172913;1937853,80247257;102206,603830815;1962541,65967132;2004515,42818522;1738034,82607347;2022574,38963694;2026658,58708464;822768,617970645;1401375,75510325;1847382,44343921;1900019,83775858;2195407,02117689;871697,071036621;1291248,65976268;1744424,33540956;741336,836977602;1561568,08092029;1019916,69161624;102,2066
"1881";"5218003";"PORANGATU";"521800";1345013,17514077;1335626,82723114;922507,786184646;2214662,70621318;315668,552926705;997979,895075463;761737,844535814;1348896,60686744;1583437,89763095;1578219,11641941;370721,078514019;1712346,40933012;1540044,79868599;1532966,79382442;1692842,66515019;1745134,84312673;359788,858390771;1871196,12141556;1708249,96245594;1668077,54826302;2116418,67287274;1228454,89913948;1163024,15098919;1297762,75019074;1178323,44308494;1152590,81664726;1226257,90297472;315,66855
"1891";"5218052";"PORTEIRÃO";"521805";1600451,25367302;1852073,5865056;688494,482583621;2598143,28192741;343252,945911448;544698,593458732;674613,518035389;843648,802342124;1084823,06743483;2010808,47880916;167360,547995283;2039085,25139013;2042307,12276763;1814461,40327069;2018413,43293127;2102867,37870207;876838,863738743;1354582,33395056;1811023,97113795;1976583,49839683;2149117,39867375;892429,091960792;1366622,12604174;1805465,92036665;733329,578228466;1629277,0507759;1069508,4970855;167,36055
"1901";"5218102";"PORTELÂNDIA";"521810";1824765,9644361;1841582,66771897;964838,778425132;2429065,35825055;551787,428495996;426464,909155609;404567,449394311;966853,477162618;1211794,69936907;2155523,68533453;373533,132910983;2241016,37021868;1992701,12290632;2032098,07373677;1826226,44859219;2291295,77262789;929815,191068031;1420150,37126876;1549243,33644365;2185466,52690753;1875059,95090302;1146338,63572335;1603081,6379194;1869128,20602698;940639,244732936;1736289,82660005;1347121,60043955;373,53313
"1916";"5218300";"POSSE";"521830";1076696,83364171;1453762,93516391;681009,907980348;2482617,14661703;225025,188089588;1110293,99891145;1030858,43390492;1280124,44088491;1493326,66962563;1445614,81534512;404512,46078061;1487007,80658223;1701285,29789757;1279619,74192865;1988499,12860642;1541833,27032157;481333,486880843;1822442,41355839;2026011,09748264;1431033,5772482;2429595,55798719;1012644,49597802;871089,866803978;1304216,28747198;1042861,49868976;1088170,36775117;935347,641444623;225,02519
"1921";"5218391";"PROFESSOR JAMIL";"521839";1483795,13272683;1775495,73973857;629228,101816786;2583610,81760447;226324,114183157;662852,626876455;742940,424631644;908406,411635275;1143681,25098183;1896154,41448736;69861,5379050509;1920918,79940181;1978408,39161745;1697153,31964181;2018626,06753558;1984681,91866609;789456,866737188;1433423,79983641;1861679,52506981;1858679,95462896;2215376,58869283;870356,488968308;1251906,87303381;1707271,354831;756128,897821831;1521660,68612094;1000408,65932137;69,86154
"1931";"5218508";"QUIRINÓPOLIS";"521850";1663518,80665262;1915594,9468737;709734,243568643;2632897,55079072;413485,034832277;476712,032748155;664298,152728308;790047,976862478;1033272,81240125;2082167,8206408;239133,139342645;2105727,89208125;2100850,36694707;1878663,92465872;2045825,86420341;2171180,59883404;944729,621253984;1292893,23201648;1807768,7120493;2042203,43909551;2134314,2057442;888359,132114943;1427033,15416101;1875520,88729564;704037,831222816;1700914,5754976;1094170,99798229;239,13314
"1941";"5218607";"RIALMA";"521860";1431076,56985761;1563938,82099774;777462,371001615;2384689,56305329;192385,445891172;793320,850309489;687817,757078894;1122598,35801078;1359206,48464916;1757161,99079752;146734,457649613;1837353,16891637;1762746,7972334;1634011,62328369;1833834,14367888;1885963,18974154;586089,624652666;1642516,77081762;1746120,79368957;1783665,1721755;2126437,34748427;1054808,17157939;1220452,63685094;1518130,26092427;968290,220530427;1354468,41353421;1121091,49874858;146,73446
"1951";"5218706";"RIANÁPOLIS";"521870";1426300,94525965;1577748,32383766;760413,66027877;2402300,91480695;179440,70309979;788188,671691861;697403,053185217;1107846,27145168;1343955,04444429;1760718,41123112;130745,429010277;1835493,28914425;1778045,98852618;1630253,25445465;1851335,3816493;1885519,98775115;597767,059624906;1629003,81773658;1760680,56554011;1781018,0119916;2139538,56912015;1037196,8083845;1213773,56498211;1527828,7859438;951399,021301409;1361119,98325302;1105182,04554385;130,74543
"1961";"5218789";"RIO QUENTE";"521878";1468761,09168088;1835049,51085393;557508,465316186;2661495,34912376;249620,533557227;668272,76788395;807654,408920741;848710,68494796;1080223,1685217;1913889,03169447;141224,614461298;1915690,56258188;2044123,75457631;1684978,32741193;2097345,36534526;1985222,46744159;844601,62478962;1380147,97675109;1933708,37736686;1850373,9314813;2282073,1645434;791868,373401421;1230661,6688689;1750499,57381775;681789,761575342;1553688,79075019;933334,975128517;141,22461
"1971";"5218805";"RIO VERDE";"521880";1677824,31622365;1846620,75444661;783498,849115844;2539863,07733425;407910,41760512;487088,344683787;581084,233285561;875768,045332999;1120099,73409507;2060200,46696173;223434,421883827;2108879,71331397;2023846,04663219;1889650,33070288;1951732,30935598;2167921,11030658;888481,538363496;1368609,17103514;1720949,65074838;2048796,39911081;2054796,51217201;977501,562679448;1448147,79957061;1825754,52646573;798226,252133975;1664450,76519843;1165220,96609302;223,43442
"1981";"5218904";"RUBIATABA";"521890";1461021,90672627;1549676,8885891;816968,840561073;2350218,39459152;232793,699970705;785252,970464299;651677,575258214;1141618,12315176;1380009,89367862;1770897,74895839;174147,516040998;1862105,99667753;1742755,4800608;1662199,19276439;1796335,5840636;1908011,586099;580003,809398704;1656917,52070054;1705245,02191988;1809866,27830027;2086334,85853177;1091094,02762073;1253418,06394486;1516685,23982503;996807,0725558;1361122,8196404;1161921,94312112;174,14752
"1991";"5219001";"SANCLERLÂNDIA";"521900";1550446,43196792;1676853,79999592;788039,78765569;2428959,75188997;281072,959419843;655823,831704883;603311,84276812;1024326,47612732;1265543,41571999;1894531,507658;123790,295835981;1966091,42841551;1862594,28269064;1756985,58539644;1858644,75414424;2018096,63575004;712586,679030752;1531949,34910681;1705391,14385358;1910175,1936508;2067437,2054399;1032514,03714753;1331889,24700182;1649581,75703681;903844,497161799;1491255,53885996;1153281,73306338;123,7903
"2001";"5219100";"SANTA BÁRBARA DE GOIÁS";"521910";1494586,41523865;1703695,73858527;706895,36685396;2495587,79187024;220611,521311331;678495,517957314;681750,231159136;984204,570100511;1222099,0776132;1869304,89382354;43534,1498986923;1919575,62379449;1900307,69092195;1704113,31198818;1931099,16428986;1976763,19120903;724686,206666682;1502697,43511828;1787072,29484482;1860916,73145111;2148338,8259172;956834,073719234;1270545,27644791;1652842,46387062;842694,618047721;1479871,49029898;1071615,87834372;43,53415
"2016";"5219209";"SANTA CRUZ DE GOIÁS";"521920";1426403,49015095;1783060,90549044;564052,500958505;2627534,78880892;194353,766720023;713178,091006931;812585,419303612;901678,810312056;1131607,56811424;1860616,86695097;107571,246794848;1869232,91803779;1994995,39554497;1641373,17208926;2069428,3588892;1936662,60241104;791596,068772319;1434510,67292072;1928106,4068976;1805141,26277761;2284309,23508456;817028,939775706;1191309,59203952;1695241,44993983;725254,089644392;1498448,32787;932195,411502808;107,57125
"2021";"5219258";"SANTA FÉ DE GOIÁS";"521925";1609668,05288983;1623228,76857864;896670,95558974;2328548,72083494;361866,867108174;665504,78941676;511939,529079378;1103666,84952604;1347243,82951435;1909064,80647311;229788,873777378;2010529,68785587;1794989,88082997;1811229,18507573;1753268,01842615;2054938,57225449;685983,172718328;1597813,63338984;1598842,77935303;1958741,11352848;1965883,15135755;1140824,10673128;1400002,04324494;1626554,45388807;1002685,76358298;1488437,62777398;1259504,76435006;229,78887
"2031";"5219308";"SANTA HELENA DE GOIÁS";"521930";1636566,00502475;1846429,58215626;735193,351593547;2567533,85882164;371373,446157511;517051,359250818;628324,634815215;860387,684780893;1103362,73556424;2032472,27487846;188873,090012281;2071263,96700912;2030430,62439118;1849446,40574731;1983859,52340254;2132587,80186248;878876,885163461;1362969,62483581;1766151,937355;2010020,93320155;2102605,06416816;934800,424094572;1404932,13502142;1812450,32467174;765950,018570416;1643636,40859659;1116431,58721154;188,87309
"2041";"5219357";"SANTA ISABEL";"521935";1413434,25209753;1552887,96728705;772739,641857902;2384427,02354764;180662,101795828;810649,145334379;703503,513174223;1132331,04888701;1368090,31873252;1739331,27056964;154582,427901518;1819161,92998592;1754023,43279982;1616114,37792169;1836434,55328703;1867696,87714626;572639,699224964;1653979,51393542;1756808,90587349;1765568,24803322;2138993,98625192;1053930,23142202;1203478,345831;1503062,73808746;973271,480856126;1337666,31958338;1113085,93934152;154,58243
"2051";"5219407";"SANTA RITA DO ARAGUAIA";"521940";1857115,77474237;1840745,01111022;1005375,45282047;2403822,11493782;585652,156477002;424642,626297913;365358,678370194;992190,062614781;1236594,93637012;2176450,14877027;409635,971239088;2269935,0965604;1985817,89429917;2063369,70831789;1797991,56561694;2318269,49141503;941564,281641334;1436412,57387609;1510615,44376975;2215404,37879756;1834779,92467588;1185128,98676853;1637271,56327805;1878978,1147607;975267,858903374;1752526,1053989;1387666,17049604;365,35868
"2061";"5219456";"SANTA RITA DO NOVO DESTINO";"521945";1366799,51489216;1509578,37116219;776173,51065775;2369401,9254459;168170,29492102;865368,945788136;742348,562700296;1173898,25366807;1407562,35324218;1684662,60196692;196854,424187227;1768202,33902943;1716294,13323827;1567752,27027372;1830111,95980644;1815254,49685884;524568,979834947;1699133,24280754;1776382,20611817;1715595,13136291;2164956,11799985;1068168,24605318;1160662,11073148;1451297,68693164;1003555,98357105;1283371,69021484;1105201,93317858;168,17029
"2071";"5219506";"SANTA ROSA DE GOIÁS";"521950";1453242,87029618;1643260,10659572;723201,182276973;2455351,03088335;183489,28924938;735606,889538616;694819,744416908;1042607,29204056;1279152,81975721;1811675,12674822;68063,3805777899;1871680,31456996;1842801,32701827;1660477,22638218;1898031,47159599;1925918,67673227;662491,067962141;1563518,99954976;1781303,13932286;1814765,84901794;2151481,53919377;988413,091001329;1234075,31687575;1590314,37007192;890888,092096276;1418774,08530464;1078237,46784589;68,06338
"2081";"5219605";"SANTA TEREZA DE GOIÁS";"521960";1324034,23782345;1365067,27423884;881580,570362466;2255534,0071912;275641,113369053;986546,384382322;778037,128535105;1318337,66834736;1551499,9467364;1578577,59987624;341209,429578843;1699309,49198476;1573878,75690595;1514964,95089285;1733687,3606623;1735620,01601491;381837,597296827;1843365,99801495;1742039,99422831;1653054,29537982;2147425,68957437;1188354,48280591;1137075,36284954;1314876,15157968;1142266,56386201;1160521,02277148;1185697,77160815;275,64111
"2091";"5219704";"SANTA TEREZINHA DE GOIÁS";"521970";1414739,07414124;1452978,70500891;866380,281761889;2281631,37877453;258241,896778169;876181,872586333;685692,0623453;1235618,87796567;1472688,5401279;1689646,92637928;260298,349182203;1801144,68210233;1649293,79766186;1610342,82707168;1739959,52388754;1841020,50500733;483129,566100498;1753361,81018502;1693853,92847495;1752502,68343927;2087686,55340253;1155811,4598106;1217962,36018711;1421175,83336704;1080368,47391165;1271713,09568456;1194645,774313;258,2419
"2107";"5219712";"SANTO ANTÔNIO DA BARRA";"521971";1628599,00633841;1816836,58136544;751072,753238143;2537742,86384958;358629,254995215;534240,145062552;611534,51924011;891456,292167077;1134440,42801344;2013433,42654832;174230,351060131;2059592,98286219;1999813,28946257;1840321,58225951;1955306,69786203;2118935,78708203;851521,69141702;1393316,39317475;1745827,87412866;1999445,62370666;2086366,84351385;958388,614594939;1399361,90520931;1786497,55018081;794962,099223371;1620823,83784991;1130430,39918748;174,23035
"2116";"5219738";"SANTO ANTÔNIO DE GOIÁS";"521973";1451509,4875428;1687692,73176432;679772,093094028;2505171,37299614;177663,783444592;717066,4797557;720359,278810757;996590,426275138;1232020,27895128;1832097,33386396;18513,2341898901;1877527,63850641;1890097,84870659;1661272,96993898;1946456,86876538;1935611,07915265;703303,642670392;1520293,1312133;1818749,18728166;1818481,43113671;2183892,45301804;939947,535245771;1227290,35050761;1625865,88963303;840898,371273989;1447344,45867295;1039632,66112647;18,51323
"2121";"5219753";"SANTO ANTÔNIO DO DESCOBERTO";"521975";1335114,88073868;1641978,4173208;622951,606247936;2526666,39122365;61956,1156491963;825992,566283586;823357,442994221;1045175,49267312;1272925,46594872;1729276,6204503;122634,821549531;1762924,21902412;1859506,90636135;1545172,99267075;1984513,08921086;1822991,25367523;649184,8509883;1579264,88149339;1900973,27590218;1703094,68502574;2276407,62526136;910830,537476477;1111199,54182568;1550541,45608987;854770,06108418;1357365,27660097;963904,917843955;61,95612
"2131";"5219803";"SÃO DOMINGOS";"521980";1059663,45941765;1377183,21001613;754210,000879077;2421492,5633768;285590,513526942;1160524,27434264;1040543,37736436;1354038,76032949;1568792,25331375;1388703,55839171;455992,59602865;1453757,74199536;1626341,92704292;1256324,08229604;1937304,99554317;1501871,63314058;409543,169658253;1895666,46026955;2003901,55901726;1401735,40837829;2414669,11917992;1087431,43449935;867214,052574361;1229751,97402452;1119554,11509549;1019469,9960062;995614,503141336;285,59051
"2141";"5219902";"SÃO FRANCISCO DE GOIÁS";"521990";1425828,69228332;1629410,22086769;711286,642545371;2457718,75991825;157360,12383712;761377,429190744;718494,113196488;1054741,58266379;1289813,75679038;1785961,36818554;76570,7344343371;1844191,88420962;1832522,64954087;1632962,18041029;1904405,90314091;1898647,27007352;645390,774074928;1578511,90350472;1799054,76797847;1787230,3104997;2171959,05929011;982938,486464043;1207089,28994239;1569952,92798376;894919,13838874;1395340,69656444;1062121,56298336;76,57073
