"";"COD6D";"QT_EXIST";"QT_CONTR";"QT_SUS";"QT_NSUS"
"1792";"150730";100;0;93;7
"1793";"150745";41;0;41;0
"1794";"150747";69;0;60;9
"1795";"150750";16;0;16;0
"1796";"150760";164;0;150;14
"1797";"150770";44;0;44;0
"1798";"150775";10;0;10;0
"1799";"150790";49;0;49;0
"1800";"150795";49;0;49;0
"1801";"150797";21;0;21;0
"1802";"150800";63;0;53;10
"1803";"150803";16;0;16;0
"1804";"150805";21;0;21;0
"1805";"150808";120;0;79,5;36
"1806";"150810";352;0;247;105
"1807";"150812";92;0;92;0
"1808";"150815";55,5;0;55,5;0
"1809";"150820";35;0;35;0
"1810";"150830";72;0;47;25
"1811";"150835";10;0;10;0
"1812";"150840";132;0;86;46
"1813";"150780";16;0;16;0
"1814";"150450";16;0;16;0
"1815";"150100";15;0;15;0
"1816";"250010";20;0;20;0
"1817";"250020";10;0;10;0
"1818";"250030";46;0;46;0
"1819";"250040";30;0;30;0
"1820";"250060";15;0;15;0
"1821";"250070";53;0;40;13
"1822";"250080";16;0;16;0
"1823";"250090";13;0;13;0
"1824";"250100";76;0;76;0
"1825";"250110";36;0;36;0
"1826";"250130";41;0;41;0
"1827";"250150";37;0;37;0
"1828";"250157";11;0;11;0
"1829";"250160";20;0;20;0
"1830";"250180";14;0;14;0
"1831";"250190";37;0;37;0
"1832";"250200";8;0;8;0
"1833";"250230";16;0;16;0
"1834";"250240";21;0;20;1
"1835";"250250";32;0;32;0
"1836";"250260";22;0;22;0
"1837";"250280";25;0;25;0
"1838";"250290";18;0;18;0
"1839";"250300";38;0;38;0
"1840";"250320";49;0;35;14
"1841";"250330";20;0;20;0
"1842";"250340";5;0;5;0
"1843";"250350";20;0;20;0
"1844";"250360";12;0;12;0
"1845";"250370";243;0;208;35
"1846";"250400";2048;16;1636;412
"1847";"250420";2;0;2;0
"1848";"250430";83;0;83;0
"1849";"250460";59;0;59;0
"1850";"250470";17;0;17;0
"1851";"250480";35;0;35;0
"1852";"250500";16;0;16;0
"1853";"250510";56;0;48;8
"1854";"250540";43;0;43;0
"1855";"250560";1;1;1;0
"1856";"250570";17;0;17;0
"1857";"250600";81;0;68;13
"1858";"250610";16;0;16;0
"1859";"250620";26;0;26;0
"1860";"250630";186;0;159;27
"1861";"250640";29;0;29;0
"1862";"250650";15;0;15;0
"1863";"250670";17;0;17;0
"1864";"250680";106;0;106;0
"1865";"250690";87;0;87;0
"1866";"250700";49;0;49;0
"1867";"250730";30;0;29;1
"1868";"250740";12;0;12;0
"1869";"250750";3396;0;2486,5;907
"1870";"250770";39;0;39;0
"1871";"250780";14;0;14;0
"1872";"250790";12;0;12;0
"1873";"250800";16;0;16;0
"1874";"250810";9;0;9;0
"1875";"250820";13;0;13;0
"1876";"250830";30;0;30;0
"1877";"250840";10;0;10;0
"1878";"250860";2;0;2;0
"1879";"250870";23;0;23;0
"1880";"250890";36;0;36;0
"1881";"250910";50;0;50;0
"1882";"250915";17;0;17;0
"1883";"250920";54;0;52;2
"1884";"250970";42;0;42;0
"1885";"250980";12;0;12;0
"1886";"250990";19;0;19;0
"1887";"251010";28;0;28;0
"1888";"251020";22;0;22;0
"1889";"251040";21;0;21;0
"1890";"251080";269;0;227;42
"1891";"251100";1;0;1;0
"1892";"251110";28;0;28;0
"1893";"251120";48;0;48;0
"1894";"251130";112;0;112;0
"1895";"251140";118,5;0;118,5;0
"1896";"251150";17;0;17;0
"1897";"251180";17;0;17;0
"1898";"251200";57;0;57;0
"1899";"251210";87;0;87;0
"1900";"251230";61;0;57;4
"1901";"251240";23;0;23;0
"1902";"251260";16;0;16;0
"1903";"251270";89;0;85;4
"1904";"251280";8;0;8;0
"1905";"251290";60;0;60;0
"1906";"251320";18;0;18;0
"1907";"251330";20;0;20;0
"1908";"251340";51;0;51;0
"1909";"251350";9;0;9;0
"1910";"251370";162;0;162;0
"1911";"251380";8;0;8;0
"1912";"251385";3;0;3;0
"1913";"251390";29;0;29;0
"1914";"251400";12;0;12;0
"1915";"251420";3;0;3;0
"1916";"251430";16;0;16;0
"1917";"251450";23;0;23;0
"1918";"251490";26;0;26;0
"1919";"251530";58;0;58;0
"1920";"251540";36;0;36;0
"1921";"251550";119;0;111;8
"1922";"251570";12;0;12;0
"1923";"251580";3;0;3;0
"1924";"251590";16;0;16;0
"1925";"251600";32;0;32;0
"1926";"251610";21;0;21;0
"1927";"251620";285;10;174;111
"1928";"251630";32;0;32;0
"1929";"251650";33;0;33;0
"1930";"251660";19;0;19;0
"1931";"251670";71;0;71;0
"1932";"251690";32;0;32;0
"1933";"251700";23;0;23;0
"1934";"251710";10;0;10;0
"1935";"250440";59;0;59;0
"1936";"251090";17;0;17;0
"1937";"250710";23;0;23;0
"1938";"251250";50;0;50;0
"1939";"260005";72,5;0;61;11
"1940";"260010";187,5;0;141,5;46
"1941";"260020";35;0;35;0
"1942";"260030";72;0;72;0
"1943";"260040";26;0;26;0
"1944";"260050";51;0;51;0
"1945";"260060";13;0;13;0
"1946";"260070";26;0;26;0
"1947";"260080";18;0;18;0
"1948";"260090";19;0;19;0
"1949";"260100";8;0;8;0
"1950";"260105";13;0;13;0
"1951";"260110";172;0;162;10
"1952";"260120";282;0;237;45
"1953";"260130";11;0;11;0
"1954";"260140";209;0;209;0
"1955";"260150";15;0;15;0
"1956";"260160";48;0;48;0
"1957";"260170";72;0;72;0
"1958";"260180";10;0;10;0
"1959";"260190";170;0;155;15
"1960";"260200";29;0;29;0
"1961";"260210";47;0;47;0
"1962";"260220";33;0;33;0
"1963";"260230";52;0;52;0
"1964";"260240";8;0;8;0
"1965";"260250";7;0;7;0
"1966";"260260";48;0;48;0
"1967";"260270";14;0;14;0
"1968";"260280";64;0;64;0
"1969";"260290";381;0;262;119
"1970";"260300";53;0;53;0
"1971";"260310";16;0;16;0
"1972";"260320";28;0;28;0
"1973";"260330";13;0;13;0
"1974";"260340";10;0;10;0
"1975";"260345";1219;0;730;479
"1976";"260350";14;0;14;0
"1977";"260360";20;0;20;0
"1978";"260370";22;0;22;0
"1979";"260380";28;0;28;0
"1980";"260390";15;0;15;0
"1981";"260392";9;0;9;0
"1982";"260400";113;0;111;2
"1983";"260410";722;0;566,5;162
"1984";"260415";28;0;28;0
"1985";"260420";25;0;25;0
"1986";"260430";18;0;18;0
"1987";"260440";19;0;19;0
"1988";"260450";38;0;38;0
"1989";"260460";21;0;21;0
"1990";"260470";11;0;11;0
"1991";"260480";28;0;28;0
"1992";"260490";31;0;31;0
"1993";"260500";20;0;20;0
"1994";"260510";86;0;86;0
"1995";"260515";19;0;19;0
"1996";"260520";164;0;136;28
"1997";"260530";32;0;32;0
"1998";"260540";17;0;17;0
"1999";"260545";6;0;6;0
"2000";"260560";18;0;18;0
"2001";"260570";140;0;126;14
"2002";"260580";11;0;11;0
"2003";"260590";23;0;23;0
"2004";"260600";492;0;413;79
"2005";"260610";24;0;24;0
"2006";"260620";120;0;82;38
"2007";"260630";20;0;20;0
"2008";"260640";57;0;57;0
"2009";"260650";15;0;15;0
"2010";"260660";40;0;40;0
"2011";"260670";7;0;7;0
"2012";"260680";158;0;158;0
"2013";"260690";16;0;16;0
"2014";"260700";13;0;13;0
"2015";"260710";4;0;4;0
"2016";"260720";28;0;28;0
"2017";"260730";48;0;48;0
"2018";"260740";4;0;4;0
"2019";"260750";18;0;18;0
"2020";"260760";364;0;364;0
"2021";"260765";42;0;42;0
"2022";"260770";25;0;25;0
"2023";"260775";8;0;8;0
"2024";"260780";6;0;6;0
"2025";"260790";615;0;416;199
"2026";"260800";25;0;25;0
"2027";"260805";23;0;23;0
"2028";"260810";27;0;27;0
"2029";"260820";14;0;14;0
"2030";"260830";19;0;19;0
"2031";"260840";33;0;33;0
"2032";"260845";13;0;13;0
"2033";"260850";19;0;19;0
"2034";"260860";18;0;18;0
"2035";"260870";17;0;17;0
"2036";"260875";18;0;18;0
"2037";"260880";24;0;24;0
"2038";"260890";147;0;145;2
"2039";"260900";106;0;106;0
"2040";"260910";9;0;9;0
"2041";"260915";16;0;16;0
"2042";"260920";13;0;13;0
"2043";"260930";34;0;34;0
"2044";"260940";123;0;123;0
"2045";"260950";77;0;77;0
"2046";"260960";369;0;281;87
"2047";"260970";29;0;29;0
"2048";"260980";11;0;11;0
"2049";"260990";181;0;152;29
"2050";"261000";324;0;324;0
"2051";"261010";4;0;4;0
"2052";"261020";26;0;26;0
"2053";"261030";8;0;8;0
"2054";"261040";29;0;29;0
"2055";"261050";25;0;25;0
"2056";"261060";89;0;50;39
"2057";"261070";546;0;453;88
"2058";"261080";24;0;24;0
"2059";"261090";187;0;184;3
"2060";"261100";101;0;101;0
"2061";"261110";601;0;374;227
"2062";"261120";14;0;14;0
"2063";"261130";21;0;21;0
"2064";"261140";4;0;4;0
"2065";"261150";42;0;42;0
"2066";"261160";8951,5;0;6641;2289,5
"2067";"261170";29;0;29;0
"2068";"261180";48;0;48;0
"2069";"261190";65;0;65;0
"2070";"261200";20;0;20;0
"2071";"261210";5;0;5;0
"2072";"261220";302;0;230;72
"2073";"261230";13;0;13;0
"2074";"261240";15;0;15;0
"2075";"261245";15;0;15;0
"2076";"261247";16;0;16;0
"2077";"261250";96;0;82;14
"2078";"261260";33;0;33;0
"2079";"261280";10;0;10;0
"2080";"261290";28;0;28;0
"2081";"261300";46;0;46;0
"2082";"261310";41;0;41;0
"2083";"261320";39;0;39;0
"2084";"261330";46;0;46;0
"2085";"261340";22;0;22;0
"2086";"261350";76;0;64;12
"2087";"261360";73;0;65;8
"2088";"261370";198;0;92;106
"2089";"261380";29;0;29;0
"2090";"261390";590;0;455;135
"2091";"261400";31;0;31;0
"2092";"261410";109;0;76;33
"2093";"261420";98;0;98;0
"2094";"261430";20;0;20;0
"2095";"261440";5;0;5;0
"2096";"261450";266;0;261;5
"2097";"261460";66;0;35;31
"2098";"261480";17;0;17;0
"2099";"261485";17;0;17;0
"2100";"261500";56;0;56;0
"2101";"261510";14;0;14;0
"2102";"261520";11;0;11;0
"2103";"261530";153;0;142;11
"2104";"261540";28;0;28;0
"2105";"261550";11;0;11;0
"2106";"261560";70;0;58;12
"2107";"261570";49;0;38;11
"2108";"261580";21;0;21;0
"2109";"261590";39;0;39;0
"2110";"261600";24;0;24;0
"2111";"261610";17;0;17;0
"2112";"261618";9;0;9;0
"2113";"261620";35;0;33;2
"2114";"261630";68;0;64;4
"2115";"261640";499;0;462;37
"2116";"261650";13;0;13;0
"2117";"220005";6;0;6;0
"2118";"220010";21;0;21;0
"2119";"220020";27;0;27;0
"2120";"220025";12;0;12;0
"2121";"220030";32;0;32;0
"2122";"220040";48;0;48;0
"2123";"220050";40;0;40;0
"2124";"220060";10;0;10;0
"2125";"220070";45;0;45;0
"2126";"220090";6;0;6;0
"2127";"220100";9;0;9;0
"2128";"220110";18;0;18;0
"2129";"220115";8;0;8;0
"2130";"220120";76;0;72;4
"2131";"220130";16;0;16;0
"2132";"220140";25;0;25;0
"2133";"220150";33;0;33;0
"2134";"220160";20;0;20;0
"2135";"220170";10;0;10;0
"2136";"220180";12;0;12;0
"2137";"220190";48;0;48;0
"2138";"220191";13;0;13;0
"2139";"220196";10;0;10;0
"2140";"220200";27;0;27;0
"2141";"220202";16;0;16;0
"2142";"220220";211;0;186;25
"2143";"220225";10;0;5;5
"2144";"220230";22;0;22;0
"2145";"220240";9;0;9;0
"2146";"220250";11;0;11;0
"2147";"220260";39;0;39;0
"2148";"220270";18;0;18;0
"2149";"220277";7;0;7;0
"2150";"220280";45;0;45;0
"2151";"220290";41;0;41;0
"2152";"220300";25;0;25;0
"2153";"220310";26;0;26;0
"2154";"220320";32;0;32;0
"2155";"220330";25;0;25;0
"2156";"220335";7;0;7;0
"2157";"220350";34;0;34;0
"2158";"220360";22;0;22;0
"2159";"220370";90;0;90;0
"2160";"220375";16;0;16;0
"2161";"220380";6;0;6;0
"2162";"220390";192;0;163;29
"2163";"220400";14;0;14;0
"2164";"220410";15;0;15;0
"2165";"220420";14;0;14;0
"2166";"220430";53;0;53;0
"2167";"220440";12;0;12;0
"2168";"220450";25;0;25;0
"2169";"220470";15;0;15;0
"2170";"220480";13;0;13;0
"2171";"220490";20;0;20;0
"2172";"220500";21;0;21;0
"2173";"220510";25;0;25;0
"2174";"220520";61;0;61;0
"2175";"220527";5;0;5;0
"2176";"220530";11;0;11;0
"2177";"220540";17;0;17;0
"2178";"220550";25;0;25;0
"2179";"220553";19;0;19;0
"2180";"220555";15;0;15;0
"2181";"220560";16;0;16;0
"2182";"220570";32;0;32;0
"2183";"220580";64;0;64;0
"2184";"220585";7;0;7;0
"2185";"220590";12;0;12;0
"2186";"220595";38;0;38;0
"2187";"220600";11;0;11;0
"2188";"220610";15;0;15;0
"2189";"220620";20;0;20;0
"2190";"220640";21;0;21;0
"2191";"220650";20;0;20;0
"2192";"220660";25;0;20;5
"2193";"220670";16;0;16;0
"2194";"220680";13;0;13;0
"2195";"220690";12;0;12;0
"2196";"220700";193;0;131;62
"2197";"220720";81;0;81;0
"2198";"220730";15;0;15;0
"2199";"220740";12;0;12;0
"2200";"220750";30;0;30;0
"2201";"220760";40;0;40;0
"2202";"220770";840;0;750;90
"2203";"220780";116;0;110;6
"2204";"220790";71;0;71;0
"2205";"220800";535;0;430;105
"2206";"220810";16;0;16;0
"2207";"220820";35;0;35;0
"2208";"220830";53;0;53;0
"2209";"220840";93;0;93;0
"2210";"220850";28;0;28;0
"2211";"220855";5;0;5;0
"2212";"220860";16;0;16;0
"2213";"220870";19;0;19;0
"2214";"220880";31;0;31;0
"2215";"220890";21;0;21;0
"2216";"220900";12;0;12;0
"2217";"220910";31;0;30;1
"2218";"220920";10;0;10;0
"2219";"220937";16;0;8;8
"2220";"220940";6;0;6;0
"2221";"220950";16;0;16;0
"2222";"220960";20;0;20;0
"2223";"220970";12;0;12;0
"2224";"220980";15;0;15;0
"2225";"220987";14;0;14;0
"2226";"220990";12;0;12;0
"2227";"221000";64;0;64;0
"2228";"221010";8;0;8;0
"2229";"221020";8;0;8;0
"2230";"221030";29;0;29;0
"2231";"221040";44;0;39;5
"2232";"221050";42;0;42;0
"2233";"221060";291;0;291;0
"2234";"221065";16;0;0;16
"2235";"221070";52;0;52;0
"2236";"221080";32;0;32;0
"2237";"221090";12;0;12;0
"2238";"221100";3398;0;2543,5;862
"2239";"221110";66;0;66;0
"2240";"221120";17;0;17;0
"2241";"221130";46;0;46;0
"2242";"221140";14;0;14;0
"2243";"221170";19;0;19;0
"2244";"410010";22;0;20;2
"2245";"410040";46;0;36;10
"2246";"410045";19;0;19;0
"2247";"410050";37;0;37;0
"2248";"410060";20;0;19;1
"2249";"410080";21;0;21;0
"2250";"410090";14;0;14;0
"2251";"410100";73;0;68,5;5
"2252";"410110";88;0;86;2
"2253";"410120";27;0;20;7
"2254";"410140";259;0;177;82
"2255";"410150";334;0;251;83
"2256";"410160";40;0;40;0
"2257";"410170";51;0;42;9
"2258";"410180";116;0;87;29
"2259";"410190";64;0;52;12
"2260";"410200";123;0;93;30
"2261";"410210";60;0;42;18
"2262";"410220";10;0;10;0
"2263";"410230";7;0;7;0
"2264";"410240";118;0;72;46
"2265";"410250";29;0;29;0
"2266";"410260";23;0;20;3
"2267";"410280";28;0;23;5
"2268";"410290";43;0;35;8
"2269";"410300";10;0;9;1
"2270";"410305";21;0;21;0
"2271";"410310";14;0;14;0
"2272";"410320";29;0;29;0
"2273";"410330";27;0;27;0
"2274";"410345";36;0;32;4
"2275";"410360";100;0;90;10
"2276";"410370";134;0;65;69
"2277";"410390";50;0;50;0
"2278";"410400";315;0;311;4
"2279";"410410";10;0;10;0
"2280";"410420";525;0;442;83
"2281";"410430";226;0;155;71
"2282";"410440";66;0;66;0
"2283";"410442";55;0;51;4
"2284";"410445";91;0;87;4
"2285";"410450";48;0;42;6
"2286";"410460";35;0;33;2
"2287";"410470";29;0;25;4
"2288";"410480";996,5;0;517;477
"2289";"410490";115;0;89;26
"2290";"410500";19;0;19;0
"2291";"410510";29;0;29;0
"2292";"410520";26;0;26;0
"2293";"410530";36;0;28;8
"2294";"410540";61;0;43,5;17,5
"2295";"410550";129;0;95;34
"2296";"410560";31;0;27;4
"2297";"410570";50;0;39;11
"2298";"410580";119;0;109;10
"2299";"410590";44;0;39;5
"2300";"410600";19;0;19;0
"2301";"410610";22;0;22;0
"2302";"410620";13;0;13;0
"2303";"410630";72;0;27;45
"2304";"410640";218;0;141;77
"2305";"410650";60;0;47;13
"2306";"410660";27;0;20;7
"2307";"410670";11;0;11;0
"2308";"410680";30;0;30;0
"2309";"410690";6970,5;0;3974;2998,5
"2310";"410700";19;0;16;3
"2311";"410710";19;0;19;0
"2312";"410715";15;0;13;2
"2313";"410720";90;0;80;10
"2314";"410725";29;0;20;9
"2315";"410730";11;0;11;0
"2316";"410750";32;0;28;4
"2317";"410753";20;0;20;0
"2318";"410760";83;0;64;19
"2319";"410765";32;0;32;0
"2320";"410775";28;0;28;0
"2321";"410780";21;0;21;0
"2322";"410790";20;0;20;0
"2323";"410800";22;0;22;0
"2324";"410820";38;0;31;7
"2325";"410830";483;0;332;151
"2326";"410832";24;0;24;0
"2327";"410840";389;0;273;122
"2328";"410850";27;0;27;0
"2329";"410855";10;0;10;0
"2330";"410860";96;0;82;14
"2331";"410870";27;0;27;0
"2332";"410880";119;0;86;33
"2333";"410890";16;0;16;0
"2334";"410900";16;0;16;0
"2335";"410930";95;0;81;14
"2336";"410940";678;0;429,5;248,5
"2337";"410950";16;0;16;0
"2338";"410960";52;0;44;8
"2339";"410965";29;0;29;0
"2340";"410970";56;0;53;3
"2341";"410975";26;0;26;0
"2342";"410980";128;0;69;59
"2343";"410990";10;0;10;0
"2344";"411000";21;0;12;9
"2345";"411010";56;0;43;13
"2346";"411020";18;0;18;0
"2347";"411030";11;0;11;0
"2348";"411040";22;0;22;0
"2349";"411050";31;0;29;2
"2350";"411060";30;0;30;0
"2351";"411070";186;0;120;66
"2352";"411080";19;0;19;0
"2353";"411090";19;0;17;2
"2354";"411095";22;0;0;22
"2355";"411100";21;0;21;0
"2356";"411110";25;0;25;0
"2357";"411120";27;0;27;0
"2358";"411125";51;0;51;0
"2359";"411130";17;0;17;0
"2360";"411140";18;0;18;0
"2361";"411150";212;0;164;48
"2362";"411160";16;0;16;0
"2363";"411170";18;0;18;0
"2364";"411180";113;0;75;38
"2365";"411190";29;0;29;0
"2366";"411200";106;0;97;9
"2367";"411210";354;0;283;71
"2368";"411220";29;0;29;0
"2369";"411240";16;0;16;0
"2370";"411250";24;0;24;0
"2371";"411270";19;0;18;1
"2372";"411275";25;0;18;7
"2373";"411280";29;0;24;5
"2374";"411290";24;0;24;0
"2375";"411295";23;0;23;0
"2376";"411300";12;0;12;0
"2377";"411310";23;0;23;0
"2378";"411320";160;0;160;0
"2379";"411330";130;0;116;14
"2380";"411345";20;0;20;0
"2381";"411350";120;0;99;21
"2382";"411370";1824;0;1203;624,5
"2383";"411375";30;0;25;5
"2384";"411380";16;0;16;0
"2385";"411390";32;0;28;4
"2386";"411400";32;0;27;5
"2387";"411410";52;0;30;22
"2388";"411420";86;0;66;20
"2389";"411430";50;0;50;0
"2390";"411440";56;0;48;8
"2391";"411450";25;0;25;0
"2392";"411460";419;0;314;105
"2393";"411470";10;0;10;0
"2394";"411480";43;0;37;6
"2395";"411500";23;0;22;1
"2396";"411520";1308;0;760;552
"2397";"411530";52;0;47;5
"2398";"411535";47;0;22;25
"2399";"411540";73;0;47;26
"2400";"411550";21;0;21;0
"2401";"411560";79;0;53;26
"2402";"411570";49;0;44;5
"2403";"411580";168;0;74;94
"2404";"411585";13;0;13;0
"2405";"411600";12;0;12;0
"2406";"411605";45;0;31;14
"2407";"411610";23;0;23;0
"2408";"411620";31;0;29;2
"2409";"411630";6;0;6;0
"2410";"411640";9;0;9;0
"2411";"411670";24;0;20;4
"2412";"411680";22;0;20;2
"2413";"411690";76;0;69;7
"2414";"411695";11;0;11;0
"2415";"411700";22;0;18;4
"2416";"411705";28;0;28;0
"2417";"411710";23;0;21;2
"2418";"411720";13;0;13;0
"2419";"411722";22;0;10;12
"2420";"411725";42;0;36;6
"2421";"411727";44;0;44;0
"2422";"411730";70;0;66;4
"2423";"411740";14;0;14;0
"2424";"411750";66;0;66;0
"2425";"411760";103;0;98;5
"2426";"411770";190;0;150;40
"2427";"411780";56;0;47;9
"2428";"411790";102;0;62;40
"2429";"411800";29;0;25;4
"2430";"411810";23;0;23;0
"2431";"411820";294;0;203;102
"2432";"411830";16;0;16;0
"2433";"411840";185;0;146;39
"2434";"411845";15;0;11;4
"2435";"411850";286;0;194;92
"2436";"411870";26;0;26;0
"2437";"411890";19;0;19;0
"2438";"411915";393;0;380;13
"2439";"411920";27;0;17;10
"2440";"411930";95;0;86;9
"2441";"411940";36;0;28;8
"2442";"411950";753;0;677;76
"2443";"411960";100;0;79;21
"2444";"411970";16;0;14;2
"2445";"411980";48;0;42;6
"2446";"411990";1021;0;669;351
"2447";"412000";49;0;49;0
"2448";"412010";16;0;16;0
"2449";"412020";9;0;9;0
"2450";"412033";20;0;20;0
"2451";"412035";74;0;65;9
"2452";"412040";18;0;18;0
"2453";"412050";24;0;24;0
"2454";"412060";140;0;115;25
"2455";"412070";28;0;26;2
"2456";"412085";13;0;10;3
"2457";"412090";88;0;60;28
"2458";"412100";28;0;28;0
"2459";"412110";19;0;17;2
"2460";"412120";25;0;25;0
"2461";"412130";16;0;16;0
"2462";"412140";41;0;30;11
"2463";"412150";40;0;37;3
"2464";"412170";39;0;32;7
"2465";"412180";57;0;51;6
"2466";"412190";63;0;59;4
"2467";"412200";48;0;33;15
"2468";"412220";55;0;55;0
"2469";"412230";88;0;72;16
"2470";"412240";211;0;195;16
"2471";"412250";28;0;25;3
"2472";"412260";41;0;22;19
"2473";"412265";36;0;36;0
"2474";"412290";26;0;26;0
"2475";"412300";30;0;24;6
"2476";"412310";15;0;15;0
"2477";"412320";18;0;18;0
"2478";"412330";27;0;17;10
"2479";"412340";21;0;17;4
"2480";"412350";113;0;58;55
"2481";"412370";27;0;19;8
"2482";"412380";30;0;30;0
"2483";"412382";24;0;24;0
"2484";"412385";45;0;45;0
"2485";"412390";27;0;27;0
"2486";"412400";20;0;20;0
"2487";"412405";90;0;58;32
"2488";"412410";191;0;161;30
"2489";"412420";10;0;10;0
"2490";"412430";13;0;13;0
"2491";"412440";46;0;38;8
"2492";"412450";23;0;22;1
"2493";"412460";16;0;15;1
"2494";"412470";20;0;20;0
"2495";"412480";29;0;21;8
"2496";"412490";19;0;17;2
"2497";"412500";21;0;21;0
"2498";"412510";27;0;26;1
"2499";"412520";30;0;23;7
"2500";"412530";42;0;36;6
"2501";"412535";18;0;18;0
"2502";"412540";15;0;15;0
"2503";"412545";19;0;19;0
"2504";"412550";323;0;226;97
"2505";"412560";63;0;49;14
"2506";"412570";73;0;52;21
"2507";"412575";14;0;14;0
"2508";"412580";26;0;24;2
"2509";"412600";25;0;25;0
"2510";"412620";19;0;19;0
"2511";"412625";141;0;114;27
"2512";"412630";35;0;31;4
"2513";"412640";23;0;23;0
"2514";"412650";27;0;25;2
"2515";"412660";44;0;32;12
"2516";"412667";21;0;21;0
"2517";"412670";10;0;10;0
"2518";"412680";21;0;18;3
"2519";"412690";21;0;13;8
"2520";"412700";17;0;17;0
"2521";"412710";185;0;110;75
"2522";"412720";60;0;52;8
"2523";"412730";30;0;26;4
"2524";"412740";89;0;24;65
"2525";"412750";30;0;30;0
"2526";"412760";21;0;21;0
"2527";"412770";341;0;166;175
"2528";"412780";67;0;51;16
"2529";"412785";38;0;38;0
"2530";"412788";6;0;6;0
"2531";"412790";18;0;16;2
"2532";"412795";56;0;46;10
"2533";"412796";53;0;53;0
"2534";"412800";135;0;74;61
"2535";"412810";492;0;361;131
"2536";"412820";231;0;117;114
"2537";"412830";6;0;6;0
"2538";"412840";45;0;37;8
"2539";"412850";35;0;17;18
"2540";"412855";26;0;26;0
"2541";"412860";22;0;19;3
"2542";"412880";33;10;23;10
"2543";"330010";340;0;194;146
"2544";"330015";35;0;35;0
"2545";"330020";297,5;0;218,5;78
"2546";"330022";46;0;46;0
"2547";"330023";35;0;35;0
"2548";"330025";92;0;92;0
"2549";"330030";346;0;258;88
"2550";"330040";415;0;224;190
"2551";"330045";460;0;389;71
"2552";"330050";63;0;63;0
"2553";"330060";498;0;397;101
"2554";"330070";576;0;362;214
"2555";"330080";109;0;109;0
"2556";"330090";85;0;43;42
"2557";"330100";2051;0;1426;625
"2558";"330110";62;0;50;12
"2559";"330120";42;0;42;0
"2560";"330130";90;0;90;0
"2561";"330140";71;0;71;0
"2562";"330150";64;0;56;8
"2563";"330160";16;0;16;0
"2564";"330170";1673;0;1063;623
"2565";"330180";50;0;39;11
"2566";"330185";67;0;67;0
"2567";"330190";615;0;389;226
"2568";"330200";141;0;141;0
"2569";"330205";127;0;117;10
"2570";"330210";89;0;75;14
"2571";"330220";701;0;429;272
"2572";"330225";96;0;30;66
"2573";"330227";245;0;245;0
"2574";"330230";52;0;52;0
"2575";"330240";554;0;306;248
"2576";"330250";594;0;579;15
"2577";"330260";62;0;60;2
"2578";"330270";114;0;79;35
"2579";"330280";84;0;46;38
"2580";"330285";28;0;28;0
"2581";"330290";102;0;74;28
"2582";"330300";85;0;52;33
"2583";"330310";49;0;43;6
"2584";"330320";517;0;188;329
"2585";"330330";3032,5;0;1616,5;1396
"2586";"330340";679;0;471;208
"2587";"330350";1165;49;701;450
"2588";"330360";764;0;747;17
"2589";"330370";68;0;63;5
"2590";"330380";36;0;36;0
"2591";"330390";1663;0;1129;534
"2592";"330395";40;0;40;0
"2593";"330400";52;0;46;6
"2594";"330410";60;0;54;6
"2595";"330411";44;0;44;0
"2596";"330412";241;0;232;9
"2597";"330414";302;0;252;50
"2598";"330415";53;0;53;0
"2599";"330420";341;0;149;192
"2600";"330430";555;0;534;21
"2601";"330440";36;0;36;0
"2602";"330450";15;0;15;0
"2603";"330452";106;0;90;16
"2604";"330455";26945,5;0;14391,5;12578
"2605";"330460";82;0;50;32
"2606";"330470";186;0;143;43
"2607";"330475";52;0;52;0
"2608";"330480";122;0;112;10
"2609";"330490";2560;0;1842;718
"2610";"330500";43;0;43;0
"2611";"330510";1259;0;999;260
"2612";"330515";58;0;56;2
"2613";"330520";81;0;77;4
"2614";"330530";52;0;43;9
"2615";"330550";65;0;65;0
"2616";"330555";51;0;51;0
"2617";"330560";15;0;15;0
"2618";"330570";36;0;36;0
"2619";"330575";212;0;160;52
"2620";"330580";385;0;295;90
"2621";"330590";41;0;41;0
"2622";"330600";310;0;267;43
"2623";"330610";341;0;301;40
"2624";"330615";41;0;41;0
"2625";"330620";574;0;512;59
"2626";"330630";904;0;394;508,5
"2627";"240010";72;0;66;6
"2628";"240020";95;0;90;5
"2629";"240030";28;0;28;0
"2630";"240050";102;0;102;0
"2631";"240060";21;0;21;0
"2632";"240070";21;0;21;0
"2633";"240080";28;0;28;0
"2634";"240090";32;0;32;0
"2635";"240100";85;0;85;0
"2636";"240110";45;0;43;2
"2637";"240120";20;0;20;0
"2638";"240130";8;0;8;0
"2639";"240140";9;0;9;0
"2640";"240145";21;0;21;0
"2641";"240150";12;0;12;0
"2642";"240160";15;0;15;0
"2643";"240170";17;0;17;0
"2644";"240180";15;0;15;0
"2645";"240200";215;0;182;33
"2646";"240210";15;0;15;0
"2647";"240220";60;0;60;0
"2648";"240230";66;0;66;0
"2649";"240240";29;0;29;0
"2650";"240250";21;0;21;0
"2651";"240260";54;0;54;0
"2652";"240270";24;0;24;0
"2653";"240280";12;0;12;0
"2654";"240290";9;0;9;0
"2655";"240300";44;0;44;0
"2656";"240310";153;0;126;27
"2657";"240320";16;0;16;0
