"";"CODUFMUN";"qtde"
"2777";"251530";86
"2778";"251540";18
"2779";"251550";37
"2780";"251560";10
"2781";"251570";10
"2782";"251580";13
"2783";"251590";17
"2784";"251593";7
"2785";"251597";8
"2786";"251600";46
"2787";"251610";33
"2788";"251615";6
"2789";"251620";296
"2790";"251630";51
"2791";"251640";13
"2792";"251650";37
"2793";"251660";37,5
"2794";"251670";38
"2795";"251675";6
"2796";"251680";26
"2797";"251690";43,5
"2798";"251700";8
"2799";"251710";8
"2800";"251720";10
"2801";"251740";4
"2802";"260005";172
"2803";"260010";160,5
"2804";"260020";52
"2805";"260030";41
"2806";"260040";71
"2807";"260050";53,5
"2808";"260060";26
"2809";"260070";60
"2810";"260080";27
"2811";"260090";39
"2812";"260100";18
"2813";"260105";29
"2814";"260110";92
"2815";"260120";337,5
"2816";"260130";14
"2817";"260140";167,5
"2818";"260150";20
"2819";"260160";63
"2820";"260170";102,5
"2821";"260180";21
"2822";"260190";189
"2823";"260200";56
"2824";"260210";92,5
"2825";"260220";66
"2826";"260230";83
"2827";"260240";22
"2828";"260250";22
"2829";"260260";54,5
"2830";"260270";21
"2831";"260280";74
"2832";"260290";589
"2833";"260300";84
"2834";"260310";27
"2835";"260320";54
"2836";"260330";21
"2837";"260340";19,5
"2838";"260345";419,5
"2839";"260350";33,5
"2840";"260360";18
"2841";"260370";47
"2842";"260380";29
"2843";"260390";42
"2844";"260392";42,5
"2845";"260400";142
"2846";"260410";1465,5
"2847";"260415";32
"2848";"260420";36
"2849";"260430";33
"2850";"260440";29
"2851";"260450";41,5
"2852";"260460";39
"2853";"260470";26
"2854";"260480";31
"2855";"260490";27,5
"2856";"260500";42
"2857";"260510";83
"2858";"260515";31,5
"2859";"260520";102,5
"2860";"260530";58
"2861";"260540";44
"2862";"260545";17
"2863";"260550";24
"2864";"260560";29
"2865";"260570";78
"2866";"260580";34
"2867";"260590";32
"2868";"260600";512,5
"2869";"260610";50
"2870";"260620";157
"2871";"260630";21
"2872";"260640";166,5
"2873";"260650";35,5
"2874";"260660";55
"2875";"260670";16
"2876";"260680";252,5
"2877";"260690";28,5
"2878";"260700";42
"2879";"260710";13,5
"2880";"260720";173,5
"2881";"260730";44
"2882";"260740";8
"2883";"260750";47
"2884";"260760";95
"2885";"260765";59
"2886";"260770";40
"2887";"260775";60
"2888";"260780";16
"2889";"260790";1113,5
"2890";"260795";19
"2891";"260800";34
"2892";"260805";40
"2893";"260810";48
"2894";"260820";31,5
"2895";"260825";12
"2896";"260830";41
"2897";"260840";22
"2898";"260845";42,5
"2899";"260850";35
"2900";"260860";29
"2901";"260870";24
"2902";"260875";41
"2903";"260880";48
"2904";"260890";291
"2905";"260900";92
"2906";"260910";32
"2907";"260915";21
"2908";"260920";30
"2909";"260930";40
"2910";"260940";101
"2911";"260950";106
"2912";"260960";820
"2913";"260970";38
"2914";"260980";22
"2915";"260990";202
"2916";"261000";353,5
"2917";"261010";20
"2918";"261020";29
"2919";"261030";13
"2920";"261040";43
"2921";"261050";67
"2922";"261060";91
"2923";"261070";812
"2924";"261080";48,5
"2925";"261090";176,5
"2926";"261100";85
"2927";"261110";933,5
"2928";"261120";30
"2929";"261130";46,5
"2930";"261140";15
"2931";"261150";53
"2932";"261153";12
"2933";"261160";13186,5
"2934";"261170";36
"2935";"261180";53
"2936";"261190";54
"2937";"261200";26
"2938";"261210";14
"2939";"261220";259,5
"2940";"261230";29
"2941";"261240";32
"2942";"261245";29
"2943";"261247";26
"2944";"261250";122,5
"2945";"261255";17,5
"2946";"261260";54,5
"2947";"261270";21
"2948";"261280";35
"2949";"261290";18
"2950";"261300";71
"2951";"261310";57,5
"2952";"261320";38
"2953";"261330";47
"2954";"261340";29,5
"2955";"261350";62
"2956";"261360";86,5
"2957";"261370";203
"2958";"261380";30
"2959";"261390";277
"2960";"261400";52,5
"2961";"261410";80,5
"2962";"261420";59
"2963";"261430";31
"2964";"261440";25
"2965";"261450";150
"2966";"261460";50
"2967";"261470";20,5
"2968";"261480";35
"2969";"261485";45
"2970";"261500";43,5
"2971";"261510";17
"2972";"261520";25
"2973";"261530";111
"2974";"261540";41
"2975";"261550";29
"2976";"261560";53
"2977";"261570";39
"2978";"261580";40
"2979";"261590";26,5
"2980";"261600";43
"2981";"261610";30,5
"2982";"261618";18
"2983";"261620";35
"2984";"261630";66,5
"2985";"261640";325
"2986";"261650";35
"2987";"220005";17
"2988";"220010";13
"2989";"220020";41
"2990";"220025";17
"2991";"220027";5
"2992";"220030";40
"2993";"220040";63
"2994";"220045";5
"2995";"220050";56
"2996";"220060";34
"2997";"220070";29
"2998";"220080";10
"2999";"220090";12
"3000";"220095";7
"3001";"220100";12
"3002";"220105";6
"3003";"220110";16
"3004";"220115";22
"3005";"220117";8
"3006";"220120";92
"3007";"220130";3
"3008";"220140";26
"3009";"220150";43
"3010";"220155";8
"3011";"220157";3
"3012";"220160";19
"3013";"220170";17
"3014";"220173";9
"3015";"220177";6
"3016";"220180";10
"3017";"220190";89
"3018";"220191";10
"3019";"220192";4
"3020";"220194";6
"3021";"220196";20
"3022";"220198";7
"3023";"220200";28
"3024";"220202";20
"3025";"220205";8
"3026";"220207";2
"3027";"220208";10
"3028";"220209";5
"3029";"220210";13
"3030";"220211";5
"3031";"220213";9
"3032";"220217";9
"3033";"220220";170,5
"3034";"220225";7
"3035";"220230";28
"3036";"220240";17
"3037";"220245";7
"3038";"220250";22
"3039";"220253";8
"3040";"220255";5
"3041";"220260";42
"3042";"220265";6
"3043";"220270";49
"3044";"220271";6
"3045";"220272";4
"3046";"220273";4
"3047";"220275";20
"3048";"220277";23
"3049";"220280";12
"3050";"220285";5
"3051";"220290";44
"3052";"220300";20
"3053";"220310";17
"3054";"220320";28
"3055";"220323";7
"3056";"220325";7
"3057";"220327";5
"3058";"220330";22
"3059";"220335";17
"3060";"220340";9
"3061";"220342";4
"3062";"220345";10
"3063";"220350";46
"3064";"220360";13
"3065";"220370";108
"3066";"220375";7
"3067";"220380";19
"3068";"220385";2
"3069";"220390";163
"3070";"220400";20
"3071";"220410";15
"3072";"220415";5
"3073";"220420";18
"3074";"220430";36
"3075";"220435";10
"3076";"220440";22
"3077";"220450";39
"3078";"220455";4
"3079";"220460";13
"3080";"220465";15
"3081";"220470";34
"3082";"220480";30
"3083";"220490";17
"3084";"220500";22
"3085";"220510";22
"3086";"220515";10
"3087";"220520";55
"3088";"220525";12
"3089";"220527";11
"3090";"220530";11
"3091";"220535";6
"3092";"220540";24
"3093";"220545";5
"3094";"220550";77
"3095";"220551";5
"3096";"220552";19
"3097";"220553";4
"3098";"220554";7
"3099";"220555";16
"3100";"220556";9
"3101";"220557";10
"3102";"220558";5
"3103";"220559";13
"3104";"220560";22
"3105";"220570";57,5
"3106";"220580";47
"3107";"220585";29
"3108";"220590";21
"3109";"220595";15
"3110";"220600";8
"3111";"220605";17
"3112";"220610";24
"3113";"220620";59
"3114";"220630";2
"3115";"220635";13
"3116";"220640";30
"3117";"220650";23
"3118";"220660";30
"3119";"220665";9
"3120";"220667";11,5
"3121";"220669";8
"3122";"220670";18,5
"3123";"220672";8
"3124";"220675";7
"3125";"220680";14
"3126";"220690";23
"3127";"220695";4
"3128";"220700";119,5
"3129";"220710";10
"3130";"220720";20
"3131";"220730";16
"3132";"220735";6,5
"3133";"220740";16
"3134";"220750";20
"3135";"220755";8,5
"3136";"220760";34
"3137";"220770";398
"3138";"220775";10
"3139";"220777";8
"3140";"220779";2
"3141";"220780";63
"3142";"220785";6
"3143";"220790";52
"3144";"220793";5
"3145";"220795";4
"3146";"220800";419
"3147";"220810";27
"3148";"220820";26,5
"3149";"220830";62
"3150";"220840";199,5
"3151";"220850";43
"3152";"220855";6
"3153";"220860";10
"3154";"220865";9
"3155";"220870";26
"3156";"220880";46
"3157";"220885";13
"3158";"220887";6
"3159";"220890";17
"3160";"220900";20
"3161";"220910";26
"3162";"220915";7
"3163";"220920";9
"3164";"220930";16
"3165";"220935";10
"3166";"220937";12
"3167";"220940";25
"3168";"220945";9
"3169";"220950";12
"3170";"220955";4
"3171";"220960";17
"3172";"220965";6
"3173";"220970";15
"3174";"220975";3
"3175";"220980";15
"3176";"220985";10
"3177";"220987";10
"3178";"220990";19
"3179";"220995";6
"3180";"220997";9
"3181";"221000";70
"3182";"221005";5
"3183";"221010";14
"3184";"221020";23
"3185";"221030";20
"3186";"221035";4
"3187";"221037";7
"3188";"221038";4
"3189";"221039";8
"3190";"221040";30,5
"3191";"221050";41
"3192";"221060";124,5
"3193";"221062";9
"3194";"221063";8,5
"3195";"221065";16
"3196";"221070";33
"3197";"221080";46
"3198";"221090";9
"3199";"221093";9
"3200";"221095";9
"3201";"221097";10
"3202";"221100";3724,5
"3203";"221110";115
"3204";"221120";52
"3205";"221130";55
"3206";"221135";5
"3207";"221140";17
"3208";"221150";4
"3209";"221160";10
"3210";"221170";12
"3211";"410010";19
"3212";"410020";14
"3213";"410030";14
"3214";"410040";95
"3215";"410045";14
"3216";"410050";40
"3217";"410060";20
"3218";"410070";19
"3219";"410080";34,5
"3220";"410090";18
"3221";"410100";31
"3222";"410105";9
"3223";"410110";64,5
"3224";"410115";13
"3225";"410120";41,5
"3226";"410130";18
"3227";"410140";377
"3228";"410150";454,5
"3229";"410160";52
"3230";"410165";12
"3231";"410170";35
"3232";"410180";521,5
"3233";"410185";6
"3234";"410190";39
"3235";"410200";64
"3236";"410210";62
"3237";"410220";11
"3238";"410230";28
"3239";"410240";54,5
"3240";"410250";31
"3241";"410260";15
"3242";"410270";6
"3243";"410275";7
"3244";"410280";46
"3245";"410290";48,5
"3246";"410300";13
"3247";"410302";5
"3248";"410304";7
"3249";"410305";23
"3250";"410310";27,5
"3251";"410315";12
"3252";"410320";19
"3253";"410322";7
"3254";"410330";23,5
"3255";"410335";13
"3256";"410337";14
"3257";"410340";5
"3258";"410345";23
"3259";"410347";15
"3260";"410350";14
"3261";"410360";55,5
"3262";"410370";333,5
"3263";"410380";18
"3264";"410390";29
"3265";"410395";9
"3266";"410400";59,5
"3267";"410405";11,5
"3268";"410410";22
"3269";"410420";397,5
"3270";"410425";39
"3271";"410430";320
"3272";"410440";31
"3273";"410442";34
"3274";"410445";24
"3275";"410450";34,5
"3276";"410460";24
"3277";"410465";20
"3278";"410470";26
"3279";"410480";1346,5
"3280";"410490";182,5
"3281";"410500";18
"3282";"410510";27
"3283";"410520";50
"3284";"410530";28
"3285";"410540";63,5
"3286";"410550";204
"3287";"410560";23
"3288";"410570";30
"3289";"410580";336,5
"3290";"410590";60
"3291";"410600";21
"3292";"410610";21
"3293";"410620";31
"3294";"410630";45,5
"3295";"410640";284,5
"3296";"410645";15
"3297";"410650";37
"3298";"410655";11
"3299";"410657";13
"3300";"410660";31,5
"3301";"410670";18
"3302";"410680";41
"3303";"410685";8
"3304";"410690";9487
"3305";"410700";25,5
"3306";"410710";15
"3307";"410712";6
"3308";"410715";15
"3309";"410720";70,5
"3310";"410725";21
"3311";"410730";16
"3312";"410740";15
"3313";"410750";33
"3314";"410752";9
"3315";"410753";6
"3316";"410754";12
"3317";"410755";14
"3318";"410760";39
"3319";"410765";114,5
"3320";"410770";10
"3321";"410773";20
"3322";"410775";20
"3323";"410780";9
"3324";"410785";12
"3325";"410790";20
"3326";"410800";25
"3327";"410810";11
"3328";"410820";22
"3329";"410830";1036,5
"3330";"410832";17
"3331";"410840";466,5
"3332";"410845";15,5
"3333";"410850";22
"3334";"410855";11
"3335";"410860";73,5
"3336";"410865";13
"3337";"410870";18
"3338";"410880";54
"3339";"410890";19
"3340";"410895";19
"3341";"410900";14
"3342";"410910";9
"3343";"410920";13
"3344";"410930";43,5
"3345";"410940";523
"3346";"410950";24
"3347";"410960";91
"3348";"410965";34
"3349";"410970";42
"3350";"410975";11
"3351";"410980";192,5
"3352";"410990";20
"3353";"411000";15
"3354";"411005";5
"3355";"411007";10
"3356";"411010";58
"3357";"411020";39
"3358";"411030";8
"3359";"411040";14
"3360";"411050";30
"3361";"411060";27
"3362";"411065";8
"3363";"411070";238,5
"3364";"411080";28,5
"3365";"411090";14
"3366";"411095";23
"3367";"411100";29
"3368";"411110";24
"3369";"411120";17,5
"3370";"411125";29
"3371";"411130";16
"3372";"411140";16
"3373";"411150";176,5
"3374";"411155";14
"3375";"411160";12
"3376";"411170";16
"3377";"411180";180
"3378";"411190";29
"3379";"411200";72,5
"3380";"411210";106
"3381";"411220";26
"3382";"411230";11,5
"3383";"411240";19
"3384";"411250";29
"3385";"411260";8
"3386";"411270";27
"3387";"411275";13
"3388";"411280";27,5
"3389";"411290";10
"3390";"411295";22
"3391";"411300";20
"3392";"411310";20
"3393";"411320";184,5
"3394";"411325";4
"3395";"411330";77,5
"3396";"411340";15
"3397";"411342";10
"3398";"411345";15
"3399";"411350";62
"3400";"411360";13
"3401";"411370";3290,5
"3402";"411373";12
"3403";"411375";19
"3404";"411380";17
"3405";"411390";32
"3406";"411400";38
"3407";"411410";33,5
"3408";"411420";72,5
"3409";"411430";46,5
"3410";"411435";7
"3411";"411440";45
"3412";"411450";25
"3413";"411460";150
"3414";"411470";18,5
"3415";"411480";68
"3416";"411490";23
"3417";"411500";22
"3418";"411510";19
"3419";"411520";1572,5
"3420";"411530";16
"3421";"411535";17
"3422";"411540";32,5
"3423";"411545";12
"3424";"411550";13
"3425";"411560";42,5
"3426";"411570";81
"3427";"411573";13
"3428";"411575";18
"3429";"411580";110
"3430";"411585";18
"3431";"411590";9
"3432";"411600";16
"3433";"411605";31
"3434";"411610";29
"3435";"411620";55
"3436";"411630";15,5
"3437";"411640";11
"3438";"411650";5
"3439";"411660";12
"3440";"411670";20
"3441";"411680";16
"3442";"411690";61
"3443";"411695";14
"3444";"411700";13
"3445";"411705";33
"3446";"411710";37
"3447";"411720";17
"3448";"411721";7
"3449";"411722";19
"3450";"411725";22,5
"3451";"411727";20
"3452";"411729";14
"3453";"411730";45
"3454";"411740";11
"3455";"411745";13
"3456";"411750";39
"3457";"411760";84
"3458";"411770";89,5
"3459";"411780";20
"3460";"411790";67,5
"3461";"411800";21
"3462";"411810";28
"3463";"411820";435
"3464";"411830";10
"3465";"411840";243
"3466";"411845";12
"3467";"411850";286,5
"3468";"411860";11
"3469";"411870";16
"3470";"411880";14
"3471";"411885";12
"3472";"411890";23
"3473";"411900";15
"3474";"411910";26,5
"3475";"411915";227,5
"3476";"411920";14
"3477";"411925";4
"3478";"411930";50,5
"3479";"411940";57
"3480";"411950";225,5
"3481";"411960";97
"3482";"411965";6
"3483";"411970";16
"3484";"411980";28
"3485";"411990";961
"3486";"411995";35,5
"3487";"412000";32
"3488";"412010";18
"3489";"412015";7,5
"3490";"412020";13
"3491";"412030";6
"3492";"412033";15
"3493";"412035";34
"3494";"412040";12
"3495";"412050";22
"3496";"412060";99
"3497";"412065";10
"3498";"412070";32
"3499";"412080";26,5
"3500";"412085";6
"3501";"412090";49
"3502";"412100";30
"3503";"412110";10
"3504";"412120";38
"3505";"412125";6
"3506";"412130";13
"3507";"412135";7
"3508";"412140";32
"3509";"412150";45
"3510";"412160";13
"3511";"412170";31,5
"3512";"412175";8
"3513";"412180";30
"3514";"412190";24
"3515";"412200";41
"3516";"412210";13
"3517";"412215";16
"3518";"412217";10
"3519";"412220";50,5
"3520";"412230";93
"3521";"412240";192
"3522";"412250";24,5
"3523";"412260";18,5
"3524";"412265";22,5
"3525";"412270";14
"3526";"412280";8
"3527";"412290";14
"3528";"412300";25
"3529";"412310";12
"3530";"412320";14
"3531";"412330";18,5
"3532";"412340";16,5
"3533";"412350";59
"3534";"412360";5
"3535";"412370";22
"3536";"412380";31
"3537";"412382";18
"3538";"412385";23,5
"3539";"412390";14
"3540";"412395";10
"3541";"412400";17
"3542";"412402";16
"3543";"412405";34
"3544";"412410";150
"3545";"412420";27
"3546";"412430";13
"3547";"412440";29
"3548";"412450";17
"3549";"412460";12
"3550";"412470";25
"3551";"412480";23
"3552";"412490";12
"3553";"412500";24
"3554";"412510";32
"3555";"412520";22,5
"3556";"412530";18
"3557";"412535";19
"3558";"412540";17,5
"3559";"412545";8
"3560";"412550";511
"3561";"412555";8
"3562";"412560";82
"3563";"412570";34
"3564";"412575";14
"3565";"412580";22
"3566";"412590";6
"3567";"412600";21
"3568";"412610";12
"3569";"412620";16
"3570";"412625";163,5
"3571";"412627";7
"3572";"412630";31,5
"3573";"412635";12,5
"3574";"412640";17
"3575";"412650";39
"3576";"412660";37
"3577";"412665";10
"3578";"412667";37
"3579";"412670";12
"3580";"412680";24
"3581";"412690";17
"3582";"412700";27,5
"3583";"412710";121
"3584";"412720";47
"3585";"412730";43
"3586";"412740";23
"3587";"412750";52
"3588";"412760";43
"3589";"412770";341
"3590";"412780";22
"3591";"412785";22
"3592";"412788";14
"3593";"412790";30
"3594";"412795";24
"3595";"412796";54
"3596";"412800";53,5
"3597";"412810";291,5
"3598";"412820";168
"3599";"412830";8
"3600";"412840";27
"3601";"412850";37
"3602";"412853";30
"3603";"412855";27
"3604";"412860";23
"3605";"412862";11
"3606";"412863";8
"3607";"412865";9
"3608";"412870";15
"3609";"412880";8
"3610";"330010";800,5
"3611";"330015";36
"3612";"330020";271
"3613";"330022";54
"3614";"330023";77
"3615";"330025";69
"3616";"330030";266
"3617";"330040";596
"3618";"330045";701,5
"3619";"330050";66,5
"3620";"330060";136,5
"3621";"330070";621,5
"3622";"330080";183,5
"3623";"330090";44
"3624";"330093";69
"3625";"330095";30
"3626";"330100";3224,5
"3627";"330110";51
"3628";"330115";44,5
"3629";"330120";76,5
"3630";"330130";222,5
"3631";"330140";75
"3632";"330150";47,5
"3633";"330160";32,5
"3634";"330170";2520
"3635";"330180";53
"3636";"330185";58,5
"3637";"330187";42,5
"3638";"330190";598
"3639";"330200";428
"3640";"330205";47
"3641";"330210";94
"3642";"330220";256,5
"3643";"330225";133
"3644";"330227";206,5
"3645";"330230";20,5
"3646";"330240";657
"3647";"330245";14
"3648";"330250";463,5
"3649";"330260";172
"3650";"330270";183,5
"3651";"330280";65
"3652";"330285";198,5
"3653";"330290";72
"3654";"330300";75
"3655";"330310";55,5
"3656";"330320";580
"3657";"330330";3310,5
"3658";"330340";491
"3659";"330350";2015
"3660";"330360";475
"3661";"330370";93,5
"3662";"330380";103
"3663";"330385";43
"3664";"330390";1267
"3665";"330395";61
"3666";"330400";154,5
"3667";"330410";62
"3668";"330411";61
"3669";"330412";65
"3670";"330414";183,5
"3671";"330415";173
"3672";"330420";388,5
"3673";"330430";307,5
"3674";"330440";71,5
"3675";"330450";25,5
"3676";"330452";314,5
"3677";"330455";36663
"3678";"330460";31
"3679";"330470";105
"3680";"330475";111
"3681";"330480";107,5
"3682";"330490";2395,5
"3683";"330500";110
"3684";"330510";600
"3685";"330513";11
"3686";"330515";52,5
"3687";"330520";96
"3688";"330530";38
"3689";"330540";43
"3690";"330550";199,5
"3691";"330555";118
"3692";"330560";107
"3693";"330570";48
"3694";"330575";67
"3695";"330580";394,5
"3696";"330590";30,5
"3697";"330600";317,5
"3698";"330610";236
"3699";"330615";30
"3700";"330620";280
"3701";"330630";1017
"3702";"240010";54
"3703";"240020";157
"3704";"240030";26
"3705";"240040";13
"3706";"240050";70
"3707";"240060";27
"3708";"240070";32
"3709";"240080";43,5
"3710";"240090";27
"3711";"240100";135
"3712";"240110";71
"3713";"240120";38
"3714";"240130";20
"3715";"240140";25
"3716";"240145";40
"3717";"240150";14
"3718";"240160";16
"3719";"240165";4
"3720";"240170";19
"3721";"240180";30
"3722";"240185";10
"3723";"240190";12,5
"3724";"240200";314
"3725";"240210";34
"3726";"240220";73
"3727";"240230";67,5
"3728";"240240";29
"3729";"240250";26
"3730";"240260";159,5
"3731";"240270";39
"3732";"240280";23
"3733";"240290";20
"3734";"240300";33
"3735";"240310";217,5
"3736";"240320";23
"3737";"240325";369,5
"3738";"240330";20
"3739";"240340";23
"3740";"240350";20
"3741";"240360";40
"3742";"240370";23
"3743";"240375";8
"3744";"240380";47
"3745";"240390";11
"3746";"240400";20
"3747";"240410";7
"3748";"240420";40,5
"3749";"240430";22
"3750";"240440";25
"3751";"240450";66
"3752";"240460";19
"3753";"240470";33
"3754";"240480";12
"3755";"240485";15
"3756";"240490";15
"3757";"240500";20
"3758";"240510";16
"3759";"240520";24
"3760";"240530";20
"3761";"240540";11
"3762";"240550";8
"3763";"240560";36,5
"3764";"240570";35
"3765";"240580";84
"3766";"240590";6
"3767";"240600";32
"3768";"240610";76
"3769";"240615";11
"3770";"240620";25
"3771";"240630";10
"3772";"240640";15
"3773";"240650";25
"3774";"240660";10
"3775";"240670";23
"3776";"240680";15,5
"3777";"240690";21
"3778";"240700";49
"3779";"240710";124,5
"3780";"240720";73
"3781";"240725";13
"3782";"240730";20
"3783";"240740";25,5
"3784";"240750";16
"3785";"240760";25
"3786";"240770";29
"3787";"240780";35,5
"3788";"240790";18
"3789";"240800";735
"3790";"240810";4715
"3791";"240820";26
"3792";"240830";73
"3793";"240840";22
"3794";"240850";20
"3795";"240860";23
"3796";"240870";6
"3797";"240880";10
"3798";"240890";43
"3799";"240895";16
"3800";"240910";32
"3801";"240920";7
"3802";"240930";31
"3803";"240933";8
"3804";"240940";226
"3805";"240950";10,5
"3806";"240960";8
"3807";"240970";17
"3808";"240980";32,5
"3809";"240990";30,5
"3810";"241000";24
"3811";"241010";28
"3812";"241020";25
"3813";"241025";15
"3814";"241030";20
"3815";"241040";15
"3816";"241050";16
"3817";"241060";18
"3818";"241070";14
"3819";"241080";25
"3820";"241090";13
"3821";"241100";13
"3822";"241105";13
"3823";"241110";18
"3824";"241120";149
"3825";"241140";34,5
"3826";"241142";15
"3827";"241150";100
"3828";"241160";10
"3829";"241170";14
"3830";"241180";9,5
"3831";"241190";11
"3832";"241200";122,5
"3833";"241210";21
"3834";"241220";142
"3835";"241230";46
"3836";"241240";14
"3837";"241250";154
"3838";"241255";18
"3839";"241260";93
"3840";"241270";13
"3841";"241280";14
"3842";"241290";32,5
"3843";"241300";22
"3844";"241310";10
"3845";"241320";19
"3846";"241330";6
"3847";"241335";24
"3848";"241340";15
"3849";"241350";17
"3850";"241355";16
"3851";"241360";24
"3852";"241370";14
"3853";"241380";19
"3854";"241390";22
"3855";"241400";28
"3856";"241410";30
"3857";"241415";38
"3858";"241420";12
"3859";"241430";8
"3860";"241440";65
"3861";"241445";16
"3862";"241450";29
"3863";"241460";36
"3864";"241470";11
"3865";"241475";14
"3866";"241480";24
"3867";"241490";16
"3868";"241500";7,5
"3869";"110001";67,5
"3870";"110002";216
"3871";"110003";17
"3872";"110004";228
"3873";"110005";35
"3874";"110006";42
"3875";"110007";18
"3876";"110008";34
"3877";"110009";53,5
"3878";"110010";105,5
"3879";"110011";105
"3880";"110012";276
"3881";"110013";62,5
"3882";"110014";46
"3883";"110015";94
"3884";"110018";95
"3885";"110020";1928
"3886";"110025";62
"3887";"110026";7
"3888";"110028";156,5
"3889";"110029";31
"3890";"110030";283
"3891";"110032";44
"3892";"110033";49
"3893";"110034";52
"3894";"110037";29
"3895";"110040";33,5
"3896";"110045";30
"3897";"110050";38
"3898";"110060";13
"3899";"110070";25
"3900";"110080";39
"3901";"110090";16
"3902";"110092";39
"3903";"110094";21
"3904";"110100";34,5
"3905";"110110";17
"3906";"110120";17
"3907";"110130";31
"3908";"110140";39
"3909";"110143";18
"3910";"110145";10
"3911";"110146";7
"3912";"110147";20
"3913";"110148";20
"3914";"110149";27
"3915";"110150";32
"3916";"110155";18
"3917";"110160";24
"3918";"110170";30
"3919";"110175";20
"3920";"110180";24
"3921";"140002";25,5
"3922";"140005";41
"3923";"140010";1524
"3924";"140015";38,5
"3925";"140017";38
"3926";"140020";48
"3927";"140023";37
"3928";"140028";23
"3929";"140030";55
"3930";"140040";39
"3931";"140045";47
"3932";"140047";50
"3933";"140050";35
"3934";"140060";20
"3935";"140070";10
"3936";"430003";14
"3937";"430005";7
"3938";"430010";36
"3939";"430020";19
"3940";"430030";25
"3941";"430040";246,5
"3942";"430045";16
"3943";"430047";8
"3944";"430050";14
"3945";"430055";3
"3946";"430057";5
"3947";"430060";299,5
"3948";"430063";12
"3949";"430064";16
"3950";"430066";2
"3951";"430070";20
"3952";"430080";45
"3953";"430085";22,5
"3954";"430087";15
"3955";"430090";21
"3956";"430100";46
"3957";"430105";32
"3958";"430107";9
"3959";"430110";24,5
"3960";"430120";50
"3961";"430130";34
"3962";"430140";19
"3963";"430150";23
"3964";"430155";16
"3965";"430160";469,5
"3966";"430163";40
"3967";"430165";14
"3968";"430170";23
"3969";"430175";9
"3970";"430180";8,5
"3971";"430185";8
"3972";"430187";11
"3973";"430190";33,5
"3974";"430192";3
"3975";"430195";2
"3976";"430200";7
"3977";"430205";6
"3978";"430210";323
"3979";"430215";8
"3980";"430220";31
"3981";"430222";6
"3982";"430223";7
"3983";"430225";6
"3984";"430230";20
"3985";"430235";36
"3986";"430237";5
"3987";"430240";26
"3988";"430245";24
"3989";"430250";13,5
"3990";"430258";7
"3991";"430260";16
"3992";"430265";18
"3993";"430270";30,5
"3994";"430280";74
"3995";"430290";35
"3996";"430300";183,5
"3997";"430310";287,5
"3998";"430320";21
"3999";"430330";20
"4000";"430340";19
"4001";"430350";82,5
"4002";"430355";5
"4003";"430360";35
"4004";"430367";7
"4005";"430370";27
"4006";"430380";21
"4007";"430390";164
"4008";"430400";17
"4009";"430410";11
"4010";"430420";62,5
"4011";"430430";28
"4012";"430435";37
"4013";"430440";98
"4014";"430450";151
"4015";"430460";587
"4016";"430461";5
"4017";"430462";4
"4018";"430463";196
"4019";"430465";7
"4020";"430466";24
"4021";"430467";10
"4022";"430468";14
"4023";"430469";3
"4024";"430470";222,5
"4025";"430471";8
"4026";"430480";36
"4027";"430485";3
"4028";"430490";22
"4029";"430495";5
"4030";"430500";12
"4031";"430510";2639
"4032";"430511";3
"4033";"430512";7
"4034";"430513";17,5
"4035";"430515";5
"4036";"430517";23
"4037";"430520";21
"4038";"430530";29
"4039";"430535";71
"4040";"430537";5
"4041";"430540";38
"4042";"430543";13
"4043";"430544";3
"4044";"430545";23,5
"4045";"430550";16
"4046";"430558";2
"4047";"430560";8
"4048";"430570";13
"4049";"430580";20
"4050";"430583";4
"4051";"430585";7
"4052";"430587";5
"4053";"430590";26
"4054";"430593";2
"4055";"430595";8
"4056";"430597";5
"4057";"430600";37
"4058";"430605";27,5
"4059";"430607";6
"4060";"430610";455,5
"4061";"430613";5
"4062";"430620";16
"4063";"430630";15
"4064";"430632";6,5
"4065";"430635";3
"4066";"430637";9
"4067";"430640";41
"4068";"430642";5
"4069";"430645";12
"4070";"430650";30
"4071";"430655";3
"4072";"430660";94,5
"4073";"430670";11
"4074";"430673";16
"4075";"430675";5
"4076";"430676";64
"4077";"430680";63,5
"4078";"430690";58
"4079";"430692";11
"4080";"430693";13
"4081";"430695";9
"4082";"430697";8
"4083";"430700";417,5
"4084";"430705";7
"4085";"430710";16
"4086";"430720";13
"4087";"430730";20
"4088";"430740";10
"4089";"430745";7,5
"4090";"430750";50,5
"4091";"430755";19
"4092";"430760";93
"4093";"430770";267
"4094";"430780";171
"4095";"430781";7
"4096";"430783";6
"4097";"430786";6
"4098";"430790";165,5
"4099";"430800";29
"4100";"430805";3
"4101";"430807";6
"4102";"430810";34
"4103";"430820";58
"4104";"430825";6
"4105";"430830";23
"4106";"430840";31,5
"4107";"430843";5
"4108";"430845";15
"4109";"430850";84
"4110";"430860";43,5
"4111";"430865";9,5
"4112";"430870";16
"4113";"430880";23
"4114";"430885";4
"4115";"430890";44
"4116";"430900";59
"4117";"430905";11
"4118";"430910";157
"4119";"430912";5
"4120";"430915";6
"4121";"430920";623
"4122";"430925";11
"4123";"430930";273,5
"4124";"430940";54,5
"4125";"430950";34
