"";"CODUFMUN";"medicos_g1";"medicos_g2";"medicos_g3"
"995";"355390";8;3;2,66666666666667
"996";"310680";5;1;5
"997";"500525";8,5;2;4,25
"998";"431449";3;1;3
"999";"270340";8;3;2,66666666666667
"1000";"510345";11;2;5,5
"1001";"354250";6;NA;NA
"1002";"150640";3;NA;NA
"1003";"280530";9;3;3
"1004";"353570";9;NA;NA
"1005";"412382";9;2;4,5
"1006";"520380";11;2;5,5
"1007";"110026";3;1;3
"1008";"170755";2;1;2
"1009";"420245";16;5;3,2
"1010";"411550";10;2;5
"1011";"230060";11,5;4;2,875
"1012";"280310";2;2;1
"1013";"520085";19;2;9,5
"1014";"310163";8;1;8
"1015";"430260";6;2;3
"1016";"270220";8;2;4
"1017";"220595";5;4;1,25
"1018";"412320";5;2;2,5
"1019";"313100";13;2;6,5
"1020";"220380";4;2;2
"1021";"251380";4;2;2
"1022";"220375";5;2;2,5
"1023";"312940";40;3;13,3333333333333
"1024";"500510";12;2;6
"1025";"160070";12;3;4
"1026";"312385";9;2;4,5
"1027";"310720";4;1;4
"1028";"312290";8;2;4
"1029";"270870";8;4;2
"1030";"312260";11;3;3,66666666666667
"1031";"354515";18,5;NA;NA
"1032";"421960";18,5;3;6,16666666666667
"1033";"351190";19,5;2;9,75
"1034";"421310";8;3;2,66666666666667
"1035";"171700";3,5;1,5;2,33333333333333
"1036";"316780";7;2;3,5
"1037";"410670";13;4;3,25
"1038";"210730";5;3;1,66666666666667
"1039";"412610";8;2;4
"1040";"150555";13;5;2,6
"1041";"130220";6;3;2
"1042";"313660";13;2;6,5
"1043";"313070";21;1;21
"1044";"432055";9;NA;NA
"1045";"500515";10;2;5
"1046";"410405";3;1;3
"1047";"315030";12;3;4
"1048";"220080";1;1;1
"1049";"241300";8,5;3;2,83333333333333
"1050";"316130";6,5;1;6,5
"1051";"412460";14;4;3,5
"1052";"170555";3;1;3
"1053";"430320";19;1;19
"1054";"240490";14;2;7
"1055";"520980";4;2;2
"1056";"355200";9;2;4,5
"1057";"310770";6;2;3
"1058";"521500";11;3;3,66666666666667
"1059";"412863";3;2;1,5
"1060";"350120";14;NA;NA
"1061";"350535";3;2;1,5
"1062";"220192";2;2;1
"1063";"312030";3;2;1,5
"1064";"431085";15;2;7,5
"1065";"312240";6;1;6
"1066";"280370";8;2;4
"1067";"421240";14;2;7
"1068";"432185";5;2;2,5
"1069";"354790";14,5;2;7,25
"1070";"520993";10,5;2,5;4,2
"1071";"421825";9;6;1,5
"1072";"230990";4;3;1,33333333333333
"1073";"520250";12;3;4
"1074";"411090";10;1;10
"1075";"312705";2;2;1
"1076";"220940";9;2;4,5
"1077";"315750";3;2;1,5
"1078";"412665";5;3;1,66666666666667
"1079";"520180";9;4;2,25
"1080";"220410";5;2;2,5
"1081";"312330";3;2;1,5
"1082";"350260";11;1;11
"1083";"230080";8;2;4
"1084";"432135";9;NA;NA
"1085";"355490";7;2;3,5
"1086";"313570";6;2;3
"1087";"315930";14;2;7
"1088";"270060";25;4;6,25
"1089";"312600";19;1;19
"1090";"250930";12;4;3
"1091";"170600";4;3;1,33333333333333
"1092";"240630";7;3;2,33333333333333
"1093";"316460";11;2;5,5
"1094";"521960";5;1;5
"1095";"520830";4;2;2
"1096";"311220";12;2;6
"1097";"316390";9;2;4,5
"1098";"352370";16;2;8
"1099";"355635";7;NA;NA
"1100";"351890";4;NA;NA
"1101";"351730";5;2;2,5
"1102";"311740";13;2;6,5
"1103";"316600";4;2;2
"1104";"316160";3;1;3
"1105";"410855";12;1;12
"1106";"420417";4;2;2
"1107";"430975";2;2;1
"1108";"351460";17;NA;NA
"1109";"240620";15;3;5
"1110";"220340";4;3;1,33333333333333
"1111";"313870";5;1;5
"1112";"170740";2;2;1
"1113";"280160";5;2;2,5
"1114";"250420";2;2;1
"1115";"280260";3;2;1,5
"1116";"431400";46;2;23
"1117";"314640";6;2;3
"1118";"431520";18;2;9
"1119";"291870";3;2;1,5
"1120";"355310";11;2;5,5
"1121";"231280";6;3;2
"1122";"250170";4;2;2
"1123";"170830";4;2;2
"1124";"353680";14;1;14
"1125";"522000";16;2;8
"1126";"520790";6,5;3;2,16666666666667
"1127";"171780";4;3;1,33333333333333
"1128";"130200";9;4;2,25
"1129";"171830";3;3;1
"1130";"431842";6;1;6
"1131";"351560";12;2;6
"1132";"312210";5;2;2,5
"1133";"354200";7;2;3,5
"1134";"410785";6;2;3
"1135";"410657";6;2;3
"1136";"510380";2;1;2
"1137";"431695";18;2;9
"1138";"316590";2;2;1
"1139";"230510";15;3;5
"1140";"411600";7;1;7
"1141";"251430";6,5;2;3,25
"1142";"220980";4;2;2
"1143";"315730";5;2;2,5
"1144";"241100";7,5;2;3,75
"1145";"522150";11;2;5,5
"1146";"221090";4;3;1,33333333333333
"1147";"420985";7;1;7
"1148";"150796";10;7;1,42857142857143
"1149";"312920";21;2;10,5
"1150";"412215";13;4;3,25
"1151";"355320";12;1;12
"1152";"353282";20;4;5
"1153";"220191";2;2;1
"1154";"430513";12;2;6
"1155";"221030";11,5;3;3,83333333333333
"1156";"412270";11;2;5,5
"1157";"420610";8;3;2,66666666666667
"1158";"410410";12;3;4
"1159";"510490";4;3;1,33333333333333
"1160";"150013";13;4;3,25
"1161";"411720";13;2;6,5
"1162";"411695";8;2;4
"1163";"350510";3,5;NA;NA
"1164";"220400";4;2;2
"1165";"316530";28;3;9,33333333333333
"1166";"316950";7;3;2,33333333333333
"1167";"520850";18;2;9
"1168";"354820";14;3;4,66666666666667
"1169";"315810";4;3;1,33333333333333
"1170";"420740";11;2;5,5
"1171";"410890";18;6;3
"1172";"522205";9;2;4,5
"1173";"431342";3;2;1,5
"1174";"432380";29,5;3;9,83333333333333
"1175";"220555";5;4;1,25
"1176";"352650";9;1;9
"1177";"520590";14,5;NA;NA
"1178";"431360";18;2;9
"1179";"412110";5,5;2,5;2,2
"1180";"160020";33;3;11
"1181";"510010";4;2;2
"1182";"312310";3;2;1,5
"1183";"316220";37,5;2;18,75
"1184";"412545";7;1;7
"1185";"410780";9;1;9
"1186";"160053";26;5;5,2
"1187";"251170";5;3;1,66666666666667
"1188";"230180";12;3;4
"1189";"311170";7;2;3,5
"1190";"320200";11;3;3,66666666666667
"1191";"421875";16;2;8
"1192";"220777";2;2;1
"1193";"351210";22;2;11
"1194";"150549";26;2;13
"1195";"250140";4;3;1,33333333333333
"1196";"220209";2;2;1
"1197";"521405";8;2;4
"1198";"291090";4;3;1,33333333333333
"1199";"431407";8;4;2
"1200";"220730";4;2;2
"1201";"353120";11;3;3,66666666666667
"1202";"353290";32;3;10,6666666666667
"1203";"500730";10,5;2;5,25
"1204";"431210";19;1;19
"1205";"351810";9;2;4,5
"1206";"130426";9;4;2,25
"1207";"412450";9;1;9
"1208";"350640";26,5;3;8,83333333333333
"1209";"220960";5;1;5
"1210";"220100";3;2;1,5
"1211";"240340";13;2;6,5
"1212";"240600";10;3;3,33333333333333
"1213";"311360";25;2;12,5
"1214";"311670";8;2;4
"1215";"410920";6;3;2
"1216";"411920";21;2;10,5
"1217";"351950";10;NA;NA
"1218";"241210";9;2;4,5
"1219";"350180";5;NA;NA
"1220";"311600";3;2;1,5
"1221";"421230";8;3;2,66666666666667
"1222";"240510";6;3;2
"1223";"314240";22,5;4;5,625
"1224";"500755";12;1;12
"1225";"250390";4;2;2
"1226";"521375";18;3;6
"1227";"313360";12,5;3;4,16666666666667
"1228";"313970";17;2;8,5
"1229";"110060";5;2;2,5
"1230";"410347";5;2;2,5
"1231";"351905";41,5;4,5;9,22222222222222
"1232";"310390";13;2;6,5
"1233";"130400";5;4;1,25
"1234";"240240";13;3;4,33333333333333
"1235";"431555";4;1;4
"1236";"291590";3;2;1,5
"1237";"220950";2;1;2
"1238";"421810";15;2;7,5
"1239";"420120";8;3;2,66666666666667
"1240";"430755";23;2;11,5
"1241";"220560";7;2;3,5
"1242";"351130";16;NA;NA
"1243";"230460";7;2;3,5
"1244";"431043";5;2;2,5
"1245";"354050";16;2;8
"1246";"430435";24;3;8
"1247";"310480";5;2;2,5
"1248";"311190";6;2;3
"1249";"220515";3;3;1
"1250";"240060";14;2;7
"1251";"351320";14;2;7
"1252";"120001";12;5;2,4
"1253";"420775";5;4;1,25
"1254";"420768";10;2;5
"1255";"220920";2;2;1
"1256";"250810";3;2;1,5
"1257";"510685";6;2;3
"1258";"351260";10;NA;NA
"1259";"522068";7;2;3,5
"1260";"150750";25;5;5
"1261";"500295";46;2;23
"1262";"510820";12,5;2;6,25
"1263";"270180";6;2;3
"1264";"510310";7;2;3,5
"1265";"354810";17,5;NA;NA
"1266";"230620";12;4;3
"1267";"172110";1;1;1
"1268";"310520";3;3;1
"1269";"250260";11;3;3,66666666666667
"1270";"261440";8,5;4,5;1,88888888888889
"1271";"280610";17;3;5,66666666666667
"1272";"315610";11;3;3,66666666666667
"1273";"314380";9;1;9
"1274";"231123";10;4;2,5
"1275";"312890";6;2;3
"1276";"210970";7;2;3,5
"1277";"520940";2;1;2
"1278";"316520";9;2;4,5
"1279";"350690";10;NA;NA
"1280";"421440";7,5;2,5;3
"1281";"410770";2;1;2
"1282";"354650";13;NA;NA
"1283";"350310";24;NA;NA
"1284";"412070";24;3;8
"1285";"314840";3;1;3
"1286";"355350";7;NA;NA
"1287";"431175";24;2;12
"1288";"241090";8;3;2,66666666666667
"1289";"220010";4;2;2
"1290";"291260";3;1;3
"1291";"220090";7;3;2,33333333333333
"1292";"412400";5;2;2,5
"1293";"220890";8;4;2
"1294";"354570";11;NA;NA
"1295";"430995";6;2;3
"1296";"430980";9;1;9
"1297";"310870";3;2;1,5
"1298";"353360";26;2;13
"1299";"316740";18;2;9
"1300";"430550";16;2;8
"1301";"421917";11;7;1,57142857142857
"1302";"410730";7;1;7
"1303";"220210";2;2;1
"1304";"250780";6;3;2
"1305";"270080";8;2;4
"1306";"421090";15;2;7,5
"1307";"312352";9;3;3
"1308";"350370";26,5;1;26,5
"1309";"313800";34;3;11,3333333333333
"1310";"412530";14;1;14
"1311";"130014";14;4;3,5
"1312";"350460";22;NA;NA
"1313";"421860";27;2;13,5
"1314";"521130";9;2;4,5
"1315";"421935";9;2;4,5
"1316";"240280";5;3;1,66666666666667
"1317";"150560";6;3;2
"1318";"520545";13;2;6,5
"1319";"314055";7;3;2,33333333333333
"1320";"421545";6;5;1,2
"1321";"312540";5;3;1,66666666666667
"1322";"230725";15;7;2,14285714285714
"1323";"210470";5;2;2,5
"1324";"312245";7;3;2,33333333333333
"1325";"521990";8;4;2
"1326";"430175";6;1;6
"1327";"355610";7;1;7
"1328";"430970";9;2;4,5
"1329";"421105";20;8;2,5
"1330";"420410";10;2;5
"1331";"412490";12;4;3
"1332";"251440";4;2;2
"1333";"280640";3,5;2,5;1,4
"1334";"510777";6;2;3
"1335";"351885";7;1;7
"1336";"430063";8;2;4
"1337";"431230";5,5;2,5;2,2
"1338";"261210";10;3;3,33333333333333
"1339";"270790";8,5;4;2,125
"1340";"315260";23;2;11,5
"1341";"500793";15;3;5
"1342";"221010";10;2;5
"1343";"312220";3;1;3
"1344";"150503";20;4;5
"1345";"313850";17,5;2;8,75
"1346";"312860";12;3;4
"1347";"500150";12;2;6
"1348";"170765";5;2;2,5
"1349";"310220";2;2;1
"1350";"260630";7;3;2,33333333333333
"1351";"315060";11;3;3,66666666666667
"1352";"250210";5;3;1,66666666666667
"1353";"510720";6;2;3
"1354";"352760";26;2;13
"1355";"240520";9;4;2,25
"1356";"250880";3;2;1,5
"1357";"430605";28,5;NA;NA
"1358";"431245";16;2;8
"1359";"241420";9;4;2,25
"1360";"313753";5;2;2,5
"1361";"315950";7,5;1,5;5
"1362";"412402";11;1;11
"1363";"150276";15;3;5
"1364";"520810";7;2;3,5
"1365";"351250";7;2;3,5
"1366";"172065";6;2;3
"1367";"220300";8;3;2,66666666666667
"1368";"352150";12;2;6
"1369";"430740";4;1;4
"1370";"500780";13;3;4,33333333333333
"1371";"241030";10;5;2
"1372";"312560";14;3;4,66666666666667
"1373";"421223";4;2;2
"1374";"411300";4;2;2
"1375";"521080";6;2;3
"1376";"313110";9;3;3
"1377";"240540";7,5;4,5;1,66666666666667
"1378";"250650";6;1;6
"1379";"313020";18;2;9
"1380";"316340";8;2;4
"1381";"220680";7;3;2,33333333333333
"1382";"420150";23,5;2;11,75
"1383";"411745";5;1;5
"1384";"421700";10,5;2;5,25
"1385";"130008";7;3;2,33333333333333
"1386";"171430";10,5;2;5,25
"1387";"430340";15;2;7,5
"1388";"250120";5;3;1,66666666666667
"1389";"251480";4;2;2
"1390";"411110";21;3;7
"1391";"420190";10;2;5
"1392";"220335";4;3;1,33333333333333
"1393";"310550";19;3;6,33333333333333
"1394";"171790";4;2;2
"1395";"251330";5;3;1,66666666666667
"1396";"430180";15;NA;NA
"1397";"270540";9;3;3
"1398";"312250";7;2;3,5
"1399";"421840";18;3;6
"1400";"431310";29;3;9,66666666666667
"1401";"411573";2;1;2
"1402";"240370";5;2;2,5
"1403";"316570";15;4;3,75
"1404";"430045";6;1;6
"1405";"220060";5;3;1,66666666666667
"1406";"291900";5;1;5
"1407";"410030";6;3;2
"1408";"410975";18;2;9
"1409";"250310";12;2;6
"1410";"220202";10;3;3,33333333333333
"1411";"250290";11;2;5,5
"1412";"310750";30;3;10
"1413";"240660";5;3;1,66666666666667
"1414";"316120";5;3;1,66666666666667
"1415";"431125";3,5;1;3,5
"1416";"500025";3;1;3
"1417";"315725";8;3;2,66666666666667
"1418";"315510";7;3;2,33333333333333
"1419";"420090";34,5;2;17,25
"1420";"351980";24;1;24
"1421";"430165";12,5;1;12,5
"1422";"312750";3;2;1,5
"1423";"110150";14;1;14
"1424";"230880";9;3;3
"1425";"311630";14;3;4,66666666666667
"1426";"354325";7;3;2,33333333333333
"1427";"420170";13;2;6,5
"1428";"240450";33;7;4,71428571428571
"1429";"250230";9;3;3
"1430";"313430";9;2;4,5
"1431";"313865";8;3;2,66666666666667
"1432";"211200";4;2;2
"1433";"310250";5;2;2,5
"1434";"220115";7;6;1,16666666666667
"1435";"510523";6;2;3
"1436";"251020";13;7;1,85714285714286
"1437";"270820";16,5;3;5,5
"1438";"355140";24;4;6
"1439";"211080";4;2;2
"1440";"410380";9;3;3
"1441";"412290";8;1;8
"1442";"510267";71;8;8,875
"1443";"250500";8;3;2,66666666666667
"1444";"313060";11;2;5,5
"1445";"421640";11;4;2,75
"1446";"421507";4;2;2
"1447";"241330";5;2;2,5
"1448";"354430";14,5;3;4,83333333333333
"1449";"292220";5;3;1,66666666666667
"1450";"313680";10;2;5
"1451";"510880";3;2;1,5
"1452";"521440";11;3;3,66666666666667
"1453";"150175";11,5;1;11,5
"1454";"351120";15;1;15
"1455";"316430";6;3;2
"1456";"521060";8;2;4
"1457";"411530";8;2;4
"1458";"280720";8;4;2
"1459";"410725";9;2;4,5
"1460";"411310";6;2;3
"1461";"315310";7;2;3,5
"1462";"313390";4;2;2
"1463";"351470";16;3;5,33333333333333
"1464";"315740";8;2;4
"1465";"220650";9;3;3
"1466";"316380";9,5;3;3,16666666666667
"1467";"313410";2;1;2
"1468";"352420";25;2;12,5
"1469";"241020";6;3;2
"1470";"311570";9;2;4,5
"1471";"330015";51;4;12,75
"1472";"291420";11;3;3,66666666666667
"1473";"230427";6;3;2
"1474";"354690";18;1;18
"1475";"421055";5;1;5
"1476";"353230";10;1;10
"1477";"420050";6;2;3
"1478";"410655";3;2;1,5
"1479";"430064";16,5;2;8,25
"1480";"230790";10;4;2,5
"1481";"310010";43;2;21,5
"1482";"291077";4;3;1,33333333333333
"1483";"316140";9;2;4,5
"1484";"411535";17;2;8,5
"1485";"330450";47;4;11,75
"1486";"430570";13;3;4,33333333333333
"1487";"315100";10;5;2
"1488";"310880";3;2;1,5
"1489";"412853";11;5;2,2
"1490";"421000";18;3;6
"1491";"170710";10;3;3,33333333333333
"1492";"521170";17;4;4,25
"1493";"412870";7;1;7
"1494";"431650";37;2;18,5
"1495";"420400";32;3;10,6666666666667
"1496";"351720";15;1;15
"1497";"311250";19;2;9,5
"1498";"231060";12;4;3
"1499";"355300";45;1;45
"1500";"352020";19;4,5;4,22222222222222
"1501";"291905";15;2;7,5
"1502";"220865";6;5;1,2
"1503";"210920";11;5;2,2
"1504";"316630";7;3;2,33333333333333
"1505";"292770";71,5;9;7,94444444444444
"1506";"430870";31;2;15,5
"1507";"240320";8;3;2,66666666666667
"1508";"320465";10,5;3,5;3
"1509";"170310";6;2;3
"1510";"251350";5,5;2;2,75
"1511";"310120";47,5;2;23,75
"1512";"520400";9;2;4,5
"1513";"432290";23,5;1;23,5
"1514";"290700";9,5;3;3,16666666666667
"1515";"292780";11;2;5,5
"1516";"270580";5;3;1,66666666666667
"1517";"432310";11;3;3,66666666666667
"1518";"521210";8;3;2,66666666666667
"1519";"171070";3;2;1,5
"1520";"314345";10;3;3,33333333333333
"1521";"150340";14;3;4,66666666666667
"1522";"250660";7;6;1,16666666666667
"1523";"290060";9;2;4,5
"1524";"411342";5;1;5
"1525";"292280";5;3;1,66666666666667
"1526";"120039";3;2;1,5
"1527";"431402";12;NA;NA
"1528";"240910";20;4;5
"1529";"221020";4;3;1,33333333333333
"1530";"171360";5;2;2,5
"1531";"355110";12;NA;NA
"1532";"431220";16;2;8
"1533";"313480";16;2;8
"1534";"411345";19,5;NA;NA
"1535";"432210";18;5;3,6
"1536";"240530";10;4;2,5
"1537";"431070";13;2;6,5
"1538";"411500";15;6;2,5
"1539";"411870";5;2;2,5
"1540";"220970";7;3;2,33333333333333
"1541";"500440";17;2;8,5
"1542";"313810";11;3;3,66666666666667
"1543";"280070";3;3;1
"1544";"412640";25;2;12,5
"1545";"421625";18;2;9
"1546";"355440";20;3;6,66666666666667
"1547";"313690";26;3;8,66666666666667
"1548";"500090";12;3;4
"1549";"351800";4;1;4
"1550";"312120";16,5;3;5,5
"1551";"251110";14;3;4,66666666666667
"1552";"351515";48;5;9,6
"1553";"411325";2;2;1
"1554";"150495";12;3;4
"1555";"291990";5;4;1,25
"1556";"130356";34,5;11;3,13636363636364
"1557";"315935";5;2;2,5
"1558";"431380";27;2;13,5
"1559";"314350";29;4;7,25
"1560";"320070";24;4;6
"1561";"280430";14;6;2,33333333333333
"1562";"317190";3;2;1,5
"1563";"350040";27;NA;NA
"1564";"261510";13;3;4,33333333333333
"1565";"170035";5;3;1,66666666666667
"1566";"313200";5;2;2,5
"1567";"421740";24;4;6
"1568";"312140";13;2;6,5
"1569";"220140";6;3;2
"1570";"292410";8;3;2,66666666666667
"1571";"316770";6;1;6
"1572";"261520";18,5;6;3,08333333333333
"1573";"510263";55;6;9,16666666666667
"1574";"160010";5;3;1,66666666666667
"1575";"241350";7;3;2,33333333333333
"1576";"421080";29,5;2,5;11,8
"1577";"431290";27;NA;NA
"1578";"510622";72;5;14,4
"1579";"120042";7,5;2,5;3
"1580";"500020";19,5;4,5;4,33333333333333
"1581";"310180";5;3;1,66666666666667
"1582";"230720";13;4;3,25
"1583";"241040";8;3;2,66666666666667
"1584";"432195";19;2;9,5
"1585";"431515";24;2;12
"1586";"353410";8;2;4
"1587";"410300";5;2;2,5
"1588";"431920";10,5;2;5,25
"1589";"220590";6;2;3
"1590";"313610";4;3;1,33333333333333
"1591";"355730";23;2;11,5
"1592";"315830";21;2;10,5
"1593";"316510";32;2;16
"1594";"315050";17;3;5,66666666666667
"1595";"350480";11;1;11
"1596";"410320";12;3;4
"1597";"350340";36;2;18
"1598";"432026";17;3;5,66666666666667
"1599";"220985";2;2;1
"1600";"170370";5;2;2,5
"1601";"521390";9;2;4,5
"1602";"421450";4;2;2
"1603";"315360";16;5;3,2
"1604";"313890";14,5;3;4,83333333333333
"1605";"352380";11;1;11
"1606";"280150";29;4;7,25
"1607";"421920";20;2;10
"1608";"421460";8;1;8
"1609";"430070";24,5;2;12,25
"1610";"312680";8;2;4
"1611";"431177";10;1;10
"1612";"311280";30,5;3,5;8,71428571428571
"1613";"310640";29;3;9,66666666666667
"1614";"355050";16;3;5,33333333333333
"1615";"220277";6;3;2
"1616";"220870";7;4;1,75
"1617";"260340";7,5;1,5;5
"1618";"351900";22;2;11
"1619";"314670";26;3;8,66666666666667
"1620";"351920";7;2;3,5
"1621";"110100";7;2;3,5
"1622";"431225";6;NA;NA
"1623";"240500";6;4;1,5
"1624";"316295";96;3;32
"1625";"412620";7;3;2,33333333333333
"1626";"314450";15;2;7,5
"1627";"241270";5;3;1,66666666666667
"1628";"431190";17;2;8,5
"1629";"350275";46;NA;NA
"1630";"420560";4;3;1,33333333333333
"1631";"431860";65;NA;NA
"1632";"313540";23;2;11,5
"1633";"320050";23;3;7,66666666666667
"1634";"430800";58;1;58
"1635";"313862";3;1;3
"1636";"431500";11;2;5,5
"1637";"314170";4;2;2
"1638";"130083";14;5;2,8
"1639";"311820";14;2;7
"1640";"411155";9;2;4,5
"1641";"316255";6;3;2
"1642";"110033";16;2;8
"1643";"431260";27;2;13,5
"1644";"431620";14;1;14
"1645";"270660";12,5;5;2,5
"1646";"421180";7;2;3,5
"1647";"313925";8;3;2,66666666666667
"1648";"250520";8;3;2,66666666666667
"1649";"520760";5;2;2,5
"1650";"411722";16,5;2,5;6,6
"1651";"510190";14;4;3,5
"1652";"311545";5;3;1,66666666666667
"1653";"500795";14;2;7
"1654";"270644";11,5;2;5,75
"1655";"420040";12,5;2,5;5
"1656";"421270";14;3;4,66666666666667
"1657";"292350";5;3;1,66666666666667
"1658";"500840";13;2;6,5
"1659";"280270";9,5;4,5;2,11111111111111
"1660";"292330";13;3;4,33333333333333
"1661";"421350";22;6;3,66666666666667
"1662";"171875";4;2;2
"1663";"250850";6;4;1,5
"1664";"351400";9;NA;NA
"1665";"316690";18;2;9
"1666";"354805";23;3;7,66666666666667
"1667";"291670";17;3;5,66666666666667
"1668";"430360";20,5;5;4,1
"1669";"430673";4;2;2
"1670";"510525";86,5;10;8,65
"1671";"110160";7;5;1,4
"1672";"430400";13;3;4,33333333333333
"1673";"220420";13;3;4,33333333333333
"1674";"430170";19;3;6,33333333333333
"1675";"510620";9;2;4,5
"1676";"430710";11;3;3,66666666666667
"1677";"312880";10;3;3,33333333333333
"1678";"270090";5;3;1,66666666666667
"1679";"314260";23;2;11,5
"1680";"220690";4;3;1,33333333333333
"1681";"330095";31;4;7,75
"1682";"314675";7;4;1,75
"1683";"330615";21;3;7
"1684";"410045";6;2;3
"1685";"354950";9;2;4,5
"1686";"430720";11;2;5,5
"1687";"315480";30,5;2;15,25
"1688";"315590";19;2;9,5
"1689";"310810";17;3;5,66666666666667
"1690";"312480";15;2;7,5
"1691";"420260";28,5;3,5;8,14285714285714
"1692";"171050";4;2;2
"1693";"250020";10;3;3,33333333333333
"1694";"410350";9;3;3
"1695";"431415";10;2;5
"1696";"261590";19;3;6,33333333333333
"1697";"353480";8;2;4
"1698";"315160";24;3;8
"1699";"311790";21;1;21
"1700";"510775";7;2;3,5
"1701";"521900";15;2;7,5
"1702";"312690";27;4;6,75
"1703";"312960";5;4;1,25
"1704";"510080";8,5;2;4,25
"1705";"421530";19;3;6,33333333333333
"1706";"150034";26;5;5,2
"1707";"220990";9;3;3
"1708";"411375";13;2;6,5
"1709";"431170";10;1;10
"1710";"250820";26;3;8,66666666666667
"1711";"250330";9;3;3
"1712";"310850";5;4;1,25
"1713";"270360";8;3;2,66666666666667
"1714";"291125";6;2;3
"1715";"420770";19,5;5;3,9
"1716";"420020";16;3;5,33333333333333
"1717";"310410";18,5;3;6,16666666666667
"1718";"251010";9;4;2,25
"1719";"250580";6;2;3
"1720";"250760";5;3;1,66666666666667
"1721";"251580";7;3;2,33333333333333
"1722";"431910";23;1;23
"1723";"350540";11,5;4,5;2,55555555555556
"1724";"500080";31;3;10,3333333333333
"1725";"350680";44;2;22
"1726";"292030";5;2;2,5
"1727";"312300";12;2;6
"1728";"312620";4,5;2;2,25
"1729";"250450";4;3;1,33333333333333
"1730";"510623";45,5;5,5;8,27272727272727
"1731";"251320";23;3;7,66666666666667
"1732";"410740";7;2;3,5
"1733";"311240";16,5;2;8,25
"1734";"251000";8;3;2,66666666666667
"1735";"292160";3;2;1,5
"1736";"430235";59;5;11,8
"1737";"421030";34;3;11,3333333333333
"1738";"315445";12;3;4
"1739";"315520";9,5;3;3,16666666666667
"1740";"315270";16,5;3;5,5
"1741";"270350";5;3;1,66666666666667
"1742";"230150";5;2;2,5
"1743";"431040";10;4;2,5
"1744";"430245";13,5;1;13,5
"1745";"330230";30;3;10
"1746";"355230";31;3;10,3333333333333
"1747";"150658";14;5;2,8
"1748";"150410";3;2;1,5
"1749";"431915";48;3;16
"1750";"250560";4;4;1
"1751";"316420";20;4;5
"1752";"500600";36,5;4;9,125
"1753";"240170";5;4;1,25
"1754";"260250";21;5;4,2
"1755";"280510";7;2;3,5
"1756";"352810";17;NA;NA
"1757";"240140";9;3;3
"1758";"521300";15;2;7,5
"1759";"420310";13;3;4,33333333333333
"1760";"430965";6;2;3
"1761";"520080";13;3;4,33333333333333
"1762";"520840";14;4;3,5
"1763";"170770";6;3;2
"1764";"520215";16;4;4
"1765";"261153";6;2;3
"1766";"421380";16;3;5,33333333333333
"1767";"241340";6;3;2
"1768";"421565";10;3;3,33333333333333
"1769";"352860";22;NA;NA
"1770";"260670";10;2;5
"1771";"320035";5;3;1,66666666666667
"1772";"431033";40;NA;NA
"1773";"410710";15;4;3,75
"1774";"315350";10;5;2
"1775";"270530";8;2;4
"1776";"240090";22;3;7,33333333333333
"1777";"313370";25;3;8,33333333333333
"1778";"210390";6;4;1,5
"1779";"260360";16;3;5,33333333333333
"1780";"412160";8;3;2,66666666666667
"1781";"251400";12;2;6
"1782";"130353";53;8;6,625
"1783";"430517";8;2;4
"1784";"171488";6;3;2
"1785";"310990";48,5;3;16,1666666666667
"1786";"353510";5;NA;NA
"1787";"290220";10;4;2,5
"1788";"510455";7;1;7
"1789";"312910";13;2;6,5
"1790";"521230";10;3;3,33333333333333
"1791";"130063";6,5;3,5;1,85714285714286
"1792";"355470";21;NA;NA
"1793";"510628";20,5;3;6,83333333333333
"1794";"430990";9;2;4,5
"1795";"521630";52;3;17,3333333333333
"1796";"120025";9,5;5,5;1,72727272727273
"1797";"251420";8;3;2,66666666666667
"1798";"270050";19;9;2,11111111111111
"1799";"420990";9;2;4,5
"1800";"431980";29,5;1;29,5
"1801";"351910";16,5;3;5,5
"1802";"220480";8;4;2
"1803";"210720";10;5;2
"1804";"270780";6;3;2
"1805";"410310";17;3;5,66666666666667
"1806";"280590";38;7;5,42857142857143
"1807";"410230";26;5;5,2
"1808";"220490";4;3;1,33333333333333
"1809";"312380";6,5;3;2,16666666666667
"1810";"430840";18;NA;NA
"1811";"230680";17;4;4,25
"1812";"430468";8;3;2,66666666666667
"1813";"220280";3;2;1,5
"1814";"316180";15,5;4;3,875
"1815";"220937";4;2;2
"1816";"420125";7,5;2,5;3
"1817";"130068";11,5;4;2,875
"1818";"431970";5;2;2,5
"1819";"220205";4;4;1
"1820";"290230";5;4;1,25
"1821";"315710";12;3;4
"1822";"110080";15;6;2,5
"1823";"270900";8;3;2,66666666666667
"1824";"431115";6;4;1,5
"1825";"320255";20,5;5;4,1
"1826";"354995";29;4;7,25
"1827";"420765";19,5;3;6,5
"1828";"410600";11;3;3,66666666666667
"1829";"354190";30,5;3;10,1666666666667
"1830";"430330";21;2;10,5
"1831";"351290";9;1;9
"1832";"291930";9,5;3;3,16666666666667
"1833";"354490";43;2;21,5
"1834";"420780";18;4;4,5
"1835";"410335";3;2;1,5
"1836";"354540";36,5;1;36,5
"1837";"311780";18;3;6
"1838";"410950";8;3;2,66666666666667
"1839";"160050";36,5;5;7,3
"1840";"250860";7;5;1,4
"1841";"170040";4;2;2
