"";"CODUFMUN";"medicos_g1";"medicos_g2";"medicos_g3"
"2662";"351490";36,5;4;9,125
"2663";"314510";29;4;7,25
"2664";"411390";21;2;10,5
"2665";"330180";66,5;5;13,3
"2666";"130430";14;8;1,75
"2667";"355360";69;NA;NA
"2668";"353240";28;NA;NA
"2669";"351230";72;6;12
"2670";"220610";7;4;1,75
"2671";"412680";20;2;10
"2672";"500315";9;3;3
"2673";"292900";105,5;6;17,5833333333333
"2674";"270280";21,5;5;4,3
"2675";"130280";2;1;2
"2676";"312570";17;4;4,25
"2677";"150630";10;5;2
"2678";"230835";26;15;1,73333333333333
"2679";"355090";71;NA;NA
"2680";"292905";33;7;4,71428571428571
"2681";"230360";21;11;1,90909090909091
"2682";"314050";27;4;6,75
"2683";"430110";24,5;4;6,125
"2684";"261247";24;6;4
"2685";"110050";9;2;4,5
"2686";"412380";23;4;5,75
"2687";"220110";6;4;1,5
"2688";"312390";39;3;13
"2689";"430830";16;4;4
"2690";"430580";45;3,5;12,8571428571429
"2691";"293170";16;4;4
"2692";"150295";43;6;7,16666666666667
"2693";"292690";12;5;2,4
"2694";"410470";10;4;2,5
"2695";"420425";27;6,5;4,15384615384615
"2696";"293076";7;5;1,4
"2697";"311030";29;2;14,5
"2698";"350740";73;5;14,6
"2699";"350050";134,5;2;67,25
"2700";"410070";6;3;2
"2701";"410170";32;3;10,6666666666667
"2702";"313470";29;8;3,625
"2703";"350670";49,5;2;24,75
"2704";"353490";40,5;1;40,5
"2705";"261600";17,5;6;2,91666666666667
"2706";"310950";35,5;1;35,5
"2707";"421600";47;4;11,75
"2708";"240740";8;3;2,66666666666667
"2709";"430200";9;NA;NA
"2710";"351070";76;2;38
"2711";"260150";17;4;4,25
"2712";"352140";50,5;1;50,5
"2713";"220330";14;5;2,8
"2714";"210490";15;5;3
"2715";"431470";22;4;5,5
"2716";"510125";22;2;11
"2717";"313320";24;3;8
"2718";"320506";163,5;3;54,5
"2719";"351600";40;1;40
"2720";"210600";19;5;3,8
"2721";"500520";33;3;11
"2722";"210240";10;5;2
"2723";"310280";42,5;3;14,1666666666667
"2724";"311090";94;4;23,5
"2725";"240130";9;3;3
"2726";"500769";99;8;12,375
"2727";"292335";14;6;2,33333333333333
"2728";"110130";15;3;5
"2729";"230300";17,5;6,5;2,69230769230769
"2730";"411275";42,5;2;21,25
"2731";"317180";15;4;3,75
"2732";"410460";34,5;1;34,5
"2733";"240380";7;4;1,75
"2734";"420830";97;11;8,81818181818182
"2735";"420640";53;5;10,6
"2736";"430650";27;3;9
"2737";"260480";33;5;6,6
"2738";"260270";14;4;3,5
"2739";"421880";39,5;2,5;15,8
"2740";"412510";19;3;6,33333333333333
"2741";"521530";25;6;4,16666666666667
"2742";"251310";11;5;2,2
"2743";"250490";10;7;1,42857142857143
"2744";"292260";8;5;1,6
"2745";"290940";12;2;6
"2746";"353810";33;NA;NA
"2747";"355180";13,5;3;4,5
"2748";"290790";18;6;3
"2749";"412200";17;4;4,25
"2750";"320016";20;5;4
"2751";"231085";34,5;9,5;3,63157894736842
"2752";"431270";63;2;31,5
"2753";"290475";3;NA;NA
"2754";"291690";23;5;4,6
"2755";"411705";20;4;5
"2756";"210410";20;5;4
"2757";"421550";48;3;16
"2758";"352880";52,5;NA;NA
"2759";"510260";25;3;8,33333333333333
"2760";"260840";18;5;3,6
"2761";"421120";36;4;9
"2762";"290660";15;2;7,5
"2763";"353540";24;2;12
"2764";"293160";19;5;3,8
"2765";"431110";39;NA;NA
"2766";"230763";15,5;8;1,9375
"2767";"320100";48,5;6;8,08333333333333
"2768";"230650";42,5;5;8,5
"2769";"330205";56,5;3;18,8333333333333
"2770";"231195";22;6;3,66666666666667
"2771";"411050";24;6;4
"2772";"220760";14;4;3,5
"2773";"316900";16;6;2,66666666666667
"2774";"290970";7,5;4,5;1,66666666666667
"2775";"350810";61;4;15,25
"2776";"521090";29;6;4,83333333333333
"2777";"320030";36;6;6
"2778";"250540";11;3;3,66666666666667
"2779";"354560";43;NA;NA
"2780";"313460";33;13;2,53846153846154
"2781";"110029";9;3;3
"2782";"120038";20;7;2,85714285714286
"2783";"350420";53,5;1;53,5
"2784";"421630";48;8;6
"2785";"316450";2;1;2
"2786";"240980";17;6;2,83333333333333
"2787";"130090";4;3;1,33333333333333
"2788";"211090";20;5;4
"2789";"500690";17;3;5,66666666666667
"2790";"411710";28;6;4,66666666666667
"2791";"353580";48,5;2;24,25
"2792";"293105";23,5;8,5;2,76470588235294
"2793";"420130";17;7;2,42857142857143
"2794";"317052";11;4;2,75
"2795";"315790";28,5;5;5,7
"2796";"130310";18;10;1,8
"2797";"330115";49;5;9,8
"2798";"260930";17;9;1,88888888888889
"2799";"521720";18;4;4,5
"2800";"220320";20;4;5
"2801";"291140";19,5;6;3,25
"2802";"291345";20;6;3,33333333333333
"2803";"290030";17;5;3,4
"2804";"420880";29;4;7,25
"2805";"231090";14;5;2,8
"2806";"410100";22;4;5,5
"2807";"431770";25;2;12,5
"2808";"410290";36,5;4;9,125
"2809";"510300";27;6;4,5
"2810";"280060";24;7;3,42857142857143
"2811";"510629";16;3;5,33333333333333
"2812";"330570";73,5;6,5;11,3076923076923
"2813";"351140";76;5;15,2
"2814";"411620";33;NA;NA
"2815";"292180";30,5;4;7,625
"2816";"230205";8;5;1,6
"2817";"251340";58;6;9,66666666666667
"2818";"412150";34;5;6,8
"2819";"150540";23;6;3,83333333333333
"2820";"412470";15;5;3
"2821";"420010";26;8,5;3,05882352941176
"2822";"250640";19;6;3,16666666666667
"2823";"500460";18;5;3,6
"2824";"431320";69,5;8;8,6875
"2825";"411250";19;4;4,75
"2826";"230040";17;5;3,4
"2827";"280330";19;5;3,8
"2828";"130300";6;3;2
"2829";"510704";197,5;8,5;23,2352941176471
"2830";"170700";45,5;6;7,58333333333333
"2831";"270070";29,5;8;3,6875
"2832";"411560";89,5;5;17,9
"2833";"412840";22;4;5,5
"2834";"500345";22;3;7,33333333333333
"2835";"412480";28;3;9,33333333333333
"2836";"351480";28;2;14
"2837";"430520";49,5;2;24,75
"2838";"250610";11;5,5;2
"2839";"353620";140,5;5;28,1
"2840";"320503";54,5;9;6,05555555555556
"2841";"430230";35;2;17,5
"2842";"432020";37;3;12,3333333333333
"2843";"352190";57;4;14,25
"2844";"220470";10;6;1,66666666666667
"2845";"250940";17;8;2,125
"2846";"110007";4;2;2
"2847";"431450";23;4;5,75
"2848";"291250";11;6;1,83333333333333
"2849";"260515";10,5;4;2,625
"2850";"355680";78;3;26
"2851";"521450";92;8;11,5
"2852";"290430";11;4;2,75
"2853";"431265";87;2;43,5
"2854";"315895";16;4;4
"2855";"290370";9;5;1,8
"2856";"320270";42;5;8,4
"2857";"260020";23;5;4,6
"2858";"430050";24;4;6
"2859";"292680";11;5;2,2
"2860";"421760";15;3;5
"2861";"290225";8;4;2
"2862";"150200";5;1;5
"2863";"210590";7;6;1,16666666666667
"2864";"293305";16;4;4
"2865";"354120";41;7;5,85714285714286
"2866";"421250";70;3;23,3333333333333
"2867";"250060";16;7;2,28571428571429
"2868";"421570";98,5;9;10,9444444444444
"2869";"250710";13,5;6,5;2,07692307692308
"2870";"210840";10;5;2
"2871";"251550";36,5;5;7,3
"2872";"510500";13,5;3;4,5
"2873";"292760";8;5;1,6
"2874";"220500";8,5;4,5;1,88888888888889
"2875";"310890";43;2;21,5
"2876";"412385";23;3;7,66666666666667
"2877";"231395";10;5;2
"2878";"420500";24,5;6;4,08333333333333
"2879";"314760";70;7;10
"2880";"291000";8;4;2
"2881";"221080";29;5;5,8
"2882";"280100";11;4;2,75
"2883";"411430";33;6,5;5,07692307692308
"2884";"230070";22;6;3,66666666666667
"2885";"231380";13;9;1,44444444444444
"2886";"210150";19;8;2,375
"2887";"520440";56,5;3;18,8333333333333
"2888";"240750";7;4;1,75
"2889";"420690";92,5;7;13,2142857142857
"2890";"500710";26;4;6,5
"2891";"311200";42;6;7
"2892";"320313";104,5;2;52,25
"2893";"412300";24;4;6
"2894";"431600";78;6;13
"2895";"330440";66;6;11
"2896";"421420";41;4;10,25
"2897";"130130";9;5;1,8
"2898";"352800";68;4;17
"2899";"320380";48;9;5,33333333333333
"2900";"230660";13,5;10,5;1,28571428571429
"2901";"412730";31;10;3,1
"2902";"350100";97;6;16,1666666666667
"2903";"351240";38;4;9,5
"2904";"312320";48;3;16
"2905";"292270";22;5,5;4
"2906";"292970";30,5;7;4,35714285714286
"2907";"150345";16;5;3,2
"2908";"293240";17;4;4,25
"2909";"412190";21;1;21
"2910";"230340";37;10;3,7
"2911";"293345";13;2;6,5
"2912";"315570";22;2;11
"2913";"291100";25;4;6,25
"2914";"291740";17;6;2,83333333333333
"2915";"353700";53,5;1;53,5
"2916";"211180";17;5;3,4
"2917";"510130";20;4;5
"2918";"251150";22;5;4,4
"2919";"230535";18;7;2,57142857142857
"2920";"292560";31;4;7,75
"2921";"250280";12;5;2,4
"2922";"355510";62,5;3;20,8333333333333
"2923";"231150";21;10;2,1
"2924";"313990";32,5;5,5;5,90909090909091
"2925";"315990";89;7;12,7142857142857
"2926";"292205";26,5;2;13,25
"2927";"314300";31,5;2;15,75
"2928";"520350";45;6;7,5
"2929";"230600";21,5;5;4,3
"2930";"130390";12;3;4
"2931";"311450";44;4;11
"2932";"292080";9;5;1,8
"2933";"291970";27;4;6,75
"2934";"352040";151;13;11,6153846153846
"2935";"315170";38;4;9,5
"2936";"522170";17,5;5,5;3,18181818181818
"2937";"290400";10;4;2,5
"2938";"411020";10;3;3,33333333333333
"2939";"317160";16;4;4
"2940";"411880";13;2;6,5
"2941";"320330";16;5;3,2
"2942";"420960";37;6;6,16666666666667
"2943";"291780";16;5;3,2
"2944";"312590";13;4;3,25
"2945";"290035";8,5;2,5;3,4
"2946";"310210";15;5;3
"2947";"293130";27;7;3,85714285714286
"2948";"350780";53;1;53
"2949";"260350";19;5;3,8
"2950";"412660";55,5;5;11,1
"2951";"291850";10;1;10
"2952";"292650";16;6;2,66666666666667
"2953";"420390";93;4;23,25
"2954";"412700";15;3;5
"2955";"210800";15,5;7;2,21428571428571
"2956";"412720";46;6;7,66666666666667
"2957";"140030";23;6,5;3,53846153846154
"2958";"292670";12,5;5;2,5
"2959";"150157";17;6;2,83333333333333
"2960";"410260";23;3;7,66666666666667
"2961";"290910";18;5;3,6
"2962";"311730";60;7;8,57142857142857
"2963";"292467";5,5;3;1,83333333333333
"2964";"311580";12;3;4
"2965";"410510";15;3;5
"2966";"261620";38;4;9,5
"2967";"290682";27;4;6,75
"2968";"510050";2;2;1
"2969";"412650";27;5;5,4
"2970";"432067";32;5;6,4
"2971";"220720";7;3;2,33333333333333
"2972";"290250";18;5;3,6
"2973";"317000";7;5;1,4
"2974";"280600";22;7;3,14285714285714
"2975";"260580";20;4;5
"2976";"312930";12;5;2,4
"2977";"291340";24;6;4
"2978";"150178";40;4;10
"2979";"291940";10;4;2,5
"2980";"291500";14;7;2
"2981";"412796";20;5;4
"2982";"350115";53;NA;NA
"2983";"520170";37;7;5,28571428571429
"2984";"150190";17;2;8,5
"2985";"352350";49;NA;NA
"2986";"230425";24;7,5;3,2
"2987";"240820";17;10;1,7
"2988";"150110";3;2;1,5
"2989";"352280";33,5;2;16,75
"2990";"292593";15,5;4;3,875
"2991";"270650";26;8,5;3,05882352941176
"2992";"290040";25,5;8,5;3
"2993";"260780";19;7;2,71428571428571
"2994";"230465";15;14;1,07142857142857
"2995";"211160";18;7;2,57142857142857
"2996";"261380";23;6;3,83333333333333
"2997";"230185";25;9;2,77777777777778
"2998";"292570";12;6;2
"2999";"310840";47;1;47
"3000";"310820";6;2;3
"3001";"120010";33;6;5,5
"3002";"510550";13;4;3,25
"3003";"412405";49;5;9,8
"3004";"290450";14;2;7
"3005";"432110";30,5;4;7,625
"3006";"290350";35;6;5,83333333333333
"3007";"500325";46,5;6,5;7,15384615384615
"3008";"251660";15;6;2,5
"3009";"420545";25,5;8,5;3
"3010";"290180";8;2;4
"3011";"220850";10;5;2
"3012";"311420";23,5;4;5,875
"3013";"292937";5,5;3;1,83333333333333
"3014";"290130";17;6;2,83333333333333
"3015";"351540";60;2;30
"3016";"315390";26;NA;NA
"3017";"251200";30;7;4,28571428571429
"3018";"270560";13;5;2,6
"3019";"150070";6;3;2
"3020";"260800";19;6;3,16666666666667
"3021";"354800";52,5;5;10,5
"3022";"210675";18;8;2,25
"3023";"412785";31;3;10,3333333333333
"3024";"315240";17;5;3,4
"3025";"431660";86;4;21,5
"3026";"520013";30;6;5
"3027";"250480";27,5;6;4,58333333333333
"3028";"411890";15;3;5
"3029";"350800";26,5;5;5,3
"3030";"230890";20,5;6,5;3,15384615384615
"3031";"410750";16;5;3,2
"3032";"312510";113;8;14,125
"3033";"510590";38;3;12,6666666666667
"3034";"291510";19;8;2,375
"3035";"421175";48;7;6,85714285714286
"3036";"510140";16;4;4
"3037";"220540";14;6;2,33333333333333
"3038";"314090";52;9;5,77777777777778
"3039";"411980";21;4;5,25
"3040";"412120";36;4;9
"3041";"240080";29,5;6,5;4,53846153846154
"3042";"350790";90;1;90
"3043";"241260";92,5;7;13,2142857142857
"3044";"314730";82;5;16,4
"3045";"412390";5;1;5
"3046";"510621";7;2;3,5
"3047";"290300";14;4;3,5
"3048";"313860";57;4;14,25
"3049";"330410";87,5;8;10,9375
"3050";"240050";132;6;22
"3051";"510420";16;5;3,2
"3052";"130320";6;3;2
"3053";"330120";118;4;29,5
"3054";"150715";37;6;6,16666666666667
"3055";"314220";49;5;9,8
"3056";"150835";8;4;2
"3057";"292140";10;5;2
"3058";"431420";25;NA;NA
"3059";"330310";60;7;8,57142857142857
"3060";"261230";20;6;3,33333333333333
"3061";"240610";48;8;6
"3062";"290760";18;3;6
"3063";"411410";25,5;2,5;10,2
"3064";"210520";17;5;3,4
"3065";"290530";24;2;12
"3066";"231080";16;5;3,2
"3067";"270710";35;9;3,88888888888889
"3068";"431790";64,5;1;64,5
"3069";"290485";9;4;2,25
"3070";"353850";28;5;5,6
"3071";"351100";39;2;19,5
"3072";"270480";15;5;3
"3073";"280760";18;6;3
"3074";"150450";13,5;7;1,92857142857143
"3075";"315580";51;3;17
"3076";"230195";23,5;12,5;1,88
"3077";"290360";18;6;3
"3078";"170900";3;2;1,5
"3079";"270330";14;5;2,8
"3080";"313550";17;5;3,4
"3081";"350290";50;3;16,6666666666667
"3082";"353020";42;6;7
"3083";"353560";28;5,5;5,09090909090909
"3084";"280400";16;9;1,77777777777778
"3085";"230423";16;8,5;1,88235294117647
"3086";"430640";151,5;7;21,6428571428571
"3087";"500740";58,5;7;8,35714285714286
"3088";"110032";24;3;8
"3089";"430100";111,5;3;37,1666666666667
"3090";"261240";18;5;3,6
"3091";"411540";21;2;10,5
"3092";"292420";13;7;1,85714285714286
"3093";"231110";42;18;2,33333333333333
"3094";"500770";13;3;4,33333333333333
"3095";"261540";24;5;4,8
"3096";"210560";9;6;1,5
"3097";"353300";77;1;77
"3098";"150770";10;2;5
"3099";"410280";52;5;10,4
"3100";"420840";49,5;5;9,9
"3101";"350880";69;3;23
"3102";"211040";11;7;1,57142857142857
"3103";"320435";38;4;9,5
"3104";"412630";39;NA;NA
"3105";"311260";43,5;5;8,7
"3106";"251650";15,5;5,5;2,81818181818182
"3107";"250300";37,5;9;4,16666666666667
"3108";"240360";26,5;9;2,94444444444444
"3109";"220350";27;6;4,5
"3110";"500100";81,5;5,5;14,8181818181818
"3111";"150309";23,5;4;5,875
"3112";"210310";6;4;1,5
"3113";"520490";50;5;10
"3114";"431780";66;1;66
"3115";"411670";17;3;5,66666666666667
"3116";"420720";26;5;5,2
"3117";"431550";35,5;2;17,75
"3118";"352460";23;3;7,66666666666667
"3119";"130230";9;6;1,5
"3120";"292020";11;4;2,75
"3121";"150590";12;5;2,4
"3122";"231210";17;6;2,83333333333333
"3123";"320040";138,5;13;10,6538461538462
"3124";"411080";9;3;3
"3125";"314850";12,5;3;4,16666666666667
"3126";"230435";34;24;1,41666666666667
"3127";"315490";60;4;15
"3128";"150275";14;5;2,8
"3129";"231190";26,5;6;4,41666666666667
"3130";"310230";44;7;6,28571428571429
"3131";"432170";130;3;43,3333333333333
"3132";"150280";8;2;4
"3133";"292960";47;7;6,71428571428571
"3134";"280140";16;10;1,6
"3135";"330540";48;7;6,85714285714286
"3136";"431330";171;5;34,2
"3137";"354240";34;5;6,8
"3138";"231375";29;10;2,9
"3139";"291610";39,5;8;4,9375
"3140";"316280";22,5;3,5;6,42857142857143
"3141";"270390";8;2;4
"3142";"230860";29;4,5;6,44444444444444
"3143";"521770";37;5;7,4
"3144";"520330";40,5;8;5,0625
"3145";"432090";101;3;33,6666666666667
"3146";"291230";25;5;5
"3147";"220030";15;6;2,5
"3148";"290540";9;4;2,25
"3149";"430120";52,5;2;26,25
"3150";"310830";59;5;11,8
"3151";"260450";38;7;5,42857142857143
"3152";"290200";32;5;6,4
"3153";"240145";28;8;3,5
"3154";"260770";17;6;2,83333333333333
"3155";"432140";63,5;3,5;18,1428571428571
"3156";"421750";73;5;14,6
"3157";"230290";22;5;4,4
"3158";"230395";22;7;3,14285714285714
"3159";"290240";22;5;4,4
"3160";"261570";27,5;4;6,875
"3161";"291110";18;5;3,6
"3162";"260820";20;5;4
"3163";"210760";30;9;3,33333333333333
"3164";"310060";11;4;2,75
"3165";"311510";79;2;39,5
"3166";"510780";23,5;5;4,7
"3167";"330515";95;7;13,5714285714286
"3168";"312400";30;9;3,33333333333333
"3169";"231135";17,5;6;2,91666666666667
"3170";"270570";33;10;3,3
"3171";"210420";21;10;2,1
"3172";"270255";10;7;1,42857142857143
"3173";"521280";15,5;1;15,5
"3174";"313750";33;6;5,5
"3175";"290080";36;9;4
"3176";"311610";8,5;6,5;1,30769230769231
"3177";"120045";18;8;2,25
"3178";"280440";61,5;7;8,78571428571429
"3179";"250190";53;8;6,625
"3180";"291620";19;5;3,8
"3181";"210250";8;5;1,6
"3182";"500790";100,5;14;7,17857142857143
"3183";"290190";32;8;4
"3184";"430290";23;3;7,66666666666667
"3185";"315600";12;4;3
"3186";"210770";30;8;3,75
"3187";"270300";22,5;6;3,75
"3188";"330130";208,5;11;18,9545454545455
"3189";"500220";41;4,5;9,11111111111111
"3190";"500260";59;7;8,42857142857143
"3191";"320245";46;5;9,2
"3192";"240780";21;9;2,33333333333333
"3193";"421830";75;11;6,81818181818182
"3194";"290810";27;9;3
"3195";"221120";30;8;3,75
"3196";"500450";29;4;7,25
"3197";"292390";14;4;3,5
"3198";"410520";15;6;2,5
"3199";"270410";24;6;4
"3200";"260310";36;7;5,14285714285714
"3201";"411400";19;4;4,75
"3202";"251130";65,5;7;9,35714285714286
"3203";"410630";102;3;34
"3204";"432010";79,5;5;15,9
"3205";"260470";29,5;5;5,9
"3206";"291845";15;4;3,75
"3207";"290115";21;6;3,5
"3208";"293260";19;4;4,75
"3209";"130360";10;2;5
"3210";"290820";22;5;4,4
"3211";"231300";19;7;2,71428571428571
"3212";"290550";20,5;3;6,83333333333333
"3213";"431900";73,5;3;24,5
"3214";"290860";28,5;8;3,5625
"3215";"315680";33;6;5,5
"3216";"313780";75;2;37,5
"3217";"220820";9,5;5,5;1,72727272727273
"3218";"220020";39;7;5,57142857142857
"3219";"420395";47;10;4,7
"3220";"291380";15;4;3,75
"3221";"311180";31;4;7,75
"3222";"210740";25;7;3,57142857142857
"3223";"110014";21;5;4,2
"3224";"355645";113,5;2;56,75
"3225";"240470";14;6;2,33333333333333
"3226";"292805";13,5;6;2,25
"3227";"290140";10;2;5
"3228";"290689";11;4;2,75
"3229";"291720";22;8;2,75
"3230";"412500";27;4;6,75
"3231";"210440";12;7;1,71428571428571
"3232";"280020";30;6;5
"3233";"315080";53;7;7,57142857142857
"3234";"351200";87;NA;NA
"3235";"500720";68;11;6,18181818181818
"3236";"314270";21;8;2,625
"3237";"130050";8,5;4;2,125
"3238";"130150";10;3;3,33333333333333
"3239";"330225";168,5;4;42,125
"3240";"421220";40,5;5;8,1
"3241";"315980";45;6;7,5
"3242";"270020";30,5;7;4,35714285714286
"3243";"314990";72;5;14,4
"3244";"316760";15;6;2,5
"3245";"270450";27,5;10;2,75
"3246";"310800";36;5;7,2
"3247";"421780";72;7;10,2857142857143
"3248";"521570";36,5;5;7,3
"3249";"150812";21;4;5,25
"3250";"312830";69;5;13,8
"3251";"412000";22;4;5,5
"3252";"412140";39,5;2;19,75
"3253";"313880";56;4;14
"3254";"330280";95;8;11,875
"3255";"313700";8;5;1,6
"3256";"220880";25;8;3,125
"3257";"260775";48,5;8;6,0625
"3258";"521890";35;6;5,83333333333333
"3259";"351770";55;4;13,75
"3260";"220050";31,5;7;4,5
"3261";"260870";15;4;3,75
"3262";"314720";56;5;11,2
"3263";"412750";24;4;6
"3264";"150747";32;6;5,33333333333333
"3265";"430480";118;NA;NA
"3266";"150670";30,5;5,5;5,54545454545455
"3267";"130160";11;9;1,22222222222222
"3268";"352730";184;NA;NA
"3269";"260850";27,5;9;3,05555555555556
"3270";"292450";18;6;3
"3271";"150400";9;3;3
"3272";"290960";25;5;5
"3273";"310490";180,5;8;22,5625
"3274";"521560";39;8;4,875
"3275";"411610";24;2;12
"3276";"150570";11;3;3,66666666666667
"3277";"430010";38;2;19
"3278";"270210";25;8;3,125
"3279";"410680";18;NA;NA
"3280";"130080";21;10;2,1
"3281";"355630";42,5;4;10,625
"3282";"292750";42;6;7
"3283";"293350";25;12;2,08333333333333
"3284";"270910";21,5;7;3,07142857142857
"3285";"150095";16;3;5,33333333333333
"3286";"210680";15;6;2,5
"3287";"280580";21;9;2,33333333333333
"3288";"420280";85,5;8;10,6875
"3289";"150172";22;5;4,4
"3290";"430750";54,5;NA;NA
"3291";"430960";68;4;17
"3292";"315340";32;7;4,57142857142857
"3293";"310630";47,5;7;6,78571428571429
"3294";"314200";31,5;5;6,3
"3295";"292040";11;5;2,2
"3296";"280620";15;7;2,14285714285714
"3297";"520030";46;7;6,57142857142857
"3298";"352610";26;4;6,5
"3299";"250160";12;5;2,4
"3300";"241140";26,5;7;3,78571428571429
"3301";"410120";37;1;37
"3302";"311050";66;5;13,2
"3303";"521970";11;3;3,66666666666667
"3304";"210670";11;5;2,2
"3305";"412250";12;1;12
"3306";"261500";21,5;6;3,58333333333333
"3307";"290380";20;8;2,5
"3308";"230610";17;8;2,125
"3309";"431950";130;3;43,3333333333333
"3310";"130030";22,5;14,5;1,55172413793103
"3311";"261330";58;8;7,25
"3312";"110013";20;6;3,33333333333333
"3313";"291680";25;4;6,25
"3314";"291440";52;6;8,66666666666667
"3315";"520495";6;3;2
"3316";"251270";24;7;3,42857142857143
"3317";"510792";186,5;17;10,9705882352941
"3318";"231126";9;4;2,25
"3319";"150610";9;6;1,5
"3320";"412440";24;5;4,8
"3321";"251630";35;6;5,83333333333333
"3322";"510350";63,5;5;12,7
"3323";"313770";45;7;6,42857142857143
"3324";"432280";219,5;4;54,875
"3325";"312650";10;3;3,33333333333333
"3326";"330140";75,5;3;25,1666666666667
"3327";"354000";94;7;13,4285714285714
"3328";"291310";12;2;6
"3329";"314740";42;3;14
"3330";"231170";13;4,5;2,88888888888889
"3331";"310590";70;8;8,75
"3332";"315430";42,5;4;10,625
"3333";"411727";15;2;7,5
"3334";"291300";21;5;4,2
"3335";"270680";18,5;6;3,08333333333333
"3336";"170820";30;5;6
"3337";"291085";23;5;4,6
"3338";"292405";19;4;4,75
"3339";"251700";9;4;2,25
"3340";"350870";58,5;NA;NA
"3341";"293120";18;4;4,5
"3342";"293280";15;7;2,14285714285714
"3343";"270440";35,5;8,5;4,17647058823529
"3344";"431460";35;1;35
"3345";"290160";37;4;9,25
"3346";"430940";136,5;4;34,125
"3347";"310450";16;4;4
"3348";"211030";17;6;2,83333333333333
"3349";"230330";24;7;3,42857142857143
"3350";"290510";17;3;5,66666666666667
"3351";"352600";89;7;12,7142857142857
"3352";"290685";24;5;4,8
"3353";"314630";39,5;7;5,64285714285714
"3354";"311100";52;1;52
"3355";"290920";7;5;1,4
"3356";"290135";9;2;4,5
"3357";"150250";5;1;5
"3358";"293315";13,5;4;3,375
"3359";"292525";23,5;6,5;3,61538461538462
"3360";"350220";64;2;32
"3361";"293040";21;7;3
"3362";"411350";127;5;25,4
"3363";"320305";35;6;5,83333333333333
"3364";"420455";23;5;4,6
"3365";"500568";33;3;11
"3366";"310780";20;5;4
"3367";"290280";38;8;4,75
"3368";"293030";24;7;3,42857142857143
"3369";"230670";45,5;5;9,1
"3370";"291430";19,5;5;3,9
"3371";"120030";27;6;4,5
"3372";"250770";17;6;2,83333333333333
"3373";"421670";26,5;5,5;4,81818181818182
"3374";"150790";19;2;9,5
"3375";"261480";18,5;4;4,625
"3376";"251450";12;7;1,71428571428571
"3377";"230130";22;7;3,14285714285714
"3378";"353140";90;5;18
"3379";"251670";18;5;3,6
"3380";"290500";32;7;4,57142857142857
"3381";"230400";20;10;2
"3382";"230430";28;9;3,11111111111111
"3383";"420810";37,5;9,5;3,94736842105263
"3384";"150700";42;8;5,25
"3385";"314340";31;4;7,75
"3386";"230310";16,5;7;2,35714285714286
"3387";"291535";19;4;4,75
"3388";"411780";17;4;4,25
"3389";"292070";18,5;8,5;2,17647058823529
"3390";"352970";92,5;5,5;16,8181818181818
"3391";"240890";32;8;4
"3392";"421210";77,5;5;15,5
"3393";"310470";15;3;5
"3394";"270750";18;8;2,25
"3395";"250350";14;8;1,75
"3396";"292200";114,5;13;8,80769230769231
"3397";"310650";21;4;5,25
"3398";"510020";55;4;13,75
"3399";"410250";12;5;2,4
"3400";"291240";17;5;3,4
"3401";"250100";55;9,5;5,78947368421053
"3402";"230495";21;16;1,3125
"3403";"240420";40;12;3,33333333333333
"3404";"311440";44;2,5;17,6
"3405";"280550";19;7;2,71428571428571
"3406";"430820";102;3;34
"3407";"130350";8,5;1,5;5,66666666666667
"3408";"510805";15,5;4;3,875
"3409";"260490";29;5;5,8
"3410";"291075";9;5;1,8
"3411";"291160";25;6;4,16666666666667
"3412";"293300";73;5;14,6
"3413";"431000";105;1;105
"3414";"313490";107,5;3,5;30,7142857142857
"3415";"230520";17,5;9,5;1,84210526315789
"3416";"314070";368;6;61,3333333333333
"3417";"432145";169,5;NA;NA
"3418";"430600";39;4;9,75
"3419";"316840";25;5;5
"3420";"314470";41;2;20,5
"3421";"261170";35;6;5,83333333333333
"3422";"290870";21;5;4,2
"3423";"352170";80,5;5;16,1
"3424";"420670";26;7;3,71428571428571
"3425";"522060";23,5;8;2,9375
"3426";"314410";64;3;21,3333333333333
"3427";"420650";158,5;5;31,7
"3428";"260030";50;9;5,55555555555556
"3429";"430676";45;3;15
"3430";"352180";57,5;5;11,5
"3431";"270235";23;7;3,28571428571429
"3432";"410570";20;2;10
"3433";"320350";88;5;17,6
"3434";"313505";25;12;2,08333333333333
"3435";"315820";21,5;2;10,75
"3436";"150660";47;6;7,83333333333333
"3437";"314280";47;5;9,4
"3438";"130370";7,5;2,5;3
"3439";"353150";119;1;119
"3440";"411440";36;4;9
"3441";"313600";17;6;2,83333333333333
"3442";"520130";40,5;5;8,1
"3443";"430130";48;NA;NA
"3444";"270010";23,5;5,5;4,27272727272727
"3445";"211170";24;8;3
"3446";"313120";62;4;15,5
"3447";"410960";73;4;18,25
"3448";"316040";99;7;14,1428571428571
"3449";"314520";100;14,5;6,89655172413793
"3450";"412350";44;4;11
"3451";"292925";22;5;4,4
"3452";"330560";72;10;7,2
"3453";"330260";177,5;11;16,1363636363636
"3454";"351830";90;1;90
"3455";"130115";12;5;2,4
"3456";"432270";83,5;2;41,75
"3457";"432200";110,5;10;11,05
"3458";"250730";11,5;6,5;1,76923076923077
"3459";"250080";16;8;2
"3460";"500290";76;9;8,44444444444444
"3461";"350660";67;3;22,3333333333333
